date,top_20_return,bottom_20_return,all_return,long_short,n_stocks
2020-11-30 05:00:00,-0.05397580618611686,0.13689274910800966,0.0,-0.19086855529412652,2097
2020-12-07 05:00:00,0.0423750904523392,0.013977345075151047,5.075305255429287e-18,0.02839774537718815,2100
2020-12-14 05:00:00,-0.012774034040322534,0.04085227838520898,0.0,-0.053626312425531515,2107
2020-12-21 05:00:00,-0.0058664716310663344,-0.1096021185644842,3.3690978461835002e-18,0.10373564693341786,2109
2020-12-28 05:00:00,-0.023471916000716957,0.000805646082667076,-3.3675011173464465e-18,-0.02427756208338403,2110
2021-01-04 05:00:00,-0.06266809226964695,-0.0009856766005088152,-1.5146576555757702e-17,-0.06168241566913814,2111
2021-01-11 05:00:00,-0.04469944036914154,0.20111348758629524,6.7286243916676156e-18,-0.24581292795543677,2112
2021-01-19 05:00:00,0.013329528577217739,0.16601776685817415,3.356366253000001e-18,-0.1526882382809564,2117
2021-01-25 05:00:00,0.05328826933648528,0.13824155751838735,3.3468805264253425e-18,-0.08495328818190206,2123
2021-02-01 05:00:00,0.27838671916635915,-0.17703690145569745,2.672469151895064e-17,0.4554236206220566,2127
2021-02-08 05:00:00,-0.018319438383895367,-0.0915953283388858,-1.2503684932427855e-17,0.07327588995499043,2131
2021-02-16 05:00:00,-0.16358615006101462,-0.0841245769570177,0.0,-0.07946157310399693,2133
2021-02-22 05:00:00,-0.10765392028036067,0.00018771169605976483,9.979532805619384e-18,-0.10784163197642042,2136
2021-03-01 05:00:00,-0.1353093405139135,-0.03674408168188382,1.1637340080301126e-17,-0.09856525883202968,2137
2021-03-08 05:00:00,0.6130466002892699,-0.15666549684047687,1.3287381687893412e-17,0.7697120971297469,2139
2021-03-15 04:00:00,-0.14680107232654024,0.19632388520923041,-1.9847562451399447e-17,-0.34312495753577066,2148
2021-03-22 04:00:00,-0.2781621402086302,-0.1401131611309566,6.606627017760113e-18,-0.13804897907767363,2151
2021-03-29 04:00:00,0.47149515065446596,-0.3623983993667015,-2.6365222106126167e-17,0.8338935500211675,2156
2021-04-05 04:00:00,-0.3358783136798892,0.026711069802448598,-6.57301328177706e-18,-0.36258938348233777,2162
2021-04-12 04:00:00,-0.22799079298245545,0.08640974696102692,0.0,-0.3144005399434824,2163
2021-04-19 04:00:00,0.4873761999079624,-0.16058439348806364,-1.3103600475059478e-17,0.647960593396026,2169
2021-04-26 04:00:00,-0.16426272572079278,-0.09677980303286804,-3.2683658498624663e-18,-0.06748292268792475,2174
2021-05-03 04:00:00,-0.6397796682746045,0.24306265490318138,0.0,-0.8828423231777859,2181
2021-05-10 04:00:00,0.07397435281727713,-0.08539732202083031,-6.500848451602015e-18,0.15937167483810744,2186
2021-05-17 04:00:00,0.21427771405703372,-0.022479556968437425,6.494906176966181e-18,0.23675727102547114,2188
2021-05-24 04:00:00,0.33083388910612455,-0.26376161734706577,0.0,0.5945955064531903,2193
2021-06-01 04:00:00,0.1731245928905764,0.06444431110077962,9.684816934485691e-18,0.10868028178979679,2201
2021-06-07 04:00:00,0.1315152313561234,0.09498710038917961,3.226806247775205e-18,0.03652813096694378,2202
2021-06-14 04:00:00,0.05437407140520388,0.09901836895101847,3.2122185160944854e-18,-0.04464429754581459,2212
2021-06-21 04:00:00,0.11833151898657067,0.05321380900008479,3.2020853346557017e-18,0.06511770998648589,2219
2021-06-28 04:00:00,-0.09826911005110757,-0.0573222209405551,0.0,-0.04094688911055247,2230
2021-07-06 04:00:00,-0.14503879060565947,-0.012460073298495546,4.751734746500893e-18,-0.13257871730716392,2243
2021-07-12 04:00:00,-0.2074254809019922,0.17457230042592667,-4.436930553363694e-17,-0.38199778132791884,2242
2021-07-19 04:00:00,0.1866168141383164,-0.2979651857771495,0.0,0.4845819999154659,2253
2021-07-26 04:00:00,0.03723766988035646,-0.06047144060297257,-7.853036425288463e-19,0.09770911048332903,2262
2021-08-02 04:00:00,-0.011134910550947057,0.04379594466902175,6.252025831589091e-18,-0.05493085521996881,2273
2021-08-09 04:00:00,-0.19162350041097975,-0.060698868589156754,-3.1218925121269778e-18,-0.130924631821823,2276
2021-08-16 04:00:00,0.18991652301310014,-0.03897994967382697,0.0,0.22889647268692712,2278
2021-08-23 04:00:00,0.0630531588064769,0.016784691758465132,-6.230098516090313e-18,0.04626846704801177,2281
2021-08-30 04:00:00,0.16099836927555006,0.09438612507727745,-6.2219153744317004e-18,0.06661224419827261,2284
2021-09-07 04:00:00,-0.009474517334144266,-0.10433902724777769,3.105518950000438e-18,0.09486450991363342,2288
2021-09-13 04:00:00,-0.10017280527799567,-0.005822444561903322,-3.1014523603670893e-18,-0.09435036071609235,2291
2021-09-20 04:00:00,-0.006099203959745629,-0.030541938143141944,-6.175947290396351e-18,0.024442734183396313,2301
2021-09-27 04:00:00,-0.2219965107232576,0.005648319513710197,1.2335811384723961e-17,-0.2276448302369678,2304
2021-10-04 04:00:00,0.029294816004826345,-0.06296375387633082,0.0,0.09225856988115717,2313
2021-10-11 04:00:00,-0.020340215636252816,0.029239855825282858,0.0,-0.049580071461535674,2316
2021-10-18 04:00:00,0.025424572374893765,0.04096853591530706,-1.0742546760951839e-17,-0.015543963540413295,2315
2021-10-25 04:00:00,0.08347760538167388,0.029800396718906722,-9.160413439107437e-18,0.053677208662767165,2327
2021-11-01 04:00:00,-0.07086799100638623,0.05969239791824408,0.0,-0.13056038892463032,2335
2021-11-08 05:00:00,-0.0729924098149131,-0.0014340621212485648,0.0,-0.07155834769366454,2342
2021-11-15 05:00:00,-0.20723930735509827,0.01267946390591256,6.0574828283043494e-18,-0.21991877126101084,2346
2021-11-22 05:00:00,0.03628764940201146,0.10802594674786878,2.269621174702194e-17,-0.07173829734585732,2348
2021-11-29 05:00:00,-0.27267553877484724,0.0022457505515257772,0.0,-0.274921289326373,2348
2021-12-06 05:00:00,-0.02826109052036379,0.0653282739920189,3.0248732897407416e-18,-0.0935893645123827,2349
2021-12-13 05:00:00,-0.04916578756391967,0.12933457835329157,-6.034333212400002e-18,-0.17850036591721125,2355
2021-12-20 05:00:00,0.023539813963345244,-0.27383289352643275,-6.021548608136442e-18,0.297372707489778,2360
2021-12-27 05:00:00,-0.05012897349497754,0.017449588768324503,0.0,-0.06757856226330204,2360
2022-01-03 05:00:00,-0.25680025102581416,-0.06388133608349353,1.2027807630302162e-17,-0.19291891494232064,2363
2022-01-10 05:00:00,-0.25745995209313005,-0.0415077484621608,1.200241107702872e-17,-0.21595220363096926,2368
2022-01-18 05:00:00,-0.12761006472996145,0.09202026907027222,-5.9986723154081905e-18,-0.21963033380023367,2369
2022-01-24 05:00:00,0.2169226735267638,-0.09777804525694943,-5.99614123004304e-18,0.31470071878371325,2370
2022-01-31 05:00:00,0.08881953357155445,-0.030533004810188138,0.0,0.11935253838174259,2372
2022-02-07 05:00:00,-0.045782820779938546,-0.01977235149616619,-2.9942803866839453e-18,-0.026010469283772358,2373
2022-02-14 05:00:00,-0.03535100603432205,-0.12223523058398962,-1.7958114635891327e-17,0.08688422454966757,2374
2022-02-22 05:00:00,0.04032036200156066,0.043843162402270035,-1.4958794437054742e-18,-0.003522800400709375,2375
2022-02-28 05:00:00,0.03269788016689398,0.006422357909516454,2.9942803866839453e-18,0.026275522257377528,2373
2022-03-07 05:00:00,-0.1740744242146989,0.028769687378079636,2.9879845910853665e-18,-0.20284411159277854,2378
2022-03-14 04:00:00,0.10792116755758925,0.1210611855226754,1.791284207798572e-17,-0.013140017965086154,2380
2022-03-21 04:00:00,0.13054032585378958,-0.03923429931893188,-5.9659339694382886e-18,0.16977462517272146,2382
2022-03-28 04:00:00,0.17735850252597396,0.09974751436560082,2.9829669847191443e-18,0.07761098816037314,2382
2022-04-04 04:00:00,-0.022196016242964328,-0.17016161476009228,1.1911864807378042e-17,0.14796559851712796,2386
2022-04-11 04:00:00,-0.13727719773319047,-0.08274508078662887,1.7860311749311274e-17,-0.0545321169465616,2387
2022-04-18 04:00:00,-0.1584813236579478,-0.028444033815705948,-4.4613399064049824e-18,-0.13003728984224183,2389
2022-04-25 04:00:00,0.02460609220970774,-0.0476698461811568,-2.0828304649584175e-17,0.07227593839086455,2388
2022-05-02 04:00:00,-0.3415045712812764,0.06524738815749322,0.0,-0.40675195943876963,2387
2022-05-09 04:00:00,0.15307020088510107,-0.041777195076153094,-5.943477505312423e-18,0.19484739596125417,2391
2022-05-16 04:00:00,-0.0294831404476812,0.08363025145229672,0.0,-0.11311339189997792,2392
2022-05-23 04:00:00,-0.010052645532604708,-0.0631142543575504,5.938510119181782e-18,0.05306160882494569,2393
2022-05-31 04:00:00,0.04246722903443744,-0.08817450039473773,0.0,0.13064172942917518,2395
2022-06-06 04:00:00,-0.24824032332495083,0.24238956295977024,2.3704511618351965e-17,-0.49062988628472104,2398
2022-06-13 04:00:00,0.14016643434072731,-0.03672261992668208,0.0,0.1768890542674094,2397
2022-06-21 04:00:00,-0.08176388589800099,0.08982156563926419,-5.926127904587991e-18,-0.17158545153726518,2398
2022-06-27 04:00:00,-0.15652419760947558,0.16768773623878097,0.0,-0.32421193384825653,2399
2022-07-05 04:00:00,0.0513292316271164,-0.05630566367994186,-5.9113372359409335e-18,0.10763489530705826,2404
2022-07-11 04:00:00,-0.0003606989965117731,-0.0798365901681392,0.0,0.07947589117162743,2404
2022-07-18 04:00:00,-0.1501887441751205,-0.05277119281533986,5.903969553469881e-18,-0.09741755135978063,2407
2022-07-25 04:00:00,-0.13332118334554804,-0.034579548601795226,-1.772663789838088e-17,-0.09874163474375282,2405
2022-08-01 04:00:00,0.1088116121701961,0.2263411111995703,2.0681077548111025e-17,-0.1175294990293742,2405
2022-08-08 04:00:00,-0.023474901756200976,-0.0844726361770634,5.903969553469881e-18,0.06099773442086242,2407
2022-08-15 04:00:00,-0.24012506167753844,0.018768734584156486,1.1778578296893496e-17,-0.25889379626169495,2413
2022-08-22 04:00:00,0.06737811748870375,0.007704513711279128,-4.416966861335061e-18,0.059673603777424616,2413
2022-08-29 04:00:00,-0.027718203585933944,-0.049850366199247584,1.1773699018394369e-17,0.02213216261331364,2414
2022-09-06 04:00:00,0.07437966619221202,0.03950260110587025,1.472322287111687e-18,0.03487706508634177,2413
2022-09-12 04:00:00,-0.2342168578049384,0.1626161947740948,1.7631333393550873e-17,-0.39683305257903323,2418
2022-09-19 04:00:00,-0.1409896624693772,0.24129508179724568,2.939771351924287e-17,-0.38228474426662284,2417
2022-09-26 04:00:00,0.039820030446239524,-0.20378757925156893,1.4674571163983894e-17,0.24360760969780845,2421
2022-10-03 04:00:00,0.012832122423724023,-0.061151010489612266,-7.337285581991948e-19,0.07398313291333629,2421
2022-10-10 04:00:00,-0.06422220269926189,0.056835737393933605,0.0,-0.1210579400931955,2421
2022-10-17 04:00:00,-0.22924816297039669,0.07520915085306529,5.862563826403467e-18,-0.304457313823462,2424
2022-10-24 04:00:00,0.26588773813319844,-0.17673337510758416,0.0,0.44262111324078257,2425
2022-10-31 04:00:00,-0.02110621115199425,0.09834575153336053,-1.171063429353276e-17,-0.11945196268535478,2427
2022-11-07 05:00:00,0.019814810784539456,-0.1168936736472401,-1.1681754800823677e-17,0.13670848443177955,2433
2022-11-14 05:00:00,0.052938012066798046,-0.1846373507225972,2.915645202134182e-18,0.23757536278939526,2437
2022-11-21 05:00:00,0.00908376922949175,-0.053420934423365714,-5.0981951110298294e-18,0.06250470365285746,2439
2022-11-28 05:00:00,0.1899698177915408,-0.09772995472992387,0.0,0.28769977252146467,2442
2022-12-05 05:00:00,-0.04375320036876739,0.012971316500614501,7.286123213290609e-18,-0.05672451686938189,2438
2022-12-12 05:00:00,-0.07788574742220743,0.0003816461959242391,-7.274188531532557e-18,-0.07826739361813166,2442
2022-12-19 05:00:00,-0.24569958135100936,0.048242557583345974,0.0,-0.29394213893435533,2445
2022-12-27 05:00:00,0.5409124898140165,-0.17060026344033352,-1.1633937548261976e-17,0.71151275325435,2443
2023-01-03 05:00:00,0.2615982882900244,-0.21667321082374486,1.1629177344682491e-17,0.47827149911376926,2444
2023-01-09 05:00:00,0.5223061032432179,-0.31941609822381767,0.0,0.8417222014670356,2446
2023-01-17 05:00:00,0.07402501594704544,-0.14028766798560166,0.0,0.2143126839326471,2448
2023-01-23 05:00:00,0.020269793559022337,-0.02539722176760137,-2.9025438552291675e-18,0.045667015326623706,2448
2023-01-30 05:00:00,0.04827459716905453,-0.04068532536314408,1.738685324045922e-17,0.08895992253219862,2452
2023-02-06 05:00:00,-0.08179617127749543,-0.06516880336711212,-1.160543463879298e-17,-0.016627367910383314,2449
2023-02-13 05:00:00,-0.04332707538282793,0.09179452862596856,8.68634151295966e-18,-0.13512160400879647,2454
2023-02-21 05:00:00,-0.009625400084547823,-0.10882727567193153,-2.8930893149841214e-18,0.0992018755873837,2456
2023-02-27 05:00:00,0.036698651695260896,-0.07936982969116356,-2.8942677627702656e-18,0.11606848138642445,2455
2023-03-06 05:00:00,0.033068650064450485,0.012122435472265602,2.09663607418019e-17,0.020946214592184882,2457
2023-03-13 04:00:00,-0.21877273267375608,0.1747233071605906,0.0,-0.39349603983434667,2459
2023-03-20 04:00:00,0.12239475644191676,-0.023785919492014362,1.1562941184053705e-17,0.14618067593393114,2458
2023-03-27 04:00:00,0.15472183248040383,-0.010734606153481282,0.0,0.16545643863388512,2460
2023-04-03 04:00:00,-0.0852094444596889,0.029874436249523597,-5.7814705920268524e-18,-0.1150838807092125,2458
2023-04-10 04:00:00,0.189111311303044,-0.058591823096597495,1.1548845766112965e-17,0.2477031343996415,2461
2023-04-17 04:00:00,-0.041239273241769396,-0.05675424439821194,-7.220962761789637e-18,0.015514971156442542,2460
2023-04-24 04:00:00,-0.07391691734282507,0.005001263952753433,7.936606512348804e-18,-0.07891818129557851,2462
2023-05-01 04:00:00,0.18386661984420294,-0.058181953011186414,1.7302177007145296e-17,0.24204857285538936,2464
2023-05-08 04:00:00,0.008545023355646025,0.09344563286436956,2.8860387317632013e-18,-0.08490060950872354,2462
2023-05-15 04:00:00,0.15434378404848922,0.09411433835816219,2.8836961678575496e-18,0.06022944569032704,2464
2023-05-22 04:00:00,-0.11090628712102223,0.058685974084420445,2.8801894436972038e-18,-0.16959226120544268,2467
2023-05-30 04:00:00,0.18544164280378564,-0.18137027184233132,-5.758044860292546e-18,0.36681191464611695,2468
2023-06-05 04:00:00,0.06604312236065675,-0.009375355971278337,-1.4406787018655722e-18,0.07541847833193509,2466
2023-06-12 04:00:00,0.03137808807239425,0.024126371894720063,1.438928180964156e-18,0.007251716177674186,2469
2023-06-20 04:00:00,-0.0622591927136117,-0.07841953298030685,-2.8708797404448492e-18,0.016160340266695147,2475
2023-06-26 04:00:00,0.134163790164396,-0.09597530460154578,2.3022850895426496e-17,0.2301390947659418,2469
2023-07-03 04:00:00,0.09519800054911515,-0.06447980152447357,-1.147424684311829e-17,0.15967780207358873,2477
2023-07-10 04:00:00,-0.04159909211481235,-0.09424830868950214,5.734808198225183e-18,0.05264921657468979,2478
2023-07-17 04:00:00,-0.06540588480279029,-0.060391575214902314,-2.8604780022548317e-18,-0.005014309587887976,2484
2023-07-24 04:00:00,0.26558617215072344,-0.17554231917594518,-2.2883824018038653e-17,0.44112849132666865,2484
2023-07-31 04:00:00,-0.11621540166598007,-0.02086309509130451,7.14831726116801e-19,-0.09535230657467555,2485
2023-08-07 04:00:00,-0.06424286177340303,0.05903899184085905,-5.714054971934863e-18,-0.12328185361426208,2487
2023-08-14 04:00:00,-0.06187502108893323,-0.020115886130580154,-2.140188963132832e-17,-0.04175913495835308,2490
2023-08-21 04:00:00,0.08660582440912742,-0.12208023869408326,8.567637489068733e-18,0.2086860631032107,2488
2023-08-28 04:00:00,0.21198709391789805,-0.14859227767052594,0.0,0.360579371588424,2490
2023-09-05 04:00:00,-0.1874181986829376,0.075709330634594,-5.704879452108392e-18,-0.2631275293175316,2491
