rebalance_date,ticker,prediction,target,weight
2020-12-29,AIV,0.16388124,-0.01810865191146882,0.1
2020-12-29,AMC,0.1408237,-0.048034934497816484,0.1
2020-12-29,MESO,0.121396124,0.17906976744186065,0.1
2020-12-29,ABCL,0.11172289,0.12512820512820522,0.1
2020-12-29,NEXT,0.10850048,0.05769230769230771,0.1
2020-12-29,HDSN,0.10688348,0.05454545454545445,0.1
2020-12-29,DASH,0.10582738,0.4015714589084731,0.1
2020-12-29,ITIC,0.10274498,-0.040439052570768186,0.1
2020-12-29,RZLT,0.10272253,0.03863987635239563,0.1
2020-12-29,ED,0.10267791,-0.016252119841718593,0.1
2021-01-13,NEXT,0.123622805,-0.00909090909090915,0.1
2021-01-13,SRPT,0.11598286,0.033363907360697054,0.1
2021-01-13,YALA,0.1021655,0.3657458563535909,0.1
2021-01-13,AMC,0.10202003,2.958715596330275,0.1
2021-01-13,GNW,0.10193179,-0.07987220447284349,0.1
2021-01-13,BB,0.096029505,0.9690860215053763,0.1
2021-01-13,AIV,0.092388295,-0.032786885245901676,0.1
2021-01-13,THS,0.09138185,0.10695606694560666,0.1
2021-01-13,SMP,0.090798624,-0.07015065913370988,0.1
2021-01-13,GLPG,0.0900843,0.06357576360561135,0.1
2021-01-28,AMC,0.3810689,-0.3499420625724218,0.1
2021-01-28,GME,0.29118824,-0.7360537190082644,0.1
2021-01-28,PBI,0.22801429,-0.02481121898597627,0.1
2021-01-28,VIR,0.21929038,0.2254384471309383,0.1
2021-01-28,FUBO,0.21709928,0.10138017565872026,0.1
2021-01-28,ARCT,0.20652156,0.20296273671350007,0.1
2021-01-28,BBW,0.2037056,0.2568627450980394,0.1
2021-01-28,QS,0.1988564,-0.012949956101843796,0.1
2021-01-28,BTBT,0.19604646,0.25127942681678617,0.1
2021-01-28,CVAC,0.19419833,0.35549509050041395,0.1
2021-02-11,QS,0.22313695,0.2214809873248833,0.1
2021-02-11,IMVT,0.18602984,-0.3282247765006385,0.1
2021-02-11,IRTC,0.18572439,-0.08402595923943978,0.1
2021-02-11,EDIT,0.18377118,-0.23281441315375195,0.1
2021-02-11,PNRG,0.18072376,-0.004255319148936176,0.1
2021-02-11,CDE,0.17669691,-0.0044198895027625085,0.1
2021-02-11,FUBO,0.17403916,-0.19571656413761684,0.1
2021-02-11,MESO,0.17095335,-0.15433789954337895,0.1
2021-02-11,EOSE,0.16910245,-0.18978658536585358,0.1
2021-02-11,TARS,0.1681477,-0.013873775843307845,0.1
2021-02-26,GSAT,0.21413447,-0.09039548022598876,0.1
2021-02-26,VIR,0.20263618,-0.15663420086220659,0.1
2021-02-26,GME,0.20221612,1.599764104580303,0.1
2021-02-26,BB,0.20097806,0.17910447761194015,0.1
2021-02-26,SI,0.19806471,0.08646911257447476,0.1
2021-02-26,MFH,0.19750038,0.08016304347826075,0.1
2021-02-26,CLNE,0.19566223,0.14033742331288335,0.1
2021-02-26,IMVT,0.1951434,0.07667934093789608,0.1
2021-02-26,IMNM,0.19504163,-0.2622536634663971,0.1
2021-02-26,MSTR,0.19424868,0.04476219666582271,0.1
2021-03-12,SSYS,0.13783924,-0.12949894142554685,0.1
2021-03-12,CRMD,0.13682044,-0.08163265306122447,0.1
2021-03-12,IMVT,0.13452181,-0.07945850500294283,0.1
2021-03-12,IRTC,0.13172132,-0.033517573696145275,0.1
2021-03-12,MSTR,0.13005187,-0.20408163265306134,0.1
2021-03-12,PLTR,0.12959778,-0.161218424962853,0.1
2021-03-12,UAMY,0.1291486,-0.16417910447761186,0.1
2021-03-12,CAPR,0.1290529,-0.01737451737451734,0.1
2021-03-12,GEN,0.12786175,37.558944176921706,0.1
2021-03-12,SANA,0.123513944,0.009394233884029823,0.1
2021-03-26,FUBO,0.13946883,-0.024223034734917603,0.1
2021-03-26,ACAD,0.13195752,-0.2099767981438515,0.1
2021-03-26,CRMD,0.13034064,0.09590643274853794,0.1
2021-03-26,CLSK,0.1271331,-0.020922491678554533,0.1
2021-03-26,CMPS,0.121775225,0.09899280575539571,0.1
2021-03-26,PLMR,0.11898713,0.09051599884692996,0.1
2021-03-26,MNKD,0.11890015,0.1643454038997214,0.1
2021-03-26,RKT,0.1168229,-0.07277289836888323,0.1
2021-03-26,IOVA,0.11624576,0.02581095221485863,0.1
2021-03-26,MDB,0.11541048,0.144636339692215,0.1
2021-04-12,IRTC,0.19904333,0.028247884519661426,0.1
2021-04-12,SY,0.16769272,0.025974025974025983,0.1
2021-04-12,SLDB,0.16624773,0.069672131147541,0.1
2021-04-12,RLX,0.16404083,0.4637850467289717,0.1
2021-04-12,CLSK,0.16122437,0.06022340942204951,0.1
2021-04-12,DCTH,0.15402368,-0.07751937984496127,0.1
2021-04-12,SRRK,0.15290976,0.29454022988505746,0.1
2021-04-12,TME,0.14965087,0.0782029950083194,0.1
2021-04-12,ACAD,0.14617048,0.04503181595692607,0.1
2021-04-12,WVE,0.14196832,-0.012598425196850394,0.1
2021-04-26,IRTC,0.22086366,-0.05663802493041259,0.1
2021-04-26,ACAD,0.21563558,-0.015456674473067977,0.1
2021-04-26,HAE,0.18605019,-0.11565127599940994,0.1
2021-04-26,DCTH,0.17387244,-0.13781512605042023,0.1
2021-04-26,LFMD,0.1699419,-0.22094240837696333,0.1
2021-04-26,SRRK,0.16971408,-0.21503884572697007,0.1
2021-04-26,WVE,0.16074228,-0.03987240829346095,0.1
2021-04-26,CRMD,0.15915133,-0.051222351571594826,0.1
2021-04-26,IBRX,0.15589023,-0.08885383806519465,0.1
2021-04-26,BTBT,0.148439,-0.22304832713754652,0.1
2021-05-10,SNDX,0.14979146,0.13107416879795397,0.1
2021-05-10,PCT,0.146447,0.30007917656373717,0.1
2021-05-10,HAE,0.13317674,-0.07072560467055888,0.1
2021-05-10,SI,0.1272825,0.21614493750716668,0.1
2021-05-10,LFMD,0.12638548,0.5134408602150538,0.1
2021-05-10,EH,0.12456298,-0.028340080971659853,0.1
