date,open,high,low,close,volume
2023-01-11,55.14,55.95,55.04,55.94,1390286.0
2023-01-12,55.94,56.26,55.54,55.8,1151235.0
2023-01-13,55.76,55.76,55.13,55.51,899346.0
2023-01-17,55.61,56.15,54.8896,55.08,1414818.0
2023-01-18,55.08,55.11,53.68,53.71,1263113.0
2023-01-19,53.41,53.9,53.19,53.21,1065563.0
2023-01-20,53.11,53.93,52.41,53.89,1311227.0
2023-01-23,53.12,54.3,52.99,53.88,1177309.0
2023-01-24,54.04,54.51,53.23,54.33,938810.0
2023-01-25,54.08,54.55,53.68,54.41,1265273.0
2023-01-26,54.22,54.57,54.02,54.45,871303.0
2023-01-27,54.3,54.75,54.01,54.42,1421525.0
2023-01-30,53.83,54.31,53.5201,53.65,1327954.0
2023-01-31,53.82,54.1,52.72,54.03,1715241.0
2023-02-01,53.79,55.09,53.375,54.74,2176448.0
2023-02-02,54.69,55.55,54.26,54.76,1532267.0
2023-02-03,54.33,54.61,52.34,53.34,1745458.0
2023-02-06,53.12,53.97,53.02,53.93,1231977.0
2023-02-07,53.76,53.77,52.77,53.54,1203866.0
2023-02-08,53.11,53.27,52.4,52.62,1078722.0
2023-02-09,52.7,52.99,51.905,52.06,973332.0
2023-02-10,52.21,53.32,52.13,53.23,1155650.0
2023-02-13,53.4,53.95,53.2,53.79,1418469.0
2023-02-14,53.75,54.0,53.22,53.29,1242736.0
2023-02-15,53.03,53.47,52.76,53.44,1108699.0
2023-02-16,52.84,53.57,52.41,53.14,1170582.0
2023-02-17,53.37,54.36,53.12,53.97,1111595.0
2023-02-21,53.9,53.98,53.2,53.34,1184286.0
2023-02-22,53.07,53.9,53.07,53.26,1366205.0
2023-02-23,53.09,53.33,52.64,52.99,1149977.0
2023-02-24,51.79,53.0,51.35,52.72,1562129.0
2023-02-27,50.82,52.765,50.82,51.46,3565127.0
2023-02-28,51.31,52.07,50.76,51.27,4235542.0
2023-03-01,51.14,51.14,49.66,50.25,2108723.0
2023-03-02,50.16,51.6,50.0325,51.59,1994932.0
2023-03-03,51.67,52.105,50.95,52.07,1910034.0
2023-03-06,51.93,52.21,51.79,51.96,1377167.0
2023-03-07,51.95,52.27,50.81,50.99,1178726.0
2023-03-08,51.04,51.74,50.92,51.57,1490611.0
2023-03-09,51.74,52.49,51.2,51.26,1393463.0
2023-03-10,51.28,51.49,49.99,50.19,1126085.0
2023-03-13,49.78,52.6,49.78,51.48,2172049.0
2023-03-14,51.79,52.46,51.41,52.06,2276576.0
2023-03-15,52.09,53.57,51.7,53.1,2710876.0
2023-03-16,52.9,54.01,52.8,53.49,2090801.0
2023-03-17,53.0,53.51,52.66,53.17,4035867.0
2023-03-20,53.27,53.92,53.12,53.76,1720928.0
2023-03-21,53.8,53.88,51.25,52.01,1923946.0
2023-03-22,51.82,52.0,50.63,50.65,2038514.0
2023-03-23,50.43,51.11,49.845,50.04,1437994.0
2023-03-24,50.08,51.85,49.94,51.83,1406450.0
2023-03-27,52.24,52.48,51.2,51.32,1883390.0
2023-03-28,51.41,52.49,51.335,51.97,1627924.0
2023-03-29,52.21,52.9,52.12,52.82,1318858.0
2023-03-30,53.08,53.32,52.77,52.91,1203471.0
2023-03-31,53.08,53.63,52.79,53.4,1495441.0
2023-04-03,53.17,53.21,52.5,52.72,2133237.0
2023-04-04,52.66,53.21,52.48,52.94,1973837.0
2023-04-05,53.15,54.905,53.15,54.82,1606479.0
2023-04-06,55.18,55.375,54.52,55.05,1518051.0
2023-04-10,54.76,54.95,54.13,54.92,1083455.0
2023-04-11,54.92,55.295,54.79,55.06,925845.0
2023-04-12,55.34,55.54,54.6425,54.74,1218582.0
2023-04-13,54.53,54.89,53.6,54.79,1410829.0
2023-04-14,54.29,54.465,53.73,54.36,1615774.0
2023-04-17,54.58,54.99,54.135,54.72,1035780.0
2023-04-18,54.59,54.93,54.14,54.34,1170157.0
2023-04-19,54.95,55.595,54.81,55.29,1917274.0
2023-04-20,55.35,55.56,54.77,55.03,1501486.0
2023-04-21,55.33,55.69,55.005,55.29,1111999.0
2023-04-24,55.21,55.66,54.89,55.54,1067725.0
2023-04-25,55.35,55.95,55.35,55.75,935773.0
2023-04-26,55.36,55.78,54.62,54.7,1067834.0
2023-04-27,54.35,55.115,54.19,55.1,1305694.0
2023-04-28,55.03,55.315,54.69,55.14,1621607.0
2023-05-01,54.98,55.83,54.87,55.29,2086213.0
2023-05-02,55.04,55.245,54.2225,54.54,1217041.0
2023-05-03,54.87,55.35,54.23,54.43,1136397.0
2023-05-04,54.38,55.305,53.77,54.8,1725418.0
2023-05-05,53.77,55.11,53.77,55.11,1649664.0
2023-05-08,54.94,55.3,54.59,54.76,923873.0
2023-05-09,54.44,54.975,54.175,54.4,1365389.0
2023-05-10,54.54,55.27,54.31,55.16,1474285.0
2023-05-11,54.95,55.35,54.3926,54.6,936287.0
2023-05-12,54.86,55.37,54.6615,55.03,1087458.0
2023-05-15,55.18,55.2,53.8,54.0,1146940.0
2023-05-16,53.96,54.055,53.225,53.27,1282214.0
2023-05-17,53.24,53.35,52.45,52.76,1045535.0
2023-05-18,52.35,52.735,52.03,52.64,1077079.0
2023-05-19,52.92,53.39,52.51,52.61,1718980.0
2023-05-22,52.86,53.04,52.27,52.59,1010874.0
2023-05-23,52.45,53.06,52.355,52.44,1254862.0
2023-05-24,52.23,52.62,51.9,51.95,1317992.0
2023-05-25,51.9,51.93,50.77,51.06,1113378.0
2023-05-26,50.9,51.07,50.45,50.97,1078908.0
2023-05-30,51.19,51.57,50.95,51.01,1768231.0
2023-05-31,51.16,51.81,50.86,51.46,1665077.0
2023-06-01,51.7,51.73,50.275,50.91,2800763.0
2023-06-02,50.69,52.235,50.51,51.98,2683833.0
2023-06-05,52.03,52.865,51.965,52.28,1802492.0
2023-06-06,52.54,52.87,52.07,52.31,1968285.0
2023-06-07,52.49,53.63,52.09,53.4,1880574.0
2023-06-08,53.51,53.595,52.89,53.47,1435209.0
2023-06-09,53.52,53.52,53.13,53.23,909765.0
2023-06-12,53.34,53.49,52.85,53.26,834660.0
2023-06-13,52.95,53.25,52.7,53.08,1015419.0
2023-06-14,53.27,53.885,53.02,53.13,1035587.0
2023-06-15,53.46,53.88,53.3,53.75,991541.0
2023-06-16,53.9,54.37,53.68,53.74,2354400.0
2023-06-20,53.7,53.805,52.89,52.96,1197568.0
2023-06-21,52.77,53.38,52.02,53.27,1000439.0
2023-06-22,53.34,53.5,52.58,52.73,1067991.0
2023-06-23,52.95,53.0399,51.66,51.83,1528252.0
2023-06-26,52.8,53.23,52.18,52.97,1955353.0
2023-06-27,52.92,53.19,52.78,52.82,1101209.0
2023-06-28,52.67,52.67,51.575,51.8,1547331.0
2023-06-29,51.29,52.07,51.07,51.79,1114351.0
2023-06-30,51.93,52.57,51.72,52.48,1323099.0
2023-07-03,52.43,53.16,52.24,53.08,803045.0
2023-07-05,52.97,53.925,52.74,53.58,1492859.0
2023-07-06,53.19,53.48,52.63,53.31,1479940.0
2023-07-07,52.95,53.07,52.46,52.63,1437717.0
2023-07-10,52.67,52.67,51.62,52.04,1587340.0
2023-07-11,52.38,52.98,52.16,52.95,1236929.0
2023-07-12,53.08,54.07,53.05,53.85,1356772.0
2023-07-13,53.79,54.32,53.7,54.28,1085978.0
2023-07-14,54.2,54.41,53.71,54.16,886733.0
2023-07-17,54.06,54.17,53.27,53.3,1177503.0
2023-07-18,53.54,53.8,52.3,53.005,1364460.0
2023-07-19,53.32,54.055,53.22,53.71,1182939.0
