date,open,high,low,close,volume
2023-01-11,67.06,67.4267,66.2867,67.3733,3378493.5
2023-01-12,66.98,67.9333,66.8467,67.5933,2907588.0
2023-01-13,67.2533,68.52,67.04,68.4467,2554269.0
2023-01-17,68.6667,68.8533,67.6867,67.74,3225859.5
2023-01-18,68.0333,68.3667,66.4133,66.4933,3540525.0
2023-01-19,66.3467,66.3467,64.78,65.34,3144106.5
2023-01-20,65.24,66.3067,64.8933,66.1267,3327525.0
2023-01-23,66.54,68.7067,66.04,68.1667,5964363.0
2023-01-24,70.0,74.2933,69.0,74.0533,11576715.0
2023-01-25,73.8667,74.21,72.8733,73.8733,4023441.0
2023-01-26,74.6,75.26,73.72,74.82,4010037.0
2023-01-27,74.6667,74.8267,72.6333,73.7533,4204738.5
2023-01-30,73.5933,74.04,72.4,72.52,3973876.5
2023-01-31,72.8533,73.1,72.1333,72.8733,4150026.0
2023-02-01,72.3867,74.7267,71.8433,74.24,3873651.0
2023-02-02,74.2067,74.66,73.2133,74.4067,2944863.0
2023-02-03,73.9,74.2467,73.32,73.4533,2423133.0
2023-02-06,73.3133,73.8699,73.06,73.6267,3402363.0
2023-02-07,73.4067,73.8767,72.3133,73.5267,3047485.5
2023-02-08,73.5,73.8,71.91,71.95,3029850.0
2023-02-09,73.39,74.48,72.67,73.01,4412588.0
2023-02-10,73.52,73.69,72.44,72.99,2291482.0
2023-02-13,72.62,73.3,72.19,73.0,1885856.0
2023-02-14,72.91,74.01,72.15,73.2,2679664.0
2023-02-15,73.19,75.005,73.01,74.91,2850766.0
2023-02-16,74.34,75.37,72.32,74.87,2142417.0
2023-02-17,75.06,76.12,74.98,75.69,2597225.0
2023-02-21,75.36,75.63,73.56,73.86,2725573.0
2023-02-22,74.23,74.98,72.86,73.1,2383236.0
2023-02-23,73.58,73.91,73.22,73.44,2002958.0
2023-02-24,72.3,72.73,71.75,72.3,2483957.0
2023-02-27,72.79,72.79,71.285,72.11,2717023.0
2023-02-28,72.17,72.49,71.735,72.2,3346384.0
2023-03-01,71.97,73.12,71.82,73.05,3957647.0
2023-03-02,72.89,74.98,72.63,74.79,3231405.0
2023-03-03,75.0,76.35,74.41,76.19,3803864.0
2023-03-06,76.19,76.63,76.01,76.28,5566406.0
2023-03-07,76.235,76.715,75.67,75.79,3719040.0
2023-03-08,76.19,76.47,75.455,75.96,2072637.0
2023-03-09,76.25,76.499,74.24,74.31,2511537.0
2023-03-10,74.6,74.7,72.13,72.32,3040782.0
2023-03-13,71.495,72.73,71.06,71.42,3350953.0
2023-03-14,71.87,73.33,71.785,72.55,2957311.0
2023-03-15,71.67,71.71,69.59,70.69,4642830.0
2023-03-16,70.11,71.06,69.36,70.85,3962882.0
2023-03-17,70.25,70.35,68.22,68.69,5872202.0
2023-03-20,69.68,70.44,69.24,70.35,3081980.0
2023-03-21,71.11,71.71,70.95,71.44,3115833.0
2023-03-22,71.34,71.85,70.3,70.34,2436810.0
2023-03-23,70.23,71.72,69.42,69.81,3138779.0
2023-03-24,69.26,69.92,68.29,69.9,2487880.0
2023-03-27,70.52,71.15,69.94,70.94,2439755.0
2023-03-28,70.94,71.9,70.89,71.84,1797575.0
2023-03-29,72.58,72.71,71.945,72.35,2227094.0
2023-03-30,72.9,73.04,71.99,72.21,1858671.0
2023-03-31,72.16,73.32,72.02,73.2,3008842.0
2023-04-03,73.27,73.965,72.415,73.04,2379257.0
2023-04-04,73.02,73.16,70.561,70.8,2356015.0
2023-04-05,70.35,70.46,67.48,68.48,4036383.0
2023-04-06,68.6,69.23,67.995,68.49,2487628.0
2023-04-10,68.29,69.7,68.1,69.68,1790751.0
2023-04-11,69.94,71.59,69.86,71.035,3161901.0
2023-04-12,71.68,72.65,71.68,72.11,2555869.0
2023-04-13,72.11,72.49,70.79,71.59,2466110.0
2023-04-14,71.66,72.83,71.65,72.72,2346961.0
2023-04-17,72.8,73.57,72.7708,73.26,2670662.0
2023-04-18,73.63,74.05,72.92,73.08,2592695.0
2023-04-19,73.05,73.29,72.13,72.91,2182902.0
2023-04-20,72.38,73.32,72.185,72.58,4514107.0
