date,open,high,low,close,volume
2023-01-11,60.9,61.89,60.9,61.88,2006948.0
2023-01-12,60.32,60.87,59.87,60.49,2693545.0
2023-01-13,60.68,61.246,60.68,60.92,1219503.0
2023-01-17,61.08,61.5476,60.95,61.07,1689029.0
2023-01-18,61.31,61.38,59.28,59.29,1669997.0
2023-01-19,59.16,59.66,59.13,59.33,1383366.0
2023-01-20,59.53,59.8,59.16,59.8,1216607.0
2023-01-23,59.67,59.705,59.0175,59.3,1613048.0
2023-01-24,59.12,59.61,58.895,59.44,1459201.0
2023-01-25,59.47,60.32,59.31,60.31,1165745.0
2023-01-26,59.67,59.73,59.225,59.66,787252.0
2023-01-27,58.35,58.79,58.33,58.65,964081.0
2023-01-30,58.86,59.38,58.62,58.74,1477452.0
2023-01-31,59.79,60.3,59.48,60.29,1520483.0
2023-02-01,60.66,60.7,59.36,60.27,3548618.0
2023-02-02,60.08,60.23,59.725,59.87,2386278.0
2023-02-03,59.51,59.6,58.74,59.19,2037982.0
2023-02-06,58.73,58.89,58.51,58.73,980558.0
2023-02-07,58.03,58.59,57.79,58.42,1239682.0
2023-02-08,58.4,58.495,58.14,58.2,785503.0
2023-02-09,58.9,58.93,57.965,58.08,1163388.0
2023-02-10,57.98,58.22,57.83,58.05,1027919.0
2023-02-13,58.28,58.91,58.19,58.87,822184.0
2023-02-14,58.95,59.2,58.57,58.82,986944.0
2023-02-15,59.01,59.42,58.82,59.4,972865.0
2023-02-16,58.9,59.17,58.59,58.88,1162900.0
2023-02-17,58.24,58.97,58.24,58.82,816066.0
2023-02-21,59.28,59.4,58.875,59.1,988385.0
2023-02-22,59.98,60.19,59.86,60.05,1331201.0
2023-02-23,60.71,60.85,60.3,60.79,1005513.0
2023-02-24,60.13,60.33,59.79,60.32,887639.0
2023-02-27,60.75,60.85,60.52,60.72,1053937.0
2023-02-28,60.88,61.21,60.6,60.7,1343001.0
2023-03-01,61.2,61.25,60.03,60.25,1995970.0
2023-03-02,60.33,61.09,59.93,61.09,1759664.0
2023-03-03,61.03,62.1,60.795,62.08,2413721.0
2023-03-06,61.26,61.42,60.93,61.09,1669661.0
2023-03-07,60.84,60.89,59.73,59.78,2061196.0
2023-03-08,59.95,60.22,59.79,60.0,2040485.0
2023-03-09,60.99,61.5,60.25,60.29,2582309.0
2023-03-10,61.63,61.66,60.0,60.26,2469910.0
2023-03-13,59.55,60.18,59.43,59.48,1997154.0
2023-03-14,60.64,60.97,60.34,60.81,1698704.0
2023-03-15,58.31,59.5025,58.26,59.42,1947117.0
2023-03-16,59.89,60.84,59.7,60.81,1475592.0
2023-03-17,59.43,60.21,59.36,59.91,1566451.0
2023-03-20,59.93,60.61,59.92,60.42,1179136.0
2023-03-21,61.6,61.68,61.13,61.3,1750346.0
2023-03-22,62.16,62.53,61.61,61.65,1559031.0
2023-03-23,61.99,62.34,61.55,61.85,1307681.0
2023-03-24,61.44,62.245,61.33,62.18,1474954.0
2023-03-27,62.57,63.015,62.57,62.97,1122145.0
2023-03-28,62.73,63.56,62.655,63.47,1643357.0
2023-03-29,64.64,65.31,64.348,65.3,1927826.0
2023-03-30,66.12,66.42,65.92,66.39,1605757.0
2023-03-31,66.99,67.09,66.39,66.73,1393854.0
2023-04-03,66.52,66.805,66.29,66.57,1200234.0
2023-04-04,66.78,67.01,66.23,66.53,2090827.0
2023-04-05,66.91,67.005,66.455,66.5,1751755.0
2023-04-06,66.31,66.76,66.265,66.34,2061867.0
2023-04-10,64.99,65.09,64.03,64.96,3867196.0
