date,ticker,sentiment_score
2024-09-26,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.2406296905579962
2024-09-26,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",1.3050978533024333
2024-09-26,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-0.9214462274410262
2024-09-26,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-0.6242813164194033
2024-09-27,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",-0.522547591538318
2024-09-27,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-0.9696520120033584
2024-09-27,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",0.16585707407002745
2024-09-27,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",1.3263425294716489
2024-09-28,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",-1.0588237711746136
2024-09-28,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.13046512388880233
2024-09-28,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",0.9283586472858114
2024-09-29,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",1.0955025094861055
2024-09-29,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-0.10524628824902056
2024-09-29,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",0.31061700902039496
2024-09-29,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-1.30087323025748
2024-09-30,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",0.9446232227643573
2024-09-30,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-1.2303617357979766
2024-09-30,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",0.6687267594351924
2024-09-30,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-0.38298824640157303
2024-10-01,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.7070913963907077
2024-10-01,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-0.7070913963907077
2024-10-02,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",0.3121671453174353
2024-10-02,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-1.4848259470260552
2024-10-02,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",0.5147173502499772
2024-10-02,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",0.6579414514586425
2024-10-03,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",0.7071047118248864
2024-10-03,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-0.7071047118248864
2024-10-04,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",0.09704498238145196
2024-10-04,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.9479344770688161
2024-10-04,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-1.0449794594502677
2024-10-05,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",-0.14038923424369876
2024-10-05,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-0.9223839715296804
2024-10-05,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",1.0627732057733792
2024-10-06,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",0.7071044457294777
2024-10-06,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-0.7071044457294777
2024-10-07,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",-1.2508112512666438
2024-10-07,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-0.36269995089690227
2024-10-07,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",0.7737875323341912
2024-10-07,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",0.839723669829355
2024-10-08,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.7070992274040677
2024-10-08,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-0.7070992274040677
2024-10-09,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",0.7147197067836765
2024-10-09,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-1.1427748766077235
2024-10-09,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",0.4280551698240473
2024-10-10,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.7070979930071436
2024-10-10,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-0.7070979930071436
2024-10-11,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",0.9795917708493636
2024-10-11,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",0.8532898230195811
2024-10-11,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",-0.00593978798289108
2024-10-11,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-0.3462992017289444
2024-10-11,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-1.4806426041571092
2024-10-12,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",-0.17989752154620103
2024-10-12,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-1.2849140177847405
2024-10-12,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",0.383281790039965
2024-10-12,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",1.0815297492909766
2024-10-13,"""A"", ""AA"", ""AAL"", ""AAMI"", ""AAOI"", ""AAON"", ""AAP"", ""AAPL"", ""AB"", ""ABAT"", ""ABBV"", ""ABCB"", ""ABCL"",",1.3575123255552486
2024-10-13,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",-0.2602219907503548
2024-10-13,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-1.0423078391205738
2024-10-13,"""AEE"", ""AEG"", ""AEHR"", ""AEIS"", ""AEM"", ""AEO"", ""AEP"", ""AER"", ""AES"", ""AESI"", ""AEVA"", ""AFG"", ""AFL"",",-0.054982495684319684
2024-10-14,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",0.7071041274754499
2024-10-14,"""ADC"", ""ADEA"", ""ADI"", ""ADM"", ""ADMA"", ""ADNT"", ""ADP"", ""ADPT"", ""ADSK"", ""ADT"", ""ADTN"", ""ADUS"", ""AEBI"",",-0.7071041274754499
2024-10-15,"""ABEO"", ""ABEV"", ""ABG"", ""ABM"", ""ABNB"", ""ABSI"", ""ABT"", ""ABVX"", ""ACA"", ""ACAD"", ""ACB"", ""ACDC"", ""ACEL"",",-0.9701062018420186
2024-10-15,"""ACGL"", ""ACHC"", ""ACHR"", ""ACI"", ""ACIW"", ""ACLS"", ""ACLX"", ""ACM"", ""ACMR"", ""ACN"", ""ACT"", ""ACVA"", ""ADBE"",",-0.7455966045345614
