date,top_return,bottom_return,all_return,long_short,n_stocks,top_n,bottom_n,quantile
2020-11-30,0.020581296502746465,0.015131599563481054,0.04774035730603318,0.005449696939265411,2097,30,30,
2020-12-14,0.11252674238577472,0.06004528588580742,0.021716049112530333,0.0524814564999673,2107,30,30,
2020-12-29,0.16048432823332207,0.21542584139068915,0.07282859208037026,-0.05494151315736709,2111,30,30,
2021-01-13,0.03306941268501128,0.02560446203939465,-0.004845604666398692,0.0074649506456166345,2112,30,30,
2021-01-28,0.16825267959800894,0.23443675011571213,0.08535453290234564,-0.0661840705177032,2125,30,30,
2021-02-11,-0.10686579901865596,-0.05227587652382634,-0.017756362018846013,-0.05458992249482962,2133,30,30,
2021-02-26,0.08080980410085174,0.11025274705097114,0.06303106666989544,-0.0294429429501194,2134,30,30,
2021-03-12,0.009104737184813165,-0.1380206913037761,-0.015607853011688032,0.14712542848858925,2147,30,30,
2021-03-26,0.026863509944777774,-0.027616918972332417,0.013793421507256843,0.05448042891711019,2156,30,30,
2021-04-12,-0.0019139813078666117,0.06359652915558614,0.02727832967143375,-0.06551051046345276,2163,30,30,
2021-04-26,0.05668764848132241,-0.14243030240398305,-0.01276295793241774,0.19911795088530546,2174,30,30,
2021-05-10,0.01364023436208891,0.07811284544609114,0.010004973953012928,-0.06447261108400222,2186,30,30,
2021-05-24,0.024071964192094533,0.3144428986047629,0.04317966604475142,-0.29037093441266837,2193,30,30,
2021-06-08,-0.04430097700887058,-0.030635833448106154,-0.017665081027700515,-0.013665143560764429,2204,30,30,
2021-06-22,-0.0232490929717137,-0.07403330854838244,-0.008229253635062805,0.05078421557666874,2221,30,30,
2021-07-07,-0.003354577375577546,-0.043553516287907684,-0.008695425022615747,0.04019893891233014,2242,30,30,
2021-07-21,-0.0023772409313930765,-0.015905211977505218,-0.00721963853988743,0.013527971046112142,2255,30,30,
2021-08-04,-0.051948297268129835,-0.022989254145308887,-0.011880137382550745,-0.028959043122820948,2276,30,30,
2021-08-18,0.06356285030266323,0.1099641342258489,0.0557199404280077,-0.04640128392318567,2279,30,30,
2021-09-01,-0.03135594026622813,-0.053496756567602624,-0.01772189083467014,0.022140816301374495,2285,30,30,
2021-09-16,0.017704403899497893,-0.028272224161088804,-0.016647251105887394,0.045976628060586694,2296,30,30,
2021-09-30,0.03941662387582084,-0.005889669752201469,0.03688046553915901,0.045306293628022305,2307,30,30,
2021-10-14,0.00035638557527059025,-0.02268141329338776,0.012510126557120572,0.02303779886865835,2319,30,30,
2021-10-28,0.050543624199912325,0.038173068389450664,0.037667099693097464,0.012370555810461661,2330,30,30,
2021-11-11,-0.07392804747063991,-0.07877667769292325,-0.05829349005537298,0.004848630222283337,2344,30,30,
2021-11-26,-0.013741701968306652,-0.0702208407959071,-0.009267959700630076,0.056479138827600445,2347,30,30,
2021-12-10,0.03449034535843988,-0.027365345386684156,0.017053156994888383,0.06185569074512404,2356,30,30,
2021-12-27,-0.004789576091937453,-0.11460835192056207,-0.029563449701998958,0.10981877582862462,2360,30,30,
2022-01-10,-0.06933941756187766,-0.15460412580453356,-0.07013418349507688,0.0852647082426559,2368,30,30,
2022-01-25,0.0360963253829539,0.07625845479167674,0.03794765651369556,-0.04016212940872284,2371,30,30,
2022-02-08,0.0077430241840443,-0.066781427355499,-0.04985719780292013,0.07452445153954329,2373,30,30,
2022-02-23,0.04066954379829417,0.01209546007802285,0.02810111889028153,0.028574083720271322,2378,30,30,
2022-03-09,0.0004366357305567707,0.0938197009354861,0.029071068327481343,-0.09338306520492932,2378,30,30,
2022-03-23,0.01189399967450147,-0.05227542962869326,-0.012142220488072735,0.06416942930319473,2380,30,30,
2022-04-06,-0.006402470644189458,-0.18879794590621984,-0.02036976500347767,0.1823954752620304,2388,30,30,
2022-04-21,-0.06575817101758483,-0.06994967129421441,-0.05822612542069288,0.004191500276629581,2388,30,30,
2022-05-05,-0.03996685259240491,-0.048539558337794574,-0.049060152215623105,0.008572705745389667,2387,30,30,
2022-05-19,0.06261125457899795,0.05650312680478272,0.05285180379329319,0.0061081277742152315,2393,30,30,
2022-06-03,-0.11005868013830804,-0.120038620789069,-0.1098509769895483,0.009979940650760966,2395,30,30,
2022-06-17,0.03730507117185044,0.0918804952088018,0.039525948487850994,-0.05457542403695136,2398,30,30,
2022-07-05,0.0019009665612718663,0.10069400915695731,0.035916615967706525,-0.09879304259568544,2404,30,30,
2022-07-19,0.05921967383615345,-0.0031166169165373183,0.04619082972757082,0.06233629075269077,2405,30,30,
2022-08-02,0.09093394569287408,0.19248468639278696,0.07351540042443229,-0.10155074069991288,2407,30,30,
2022-08-16,-0.08501806356106162,-0.17671248478702067,-0.07966672145449055,0.09169442122595906,2409,30,30,
2022-08-30,-0.004945491078848337,0.04342871891342161,-0.004199756872198172,-0.04837420999226995,2412,30,30,
2022-09-14,-0.06069558688894226,-0.09550726715003204,-0.07666288485079203,0.03481168026108977,2415,30,30,
2022-09-28,-0.018821427335787993,-0.05164607895222093,-0.023338648771994788,0.03282465161643294,2418,30,30,
2022-10-12,0.062136729387366155,-0.01500106362290307,0.0657668636490402,0.07713779301026923,2424,30,30,
2022-10-26,-0.01040765486705122,-0.11023885092519771,-0.01793591540013742,0.09983119605814648,2426,30,30,
2022-11-09,0.0914216315398483,0.07012376480666198,0.07145820350111837,0.021297866733186316,2433,30,30,
2022-11-23,-0.010900509239091504,0.06199505882036985,-0.011573265324826606,-0.07289556805946135,2441,30,30,
2022-12-08,-0.04145582637214305,-0.11847816818380437,-0.029212760795692516,0.07702234181166132,2438,30,30,
2022-12-22,0.059908183144713543,0.15876589469624405,0.05952515468318271,-0.0988577115515305,2445,30,30,
2023-01-09,0.05125865024286799,0.1000503008754595,0.058087518544859267,-0.04879165063259151,2446,30,30,
2023-01-24,0.03924692018547833,0.19312350384571403,0.04641179079200898,-0.1538765836602357,2450,30,30,
2023-02-07,-0.028115449196250007,-0.13093329822924277,-0.039553579069251145,0.10281784903299276,2451,30,30,
2023-02-22,0.00435642521096307,-0.09605908178700648,-0.00788170306736017,0.10041550699796954,2457,30,30,
2023-03-08,-0.06526995854027702,-0.07280208863347065,-0.07114064295181378,0.007532130093193631,2459,30,30,
2023-03-22,0.021367297047787996,0.06638705415830796,0.0261465391117588,-0.04501975711051997,2458,30,30,
2023-04-05,0.007948854328955942,0.1384989272256588,0.020194286985503664,-0.13055007289670284,2459,30,30,
2023-04-20,-0.05796889760927034,-0.055391597782332234,-0.037806020709162634,-0.0025772998269381064,2458,30,30,
2023-05-04,0.009351645838231944,0.10181949614919825,0.047709937794189465,-0.0924678503109663,2465,30,30,
2023-05-18,-0.012323833933090163,0.0468319769524419,0.04241990622354999,-0.05915581088553207,2465,30,30,
2023-06-02,0.03611839604265021,0.11022332325061987,0.03640409512522873,-0.07410492720796966,2468,30,30,
2023-06-16,0.031352174930676484,0.05004961672139219,0.010186855478382027,-0.018697441790715703,2470,30,30,
2023-07-03,0.04914348104730922,0.10493344914236566,0.03906175680747413,-0.05578996809505644,2477,30,30,
2023-07-18,0.017886862657713446,0.024025741580727466,0.0115047035938388,-0.00613887892301402,2483,30,30,
2023-08-01,-0.08986662966308018,-0.1431728497945845,-0.04367041188327761,0.05330622013150432,2486,30,30,
2023-08-15,-0.008627630511918482,-0.02382541885731413,0.0030679934208013224,0.015197788345395648,2489,30,30,
2023-08-29,-0.01554568383559382,-0.016518430158607003,-0.02767652769244792,0.0009727463230131839,2491,30,30,
2023-09-13,-0.04669469328690516,-0.07074822879603054,-0.035313875259746635,0.02405353550912538,2490,30,30,
2023-09-27,0.00521223463036616,-0.06017476365008956,-0.0021674088199631373,0.06538699828045572,2500,30,30,
2023-10-11,-0.07346063515944597,-0.07962471550845475,-0.06406473369188752,0.0061640803490087825,2501,30,30,
2023-10-25,0.046767620121954005,0.09166467787455582,0.047455035587227044,-0.04489705775260181,2507,30,30,
2023-11-08,0.037527313200141466,0.12022116596931524,0.04740221297534522,-0.08269385276917378,2508,30,30,
2023-11-22,0.013825010003478078,0.1885849573660928,0.041686297383082264,-0.17475994736261471,2508,30,30,
2023-12-07,0.0676913231392815,0.10918304204889208,0.07016406633730998,-0.04149171890961058,2513,30,30,
2023-12-21,-0.0075872685169910675,0.09311515160672344,-0.0020321448272903166,-0.10070242012371451,2509,30,30,
2024-01-08,0.013590519944103648,0.013760672949655776,-0.006884299932443318,-0.00017015300555212748,2511,30,30,
2024-01-23,-0.000860285526470069,0.1209102809762949,-0.0003574882089825502,-0.12177056650276497,2514,30,30,
2024-02-06,0.057134497993532325,0.11059751421621561,0.022608062615314003,-0.053463016222683284,2521,30,30,
2024-02-21,0.022161732800774336,0.069177732584505,0.03542674363931442,-0.047015999783730666,2526,30,30,
2024-03-06,0.02616809711570849,0.002211535244458259,0.014937639020253824,0.02395656187125023,2528,30,30,
2024-03-20,0.008366250826542214,0.13143394801837424,-0.003906250701929126,-0.12306769719183203,2531,30,30,
2024-04-04,-0.06101550442441782,-0.14670346250780522,-0.05191779106215814,0.0856879580833874,2536,30,30,
2024-04-18,0.04504336175623944,0.12298295580262436,0.03843098441597789,-0.07793959404638492,2543,30,30,
2024-05-02,0.039868586233860435,0.09898660420218425,0.04461002102025336,-0.05911801796832381,2544,30,30,
2024-05-16,-0.004560679738899354,-0.02162597005758006,-0.011917351359333373,0.017065290318680707,2551,30,30,
2024-05-31,-0.013794553965040531,-0.03173701914961329,-0.029505497879147042,0.01794246518457276,2556,30,30,
2024-06-14,-0.008072454567889327,0.017499650232256754,0.004216912150497392,-0.02557210480014608,2561,30,30,
