date,n_stocks,top_1_10_return,top_11_20_return,top_21_30_return,top_31_40_return,top_41_50_return,top_51_60_return,top_61_70_return,top_71_80_return,top_81_90_return,top_91_100_return,top_101_110_return,top_111_120_return,top_121_130_return,top_131_140_return,top_141_150_return,bottom_1_10_return,bottom_11_20_return,bottom_21_30_return,bottom_31_40_return,bottom_41_50_return,bottom_51_60_return,bottom_61_70_return,bottom_71_80_return,bottom_81_90_return,bottom_91_100_return,bottom_101_110_return,bottom_111_120_return,bottom_121_130_return,bottom_131_140_return,bottom_141_150_return
2020-11-30,2097,0.038223805910625186,0.010931064669900547,0.06458447505957664,0.06436718400925087,-0.02668699407319982,0.036606831778921614,-0.019881794781373342,0.06848878450845408,0.008302577888440011,0.03862074636520456,-0.033773671457381506,0.016978981838293848,0.07041234059633641,0.036171427070189145,-0.009360314248055501,0.031099583340048233,0.09567487867018065,0.13578667581396794,0.057029109189921656,0.084472139957961,0.04166942130618757,0.09924463536279904,0.08927783354844698,0.041687127886590125,0.07264368058542259,0.034533841999581316,0.09311337698069232,0.07131639578214241,0.09748552486827428,0.7952330653307971
2020-12-14,2107,0.14524884337094987,0.08712816044516955,0.11096004770490944,0.04657043493777667,0.06627515177314428,0.0733809446992621,0.06961363884095623,-0.013738537575476717,0.015848594389205863,0.11361224555185734,0.09813758435634287,0.013412907043616307,-0.011364671445340379,0.0007178995708407631,0.059625214300593185,0.047539801891122155,0.07393761505414988,0.07548539166639964,0.01733019769548185,0.0179438413781008,0.014248438716646683,0.008840773836609372,0.03043434103487528,0.025710803532297277,0.009635602921605136,0.02575107660070065,0.04882248631213206,0.026616930160718266,0.032746964505623324,0.0010606570444134933
2020-12-29,2111,0.12275997723094825,0.17604486536689798,0.16502836002462695,0.22648018778735976,0.1778038859766907,0.21146585859835856,0.18105529225904735,0.1614728698024906,0.20807808581512943,0.13679440765087938,0.10388360424828166,0.15293967819665805,0.1939688333692925,0.11160224303894373,0.03753399895643925,0.2179721557523072,0.21064008286171054,0.08169314365598332,0.0006245695128919259,0.03312217179900556,0.026272860072972803,0.007811382115028231,0.038862602876750384,-0.004279092733748513,0.004469273391681949,0.0759286913441001,0.030681680278082747,0.07224176774696515,0.00701120119748877,0.02056882499276096
2021-01-13,2112,0.001832568239481891,0.046064789987540634,0.07282153723611365,0.10643536624187702,0.14484617711161146,0.08388425313531402,-0.023402022073206196,0.052004907809870216,0.023867495893585423,0.10478023832165481,-0.04288647710588332,0.034661503887974565,-0.058176869541399015,0.09169490356462132,0.027095796691988784,0.06504910878178986,-0.03432275874376676,-0.03296033702694932,0.012796240266799508,0.5050140621782822,-0.01277834301612577,0.014251451379444613,0.019120953505684945,-0.03531568294470318,-0.030580127457283147,-0.023980065570535725,0.019282182172845864,-0.013268202032140197,-0.0014537125499994418,-0.026435864812685016
2021-01-28,2125,0.1669815849043585,0.07816878798847507,0.32448306544266314,0.15271677153561522,0.09447324621124355,0.1596650031559058,0.12261028270167187,0.09455379795032828,0.13328170286199464,0.15011238294449,0.24684250564378085,0.09795518919128901,0.158832504992956,0.12482019886646127,0.09398217597890061,0.013568525703691858,0.1382165394960025,0.12260873128489838,0.2172001522595987,0.15426220732053386,0.06715096976505538,0.16345267640330646,0.03300447658402321,0.017577822986528914,0.07682447929138733,-0.0065030996718475785,0.059540633163461,0.021400114255401458,0.04906109601027401,0.04228462400255813
2021-02-11,2133,-0.02720314546525702,7.118971376253169e-05,0.04244711732930391,-0.09211640091153295,0.002002281272305351,-0.019200397602970532,-0.11172295162587767,0.021030094430130753,-0.04606763407275568,0.0036428224234198226,0.00964334820597581,0.02398514366176633,0.03382953501877537,-0.02861466420409614,-0.05011299878520233,-0.10829103060386389,0.05015081509786108,-0.19549044231601895,-0.06023831418486288,-0.08907869232853169,-0.023586163452410693,-0.030504358734527216,-0.05617081156823883,-0.0607577013133907,-0.03725735142339435,-0.015857164317071525,-0.054705840083836485,-0.007672577838001437,-0.027070045571557365,-0.016399633185790186
2021-02-26,2134,0.04595895204228699,0.0025032377399199944,0.05507861599228099,0.0996185993950002,0.11695853433177299,0.08161067600132978,0.07088427971449507,0.08522133560055542,0.06941327965197219,0.08507935067788479,0.10547611091670446,0.04384397064244962,0.03964238389916863,0.10287428936738918,0.001312160204195567,0.1066325615169967,0.05599399600501905,-0.004605699370354199,0.03361458334380144,0.032783903881501354,0.03933912726236412,0.14226413110689123,0.09681782050872288,0.026447281840527172,0.04846818834097112,0.211352929047336,0.024015995312341887,-0.010287018832557926,-0.025681524316908268,0.07789986984056471
2021-03-12,2147,-0.03976862816874569,-0.08626919329416108,3.669282440406028,-0.06164289687985771,-0.04350401673135203,0.043245096317741316,-0.05979126797059212,-0.011432239788021926,0.019631358997726923,-0.003014302441910188,-0.035055243659097325,-0.012981115411301647,-0.025438519884926923,-0.03840205343066738,-0.024342206368163876,-0.17215915315336855,-0.1951325257932973,-0.13757321721158083,-0.1390333125945276,-0.08831207879267806,-0.06825760393914442,-0.09426888287679712,-0.1197848782955897,-0.08411594830005993,-0.12182983894740192,-0.04662184390650994,-0.059164193392143995,-0.054043020102041206,-0.12111222933175751,-0.09839618485359522
2021-03-26,2156,-0.06771625559665778,0.007998100465299996,-0.015253308788727937,0.015908308089589575,-0.006674365923994752,0.015502335959617631,-0.007324246785324317,0.005398520620911151,0.015535331534248053,0.10214484921997453,0.010266842461344716,0.04120341380561928,0.02664811334291194,0.009437227415623205,0.020204064972166858,-0.02619555092578526,0.003976800376430822,-0.037355645986834475,-0.08690213900082616,-0.06062538957045029,-0.05653347686346098,-0.010642392534921696,0.004287154969376328,0.09477853376901561,-0.041575835505198486,0.055187982763963896,-0.024590008750181202,0.008211001129420836,0.00791051142548077,0.0027995173406845987
2021-04-12,2163,0.03940605219371057,0.0359484128726235,0.015671075792973055,0.051775525075327525,-0.008740626458911549,0.062462949407005044,0.03247993824423366,0.03335546727287937,0.04858523564028766,0.043051373784716795,0.024056883362474312,0.05318143731596144,0.07083194791723368,-0.002244610908067901,0.0016576137425506564,0.009045711877518481,0.04479558032127261,0.047400278181122815,0.04856020625895295,0.053214411051619295,-0.0005636880168754411,0.13747020936756787,0.059786653123572474,0.07057924386194492,0.0696508311993191,0.01756274502686006,0.02044941326546712,-0.016050846722068645,0.015640716790071407,0.012888417704743782
2021-04-26,2174,-0.10931333287986018,-0.04350080746962622,-0.01602997932981596,0.014854682855394074,0.017365449450408632,-0.027160747811915808,-0.014207402822270732,0.001985001094768235,0.028876362958246173,-0.015636403254398724,0.037590936041797286,-0.0032277194275185496,-0.0024233629845706096,0.06468306358058336,-0.024170792186011,-0.15605409751637384,-0.1573077598695002,-0.16105831999919124,-0.057336494304058516,-0.06616313616697,-0.12590345317427082,-0.05449965456799436,-0.14925550939562576,-0.07443242446703861,-0.049164189808617254,-0.04593922553819689,-0.012992098097006221,-0.07427125647192014,0.014837106498369968,0.0262583775721973
2021-05-10,2186,0.047150246768503365,0.029327554864293393,-0.004580143546988868,0.06972925537538308,0.05914085903057033,0.008350004187467475,0.06792189374992037,0.07412795183435926,0.026839137460065644,0.0682313447145533,0.016945147350171108,0.013367542172435909,0.028255533039574888,0.012405467501887679,0.05215570332715621,0.11401842560984773,0.1343614208265727,-0.0008989197657965798,0.03821500778433714,0.013799999865735147,0.03162290326759668,0.01406213504654934,0.026672090904362733,0.009438420178419105,-0.010223046551139037,0.025171903595138146,0.011655083078074247,0.02200801082982501,0.03551099641386576,-0.026516848254062798
2021-05-24,2193,0.20255927983007332,0.2460722773523826,0.0947359830712154,0.10273964027919733,0.0733575069810394,0.03989641409619025,0.07079568138459895,0.07849208495875235,0.10261827848305749,0.03678082967537377,0.012825674238064355,0.06555238918194492,0.0035174608319475166,0.05152062604656238,0.03673457668947803,0.42146202702355334,0.07215711132230554,0.14797352068329028,0.35245990977341046,0.011083647822959097,0.15490266607978115,0.14880958281572582,0.09782441542094614,0.10418211489796461,0.05601810694359958,0.04251261030162075,0.016081589155204457,0.08467589002372719,0.09491784978253406,0.023383941976887722
2021-06-08,2204,0.004090175933759266,-0.06198641802264103,0.03037486202680876,-0.044449640418088535,0.0036427226454276763,-0.05739419444787104,-0.007350279437608176,-0.005766680067603602,-0.03382534791860059,-0.049304976016660465,-0.04416343329694174,-0.040251209819459524,-0.027635014917246115,0.01565285032304997,-0.08695486290231219,-0.08256526757489022,-0.0024199537360960256,-0.029261398017652117,0.006321631001465699,-0.009900284573200791,0.039764112554978547,-0.04255059637616111,-0.005703912256629706,0.016627155529024662,-0.03529513960912887,-0.010531916243057738,-0.008457292204888578,-0.016380270594897363,0.03025144684467097,0.027109529967804157
2021-06-22,2221,-0.007990125712997509,-0.007334071744959236,-0.05361056959135555,-0.032199947006050646,0.0057485972009435945,-0.014020285370595664,-0.019169305618140887,-0.03170573714558559,-0.007201372907519932,-0.029253755790684854,0.004856538132089272,-0.004575061016169235,-0.029227436238240735,-0.003122254689037973,0.006314170238450189,-0.08191634077553998,-0.034604749326985186,-0.04274279602566646,-0.06723179488878664,-0.003945762469028469,-0.05224670467306952,-0.01774452116942089,-0.03629591184812249,-0.042637733319508875,-0.026089383555162837,-0.020443765137023274,-0.02556462366810728,-0.04656491002871769,-0.025183685755829143,0.008857240957588063
2021-07-07,2242,-0.0376793094240072,-0.03124791142579757,-0.0037861850940734466,-0.000645421960350745,-0.014111650130484588,0.02096347223500671,-0.015316025202857941,-0.019710598162692806,-0.0028142304220232783,-0.017113277849595876,-0.019270384745227565,-0.014775987154966853,-0.040868593705244184,-0.0005599782691730004,0.009623648166850508,-0.09256358071576491,-0.032512448789867664,-0.033770016588476615,-0.0423796522030991,-0.02538245326471661,-0.019364143130671363,0.2372973184148232,-0.02584848400290104,0.045756658947855834,-0.046035710279726125,-0.026633038924229448,0.010257451551549012,-0.03025676326084381,0.008085865933479819,-0.016103920293223595
2021-07-21,2255,-0.04405739272642556,-0.006123921423178647,-0.037893036188989496,-0.03757233649312767,-0.08427314195590674,0.025032847561486993,-0.03157694559758589,-0.03291300565120904,0.042433868730161674,-0.051861592238091815,-0.0013760316326586254,-0.03593193474086648,-0.09113946580173289,-0.004941246276137001,-0.02372657515093799,-0.20169162705736668,-0.14363135133755475,-0.06432484147460592,0.0774896580203518,-0.08720003248181815,0.05962816377400637,-0.031030198372994554,-0.07560559109870821,-0.0750175093895292,-0.03541402601591316,-0.06724459188121462,-0.012594525349449558,-0.037218220622473354,0.007975437044106793,0.017154428676803612
2021-08-04,2276,-0.0313630787187041,-0.09275813471957142,-0.018497747891437166,-0.04369383062616555,-0.01820643500330905,-0.015340767069029804,-0.01911905586451943,-0.009126236904040696,-0.02104021645092676,0.039702899573808216,-0.012299563132663227,-0.008984991581609625,-0.05951198090612662,-0.022478754704618388,-0.03813017643428142,-0.03634410185522362,-0.03301764190710525,-0.0355655491535498,-0.09385047107050767,-0.056469800017146465,-0.08381986028196789,-0.05398340599236726,-0.0778724813219969,-0.030051814008975518,-0.0036422869910138654,-0.08634093544925864,-0.054406707901843265,-0.05970301057958083,0.06969116838396387,-0.0481968403672197
2021-08-18,2279,0.07155233627994363,0.09195243341466453,0.1227544875676837,0.0927042110382148,0.14951811339889526,0.0801571685390281,0.10603743833566145,0.11575148000520082,0.10476690644497648,0.09684712826494746,0.0885338549484883,0.09256590866018807,0.10566730664591692,0.08670583671495886,0.054382633336550856,0.10397828211758049,0.028295811304642694,0.08452284136319253,0.15644997554663068,0.05818463932697203,0.19442516330071158,0.15363284868338015,0.024381416508760346,0.020967634655771672,0.12658550224934814,0.06521115147739905,0.03840697373643002,0.07097834262554961,0.07085472711951224,0.040476444609611126
2021-09-01,2285,-0.05911873615794311,-0.03427049070885509,0.0395265217339106,0.009125527080846662,-0.046247740156744245,0.004602632250805439,-0.03343714381546575,-0.0027390098161367616,0.004148306252967293,-0.03606918230653565,-0.05292732398096881,-0.05699300671951009,0.0020853456881647194,0.02589065208432604,-0.030620449489668255,-0.08126660863757221,-0.00813308486705916,-0.011287456507736448,-0.0566687123440382,-0.014210446465728799,-0.027195227902871922,-0.0252133423851726,-0.03324474394879173,-0.053118168537155695,-0.06238234406106021,-0.077884677306559,0.021109611310139054,0.052760900781187316,-0.006246854874488306,-0.0011827300966288923
2021-09-16,2296,-0.04147235436977983,0.013192669359377929,-0.0028703668055737874,0.014950359678226577,-0.004520932493542673,-0.032653364242098894,-0.023596011520535032,-0.05044899230522208,0.014447844164752099,0.0065772657121088264,-0.027721993148548472,-0.014799716487797343,-0.022720801138776624,0.06592865762520536,0.01831736600208069,-0.04637886381491646,-0.08158696115396215,-0.011560147503682205,-0.07326388301798499,-0.023780088554445144,-0.10711703029901212,-0.0538247677927603,-0.045192168453972545,-0.028441797340657205,-0.039987377717679254,-0.0076173186993619526,-0.051083240355620986,-0.009273776958852675,-0.07957755756260547,-0.0118753571958787
