date,top_return,bottom_return,all_return,long_short,n_stocks,top_n,bottom_n,quantile
2020-11-30,0.030936453522406517,0.36087819547853023,0.047740357306033175,-0.3299417419561237,2097,30,30,
2020-12-14,0.08471360588863247,0.0674605057697917,0.021716049112530333,0.017253100118840764,2107,30,30,
2020-12-29,0.056756906616315286,0.21594404314720572,0.07282859208037026,-0.15918713653089045,2111,30,30,
2021-01-13,0.004180733964787154,0.03999208532000458,-0.004845604666398692,-0.03581135135521743,2112,30,30,
2021-01-28,0.023027806760348164,0.22188046301534334,0.08535453290234564,-0.19885265625499518,2125,30,30,
2021-02-11,0.07097344411972982,-0.047082797755693,-0.01775636201884601,0.11805624187542282,2133,30,30,
2021-02-26,0.06069044369385612,0.10118213769292422,0.06303106666989544,-0.0404916939990681,2134,30,30,
2021-03-12,-0.002292341729133377,-0.0934085368626903,-0.015607853011688036,0.09111619513355691,2147,30,30,
2021-03-26,0.016203107455696975,0.007363058125007486,0.013793421507256843,0.008840049330689489,2156,30,30,
2021-04-12,0.028060006518469304,-0.003083275475682275,0.02727832967143375,0.03114328199415158,2163,30,30,
2021-04-26,-0.01208304698271277,-0.030258955296085188,-0.012762957932417746,0.018175908313372416,2174,30,30,
2021-05-10,0.04367757099958102,0.012279234302483644,0.01000497395301293,0.03139833669709738,2186,30,30,
2021-05-24,0.03299844999366354,0.25520537094768025,0.04317966604475142,-0.22220692095401673,2193,30,30,
2021-06-08,-0.0007955985718901918,-0.04744115253615567,-0.01766508102770051,0.04664555396426548,2204,30,30,
2021-06-22,0.0003146458550801682,-0.04809874354740713,-0.008229253635062805,0.0484133894024873,2221,30,30,
2021-07-07,-0.008532797473882118,-0.03367546655371618,-0.008695425022615746,0.025142669079834062,2242,30,30,
2021-07-21,-0.04981008445601158,-0.008855981397713023,-0.00721963853988743,-0.04095410305829856,2255,30,30,
2021-08-04,-0.0020269101860088123,0.002580837543401271,-0.011880137382550745,-0.004607747729410083,2276,30,30,
2021-08-18,0.08348453194237893,0.12111130832688645,0.0557199404280077,-0.037626776384507524,2279,30,30,
2021-09-01,-0.04867471464906801,-0.03496638249695479,-0.01772189083467014,-0.013708332152113221,2285,30,30,
2021-09-16,0.005098472452615735,-0.07572804418717262,-0.01664725110588739,0.08082651663978835,2296,30,30,
2021-09-30,0.021308729924683037,0.00434970503450457,0.03688046553915901,0.01695902489017847,2307,30,30,
2021-10-14,0.004145235101146013,0.04304808396634212,0.012510126557120572,-0.038902848865196106,2319,30,30,
2021-10-28,0.04514206650884855,0.06524962102307517,0.037667099693097464,-0.020107554514226626,2330,30,30,
2021-11-11,-0.03343350498589528,-0.08359294345930653,-0.058293490055372967,0.05015943847341125,2344,30,30,
2021-11-26,0.008629982487000169,-0.10023662313392065,-0.009267959700630076,0.10886660562092082,2347,30,30,
2021-12-10,-0.0014020855497744455,-0.05782339697736743,0.017053156994888383,0.056421311427592984,2356,30,30,
2021-12-27,0.03329233775781742,-0.10574679259400882,-0.029563449701998958,0.13903913035182625,2360,30,30,
2022-01-10,-0.10876989592553565,-0.09502909343008056,-0.07013418349507688,-0.01374080249545509,2368,30,30,
2022-01-25,0.009082730678624706,-0.006019182168587411,0.03794765651369556,0.015101912847212117,2371,30,30,
2022-02-08,-0.06388223260089435,-0.036024400660629695,-0.04985719780292013,-0.02785783194026465,2373,30,30,
2022-02-23,0.042708299076614976,0.06385727308542806,0.02810111889028153,-0.021148974008813083,2378,30,30,
2022-03-09,0.03954439121332614,0.005058930287191658,0.02907106832748135,0.034485460926134484,2378,30,30,
2022-03-23,0.005132719030892548,-0.020640351207013043,-0.012142220488072735,0.025773070237905593,2380,30,30,
2022-04-06,-0.010179057854656125,-0.08279496258211241,-0.020369765003477674,0.07261590472745628,2388,30,30,
2022-04-21,-0.0699347580455048,-0.10354595928337353,-0.05822612542069288,0.03361120123786873,2388,30,30,
2022-05-05,-0.04926065978734848,-0.029401196314148195,-0.049060152215623105,-0.01985946347320029,2387,30,30,
2022-05-19,0.05447141118367072,0.06134450026572551,0.05285180379329319,-0.0068730890820547855,2393,30,30,
2022-06-03,-0.053323405671444814,-0.12731773881945282,-0.1098509769895483,0.07399433314800802,2395,30,30,
2022-06-17,-0.005407119311609739,0.07031277264116391,0.039525948487850994,-0.07571989195277365,2398,30,30,
2022-07-05,0.03654093482323849,-0.01673376507223356,0.03591661596770653,0.05327469989547205,2404,30,30,
2022-07-19,0.059840274134506384,0.08421049190308401,0.046190829727570826,-0.024370217768577625,2405,30,30,
2022-08-02,0.09936872272000298,0.11904016921295488,0.07351540042443229,-0.019671446492951897,2407,30,30,
2022-08-16,-0.07809131755752531,-0.15916908940878116,-0.07966672145449055,0.08107777185125585,2409,30,30,
2022-08-30,-0.01581519939210801,-0.024407344507353247,-0.004199756872198174,0.008592145115245236,2412,30,30,
