date,ticker,action,weight
2021-03-12,UAMY,BUY,0.1
2021-03-12,IMVT,HOLD,0.1
2021-03-12,MSTR,HOLD,0.1
2021-03-12,BB,SELL,0.0
2021-03-12,CLNE,SELL,0.0
2021-03-12,GME,SELL,0.0
2021-03-12,GSAT,SELL,0.0
2021-03-12,IMNM,SELL,0.0
2021-03-12,MFH,SELL,0.0
2021-03-12,SI,SELL,0.0
2021-03-12,VIR,SELL,0.0
2021-03-26,ACAD,BUY,0.1
2021-03-26,CLSK,BUY,0.1
2021-03-26,CMPS,BUY,0.1
2021-03-26,FUBO,BUY,0.1
2021-03-26,IOVA,BUY,0.1
2021-03-26,MDB,BUY,0.1
2021-03-26,MNKD,BUY,0.1
2021-03-26,PLMR,BUY,0.1
2021-03-26,RKT,BUY,0.1
2021-03-26,CRMD,HOLD,0.1
2021-03-26,CAPR,SELL,0.0
2021-03-26,GEN,SELL,0.0
2021-03-26,IMVT,SELL,0.0
2021-03-26,IRTC,SELL,0.0
2021-03-26,MSTR,SELL,0.0
2021-03-26,PLTR,SELL,0.0
2021-03-26,SANA,SELL,0.0
2021-03-26,SSYS,SELL,0.0
2021-03-26,UAMY,SELL,0.0
2021-04-12,DCTH,BUY,0.1
2021-04-12,IRTC,BUY,0.1
2021-04-12,RLX,BUY,0.1
2021-04-12,SLDB,BUY,0.1
2021-04-12,SRRK,BUY,0.1
2021-04-12,SY,BUY,0.1
2021-04-12,TME,BUY,0.1
2021-04-12,WVE,BUY,0.1
2021-04-12,ACAD,HOLD,0.1
2021-04-12,CLSK,HOLD,0.1
2021-04-12,CMPS,SELL,0.0
2021-04-12,CRMD,SELL,0.0
2021-04-12,FUBO,SELL,0.0
2021-04-12,IOVA,SELL,0.0
2021-04-12,MDB,SELL,0.0
2021-04-12,MNKD,SELL,0.0
2021-04-12,PLMR,SELL,0.0
2021-04-12,RKT,SELL,0.0
2021-04-26,BTBT,BUY,0.1
2021-04-26,CRMD,BUY,0.1
2021-04-26,HAE,BUY,0.1
2021-04-26,IBRX,BUY,0.1
2021-04-26,LFMD,BUY,0.1
2021-04-26,ACAD,HOLD,0.1
2021-04-26,DCTH,HOLD,0.1
2021-04-26,IRTC,HOLD,0.1
2021-04-26,SRRK,HOLD,0.1
2021-04-26,WVE,HOLD,0.1
2021-04-26,CLSK,SELL,0.0
2021-04-26,RLX,SELL,0.0
2021-04-26,SLDB,SELL,0.0
2021-04-26,SY,SELL,0.0
2021-04-26,TME,SELL,0.0
2021-05-10,DVAX,BUY,0.1
2021-05-10,EH,BUY,0.1
2021-05-10,JMIA,BUY,0.1
2021-05-10,MGNI,BUY,0.1
2021-05-10,PCT,BUY,0.1
2021-05-10,PI,BUY,0.1
2021-05-10,SI,BUY,0.1
2021-05-10,SNDX,BUY,0.1
2021-05-10,HAE,HOLD,0.1
2021-05-10,LFMD,HOLD,0.1
2021-05-10,ACAD,SELL,0.0
2021-05-10,BTBT,SELL,0.0
2021-05-10,CRMD,SELL,0.0
2021-05-10,DCTH,SELL,0.0
2021-05-10,IBRX,SELL,0.0
2021-05-10,IRTC,SELL,0.0
2021-05-10,SRRK,SELL,0.0
2021-05-10,WVE,SELL,0.0
2021-05-24,ARRY,BUY,0.1
2021-05-24,CGAU,BUY,0.1
2021-05-24,COHU,BUY,0.1
2021-05-24,FSLY,BUY,0.1
2021-05-24,INSM,BUY,0.1
2021-05-24,MNMD,BUY,0.1
2021-05-24,RVMD,BUY,0.1
2021-05-24,DVAX,HOLD,0.1
2021-05-24,PCT,HOLD,0.1
2021-05-24,PI,HOLD,0.1
2021-05-24,EH,SELL,0.0
2021-05-24,HAE,SELL,0.0
2021-05-24,JMIA,SELL,0.0
2021-05-24,LFMD,SELL,0.0
2021-05-24,MGNI,SELL,0.0
2021-05-24,SI,SELL,0.0
2021-05-24,SNDX,SELL,0.0
2021-06-08,CRMD,BUY,0.1
2021-06-08,ETNB,BUY,0.1
2021-06-08,ETON,BUY,0.1
2021-06-08,GO,BUY,0.1
2021-06-08,HAE,BUY,0.1
2021-06-08,IAC,BUY,0.1
2021-06-08,IMVT,BUY,0.1
2021-06-08,IOVA,BUY,0.1
2021-06-08,LRMR,BUY,0.1
2021-06-08,ARRY,HOLD,0.1
2021-06-08,CGAU,SELL,0.0
2021-06-08,COHU,SELL,0.0
2021-06-08,DVAX,SELL,0.0
2021-06-08,FSLY,SELL,0.0
2021-06-08,INSM,SELL,0.0
2021-06-08,MNMD,SELL,0.0
2021-06-08,PCT,SELL,0.0
2021-06-08,PI,SELL,0.0
2021-06-08,RVMD,SELL,0.0
2021-06-22,AMC,BUY,0.1
2021-06-22,CLOV,BUY,0.1
2021-06-22,CVAC,BUY,0.1
2021-06-22,GME,BUY,0.1
2021-06-22,GSAT,BUY,0.1
2021-06-22,IRTC,BUY,0.1
2021-06-22,TAL,BUY,0.1
2021-06-22,IAC,HOLD,0.1
2021-06-22,IMVT,HOLD,0.1
2021-06-22,LRMR,HOLD,0.1
2021-06-22,ARRY,SELL,0.0
2021-06-22,CRMD,SELL,0.0
2021-06-22,ETNB,SELL,0.0
2021-06-22,ETON,SELL,0.0
2021-06-22,GO,SELL,0.0
2021-06-22,HAE,SELL,0.0
2021-06-22,IOVA,SELL,0.0
2021-07-07,ALT,BUY,0.1
2021-07-07,CELC,BUY,0.1
2021-07-07,CVI,BUY,0.1
2021-07-07,EXEL,BUY,0.1
2021-07-07,MFH,BUY,0.1
2021-07-07,NEGG,BUY,0.1
2021-07-07,RCAT,BUY,0.1
2021-07-07,CVAC,HOLD,0.1
2021-07-07,GME,HOLD,0.1
2021-07-07,TAL,HOLD,0.1
2021-07-07,AMC,SELL,0.0
2021-07-07,CLOV,SELL,0.0
2021-07-07,GSAT,SELL,0.0
2021-07-07,IAC,SELL,0.0
2021-07-07,IMVT,SELL,0.0
2021-07-07,IRTC,SELL,0.0
2021-07-07,LRMR,SELL,0.0
2021-07-21,AEHR,BUY,0.1
2021-07-21,ARDX,BUY,0.1
2021-07-21,ARWR,BUY,0.1
2021-07-21,GKOS,BUY,0.1
2021-07-21,SOFI,BUY,0.1
2021-07-21,ALT,HOLD,0.1
2021-07-21,EXEL,HOLD,0.1
2021-07-21,MFH,HOLD,0.1
2021-07-21,NEGG,HOLD,0.1
2021-07-21,RCAT,HOLD,0.1
2021-07-21,CELC,SELL,0.0
2021-07-21,CVAC,SELL,0.0
2021-07-21,CVI,SELL,0.0
2021-07-21,GME,SELL,0.0
2021-07-21,TAL,SELL,0.0
2021-08-04,BEKE,BUY,0.1
2021-08-04,BTBT,BUY,0.1
2021-08-04,EDU,BUY,0.1
2021-08-04,SHEN,BUY,0.1
2021-08-04,SKYT,BUY,0.1
2021-08-04,TAL,BUY,0.1
2021-08-04,TNXP,BUY,0.1
2021-08-04,AEHR,HOLD,0.1
2021-08-04,ARDX,HOLD,0.1
2021-08-04,RCAT,HOLD,0.1
2021-08-04,ALT,SELL,0.0
2021-08-04,ARWR,SELL,0.0
2021-08-04,EXEL,SELL,0.0
2021-08-04,GKOS,SELL,0.0
2021-08-04,MFH,SELL,0.0
2021-08-04,NEGG,SELL,0.0
2021-08-04,SOFI,SELL,0.0
2021-08-18,AXSM,BUY,0.1
2021-08-18,FULC,BUY,0.1
2021-08-18,LFST,BUY,0.1
2021-08-18,XYF,BUY,0.1
2021-08-18,BEKE,HOLD,0.1
2021-08-18,BTBT,HOLD,0.1
2021-08-18,EDU,HOLD,0.1
2021-08-18,SHEN,HOLD,0.1
2021-08-18,SKYT,HOLD,0.1
2021-08-18,TAL,HOLD,0.1
2021-08-18,AEHR,SELL,0.0
2021-08-18,ARDX,SELL,0.0
2021-08-18,RCAT,SELL,0.0
2021-08-18,TNXP,SELL,0.0
2021-09-01,ATNF,BUY,0.1
2021-09-01,ECVT,BUY,0.1
2021-09-01,HNST,BUY,0.1
2021-09-01,ITRI,BUY,0.1
2021-09-01,OSPN,BUY,0.1
2021-09-01,RGC,BUY,0.1
2021-09-01,WW,BUY,0.1
2021-09-01,AXSM,HOLD,0.1
2021-09-01,FULC,HOLD,0.1
2021-09-01,LFST,HOLD,0.1
2021-09-01,BEKE,SELL,0.0
2021-09-01,BTBT,SELL,0.0
2021-09-01,EDU,SELL,0.0
2021-09-01,SHEN,SELL,0.0
2021-09-01,SKYT,SELL,0.0
2021-09-01,TAL,SELL,0.0
2021-09-01,XYF,SELL,0.0
2021-09-16,ABSI,BUY,0.1
2021-09-16,APLS,BUY,0.1
2021-09-16,BASE,BUY,0.1
2021-09-16,EVLV,BUY,0.1
2021-09-16,GAMB,BUY,0.1
2021-09-16,GSAT,BUY,0.1
2021-09-16,MDXG,BUY,0.1
2021-09-16,RERE,BUY,0.1
2021-09-16,ATNF,HOLD,0.1
2021-09-16,RGC,HOLD,0.1
2021-09-16,AXSM,SELL,0.0
2021-09-16,ECVT,SELL,0.0
2021-09-16,FULC,SELL,0.0
2021-09-16,HNST,SELL,0.0
2021-09-16,ITRI,SELL,0.0
2021-09-16,LFST,SELL,0.0
2021-09-16,OSPN,SELL,0.0
2021-09-16,WW,SELL,0.0
2021-09-30,ARQQ,BUY,0.1
2021-09-30,JANX,BUY,0.1
2021-09-30,NUVL,BUY,0.1
2021-09-30,PTGX,BUY,0.1
2021-09-30,SMMT,BUY,0.1
2021-09-30,TMC,BUY,0.1
2021-09-30,VERA,BUY,0.1
2021-09-30,ABSI,HOLD,0.1
2021-09-30,APLS,HOLD,0.1
2021-09-30,MDXG,HOLD,0.1
2021-09-30,ATNF,SELL,0.0
2021-09-30,BASE,SELL,0.0
2021-09-30,EVLV,SELL,0.0
2021-09-30,GAMB,SELL,0.0
2021-09-30,GSAT,SELL,0.0
2021-09-30,RERE,SELL,0.0
2021-09-30,RGC,SELL,0.0
2021-10-14,CIFR,BUY,0.1
2021-10-14,EDIT,BUY,0.1
2021-10-14,OMER,BUY,0.1
2021-10-14,ORIC,BUY,0.1
2021-10-14,SPIR,BUY,0.1
2021-10-14,XENE,BUY,0.1
2021-10-14,ARQQ,HOLD,0.1
2021-10-14,NUVL,HOLD,0.1
2021-10-14,PTGX,HOLD,0.1
2021-10-14,TMC,HOLD,0.1
2021-10-14,ABSI,SELL,0.0
2021-10-14,APLS,SELL,0.0
2021-10-14,JANX,SELL,0.0
2021-10-14,MDXG,SELL,0.0
2021-10-14,SMMT,SELL,0.0
2021-10-14,VERA,SELL,0.0
2021-10-28,ACHR,BUY,0.1
2021-10-28,NVAX,BUY,0.1
2021-10-28,OCUL,BUY,0.1
2021-10-28,TIGR,BUY,0.1
2021-10-28,CIFR,HOLD,0.1
2021-10-28,OMER,HOLD,0.1
2021-10-28,ORIC,HOLD,0.1
2021-10-28,PTGX,HOLD,0.1
2021-10-28,SPIR,HOLD,0.1
2021-10-28,XENE,HOLD,0.1
2021-10-28,ARQQ,SELL,0.0
2021-10-28,EDIT,SELL,0.0
2021-10-28,NUVL,SELL,0.0
2021-10-28,TMC,SELL,0.0
2021-11-11,AAOI,BUY,0.1
2021-11-11,CAR,BUY,0.1
2021-11-11,CDNA,BUY,0.1
2021-11-11,LAUR,BUY,0.1
2021-11-11,PSFE,BUY,0.1
2021-11-11,SKYT,BUY,0.1
2021-11-11,VMEO,BUY,0.1
2021-11-11,OCUL,HOLD,0.1
2021-11-11,OMER,HOLD,0.1
2021-11-11,TIGR,HOLD,0.1
2021-11-11,ACHR,SELL,0.0
2021-11-11,CIFR,SELL,0.0
2021-11-11,NVAX,SELL,0.0
2021-11-11,ORIC,SELL,0.0
2021-11-11,PTGX,SELL,0.0
2021-11-11,SPIR,SELL,0.0
2021-11-11,XENE,SELL,0.0
2021-11-26,LSPD,BUY,0.1
2021-11-26,NN,BUY,0.1
2021-11-26,PTON,BUY,0.1
2021-11-26,SG,BUY,0.1
2021-11-26,STNE,BUY,0.1
2021-11-26,CAR,HOLD,0.1
2021-11-26,CDNA,HOLD,0.1
2021-11-26,LAUR,HOLD,0.1
2021-11-26,PSFE,HOLD,0.1
2021-11-26,SKYT,HOLD,0.1
2021-11-26,AAOI,SELL,0.0
2021-11-26,OCUL,SELL,0.0
2021-11-26,OMER,SELL,0.0
2021-11-26,TIGR,SELL,0.0
2021-11-26,VMEO,SELL,0.0
2021-12-10,ASAN,BUY,0.1
2021-12-10,DOCU,BUY,0.1
2021-12-10,GENI,BUY,0.1
2021-12-10,IREN,BUY,0.1
2021-12-10,JAMF,BUY,0.1
2021-12-10,KRYS,BUY,0.1
2021-12-10,TGTX,BUY,0.1
2021-12-10,URGN,BUY,0.1
2021-12-10,SG,HOLD,0.1
2021-12-10,STNE,HOLD,0.1
2021-12-10,CAR,SELL,0.0
2021-12-10,CDNA,SELL,0.0
2021-12-10,LAUR,SELL,0.0
2021-12-10,LSPD,SELL,0.0
2021-12-10,NN,SELL,0.0
2021-12-10,PSFE,SELL,0.0
2021-12-10,PTON,SELL,0.0
2021-12-10,SKYT,SELL,0.0
2021-12-27,ABEO,BUY,0.1
2021-12-27,ALDX,BUY,0.1
2021-12-27,BBIO,BUY,0.1
2021-12-27,CTMX,BUY,0.1
2021-12-27,PL,BUY,0.1
2021-12-27,SKM,BUY,0.1
2021-12-27,SMMT,BUY,0.1
2021-12-27,DOCU,HOLD,0.1
2021-12-27,KRYS,HOLD,0.1
2021-12-27,TGTX,HOLD,0.1
2021-12-27,ASAN,SELL,0.0
2021-12-27,GENI,SELL,0.0
2021-12-27,IREN,SELL,0.0
2021-12-27,JAMF,SELL,0.0
2021-12-27,SG,SELL,0.0
2021-12-27,STNE,SELL,0.0
2021-12-27,URGN,SELL,0.0
2022-01-10,AQST,BUY,0.1
2022-01-10,ATAI,BUY,0.1
2022-01-10,EVTL,BUY,0.1
2022-01-10,WULF,BUY,0.1
2022-01-10,ABEO,HOLD,0.1
2022-01-10,ALDX,HOLD,0.1
2022-01-10,BBIO,HOLD,0.1
2022-01-10,CTMX,HOLD,0.1
2022-01-10,SKM,HOLD,0.1
2022-01-10,SMMT,HOLD,0.1
2022-01-10,DOCU,SELL,0.0
2022-01-10,KRYS,SELL,0.0
2022-01-10,PL,SELL,0.0
2022-01-10,TGTX,SELL,0.0
2022-01-25,AMLX,BUY,0.1
2022-01-25,APLD,BUY,0.1
2022-01-25,DAVE,BUY,0.1
2022-01-25,GDYN,BUY,0.1
2022-01-25,HUM,BUY,0.1
2022-01-25,KRUS,BUY,0.1
2022-01-25,MCVT,BUY,0.1
2022-01-25,PSIX,BUY,0.1
2022-01-25,SI,BUY,0.1
2022-01-25,YOU,BUY,0.1
2022-01-25,ABEO,SELL,0.0
2022-01-25,ALDX,SELL,0.0
2022-01-25,AQST,SELL,0.0
2022-01-25,ATAI,SELL,0.0
2022-01-25,BBIO,SELL,0.0
2022-01-25,CTMX,SELL,0.0
2022-01-25,EVTL,SELL,0.0
2022-01-25,SKM,SELL,0.0
2022-01-25,SMMT,SELL,0.0
2022-01-25,WULF,SELL,0.0
2022-02-08,BAH,BUY,0.1
2022-02-08,CACI,BUY,0.1
2022-02-08,CORZ,BUY,0.1
2022-02-08,DGX,BUY,0.1
2022-02-08,DLB,BUY,0.1
2022-02-08,LUMN,BUY,0.1
2022-02-08,NAVI,BUY,0.1
2022-02-08,SATL,BUY,0.1
2022-02-08,TER,BUY,0.1
2022-02-08,APLD,HOLD,0.1
2022-02-08,AMLX,SELL,0.0
2022-02-08,DAVE,SELL,0.0
2022-02-08,GDYN,SELL,0.0
2022-02-08,HUM,SELL,0.0
2022-02-08,KRUS,SELL,0.0
2022-02-08,MCVT,SELL,0.0
2022-02-08,PSIX,SELL,0.0
2022-02-08,SI,SELL,0.0
2022-02-08,YOU,SELL,0.0
2022-02-23,CEG,BUY,0.1
2022-02-23,CHRW,BUY,0.1
2022-02-23,EPC,BUY,0.1
2022-02-23,EXC,BUY,0.1
2022-02-23,KOD,BUY,0.1
2022-02-23,LRMR,BUY,0.1
2022-02-23,MCVT,BUY,0.1
2022-02-23,PPL,BUY,0.1
2022-02-23,TEN,BUY,0.1
2022-02-23,UVE,BUY,0.1
2022-02-23,APLD,SELL,0.0
2022-02-23,BAH,SELL,0.0
2022-02-23,CACI,SELL,0.0
2022-02-23,CORZ,SELL,0.0
2022-02-23,DGX,SELL,0.0
2022-02-23,DLB,SELL,0.0
2022-02-23,LUMN,SELL,0.0
2022-02-23,NAVI,SELL,0.0
2022-02-23,SATL,SELL,0.0
2022-02-23,TER,SELL,0.0
2022-03-09,CSWC,BUY,0.1
2022-03-09,DAVE,BUY,0.1
2022-03-09,KNTK,BUY,0.1
2022-03-09,QNST,BUY,0.1
2022-03-09,SMLR,BUY,0.1
2022-03-09,VEON,BUY,0.1
2022-03-09,WULF,BUY,0.1
2022-03-09,KOD,HOLD,0.1
2022-03-09,LRMR,HOLD,0.1
2022-03-09,UVE,HOLD,0.1
2022-03-09,CEG,SELL,0.0
2022-03-09,CHRW,SELL,0.0
2022-03-09,EPC,SELL,0.0
2022-03-09,EXC,SELL,0.0
2022-03-09,MCVT,SELL,0.0
2022-03-09,PPL,SELL,0.0
2022-03-09,TEN,SELL,0.0
2022-03-23,HCKT,BUY,0.1
2022-03-23,IDR,BUY,0.1
2022-03-23,IEP,BUY,0.1
2022-03-23,INCY,BUY,0.1
2022-03-23,MTAL,BUY,0.1
2022-03-23,POET,BUY,0.1
2022-03-23,SLGN,BUY,0.1
2022-03-23,TSCO,BUY,0.1
2022-03-23,WSO,BUY,0.1
2022-03-23,CSWC,HOLD,0.1
2022-03-23,DAVE,SELL,0.0
2022-03-23,KNTK,SELL,0.0
2022-03-23,KOD,SELL,0.0
2022-03-23,LRMR,SELL,0.0
2022-03-23,QNST,SELL,0.0
2022-03-23,SMLR,SELL,0.0
2022-03-23,UVE,SELL,0.0
2022-03-23,VEON,SELL,0.0
2022-03-23,WULF,SELL,0.0
2022-04-06,AKBA,BUY,0.1
2022-04-06,AMLX,BUY,0.1
2022-04-06,BFH,BUY,0.1
2022-04-06,CNXC,BUY,0.1
2022-04-06,ENOV,BUY,0.1
2022-04-06,HUBG,BUY,0.1
2022-04-06,MRK,BUY,0.1
2022-04-06,NKTR,BUY,0.1
2022-04-06,NUTX,BUY,0.1
2022-04-06,YSG,BUY,0.1
2022-04-06,CSWC,SELL,0.0
2022-04-06,HCKT,SELL,0.0
2022-04-06,IDR,SELL,0.0
2022-04-06,IEP,SELL,0.0
2022-04-06,INCY,SELL,0.0
2022-04-06,MTAL,SELL,0.0
2022-04-06,POET,SELL,0.0
2022-04-06,SLGN,SELL,0.0
2022-04-06,TSCO,SELL,0.0
2022-04-06,WSO,SELL,0.0
2022-04-21,CAG,BUY,0.1
2022-04-21,CPB,BUY,0.1
2022-04-21,DOV,BUY,0.1
2022-04-21,EE,BUY,0.1
2022-04-21,ESQ,BUY,0.1
2022-04-21,GIS,BUY,0.1
2022-04-21,IBM,BUY,0.1
2022-04-21,PPL,BUY,0.1
2022-04-21,RPRX,BUY,0.1
2022-04-21,TSN,BUY,0.1
2022-04-21,AKBA,SELL,0.0
2022-04-21,AMLX,SELL,0.0
2022-04-21,BFH,SELL,0.0
2022-04-21,CNXC,SELL,0.0
2022-04-21,ENOV,SELL,0.0
2022-04-21,HUBG,SELL,0.0
2022-04-21,MRK,SELL,0.0
2022-04-21,NKTR,SELL,0.0
2022-04-21,NUTX,SELL,0.0
2022-04-21,YSG,SELL,0.0
2022-05-05,AMCR,BUY,0.1
2022-05-05,BFAM,BUY,0.1
2022-05-05,FMX,BUY,0.1
2022-05-05,ICE,BUY,0.1
2022-05-05,IFS,BUY,0.1
2022-05-05,MCD,BUY,0.1
2022-05-05,SMR,BUY,0.1
2022-05-05,SUN,BUY,0.1
2022-05-05,TDC,BUY,0.1
2022-05-05,CPB,HOLD,0.1
2022-05-05,CAG,SELL,0.0
2022-05-05,DOV,SELL,0.0
2022-05-05,EE,SELL,0.0
2022-05-05,ESQ,SELL,0.0
2022-05-05,GIS,SELL,0.0
2022-05-05,IBM,SELL,0.0
2022-05-05,PPL,SELL,0.0
2022-05-05,RPRX,SELL,0.0
2022-05-05,TSN,SELL,0.0
2022-05-19,EQR,BUY,0.1
2022-05-19,FIG,BUY,0.1
2022-05-19,INVH,BUY,0.1
2022-05-19,IOSP,BUY,0.1
2022-05-19,NN,BUY,0.1
2022-05-19,PG,BUY,0.1
2022-05-19,TGT,BUY,0.1
2022-05-19,TNET,BUY,0.1
2022-05-19,WMT,BUY,0.1
2022-05-19,ZWS,BUY,0.1
2022-05-19,AMCR,SELL,0.0
2022-05-19,BFAM,SELL,0.0
2022-05-19,CPB,SELL,0.0
2022-05-19,FMX,SELL,0.0
2022-05-19,ICE,SELL,0.0
2022-05-19,IFS,SELL,0.0
2022-05-19,MCD,SELL,0.0
2022-05-19,SMR,SELL,0.0
2022-05-19,SUN,SELL,0.0
2022-05-19,TDC,SELL,0.0
2022-06-03,AMGN,BUY,0.1
2022-06-03,AROC,BUY,0.1
2022-06-03,GBTG,BUY,0.1
2022-06-03,HPP,BUY,0.1
2022-06-03,HRL,BUY,0.1
2022-06-03,LTC,BUY,0.1
2022-06-03,NWN,BUY,0.1
2022-06-03,TRP,BUY,0.1
2022-06-03,UGI,BUY,0.1
2022-06-03,NN,HOLD,0.1
2022-06-03,EQR,SELL,0.0
2022-06-03,FIG,SELL,0.0
2022-06-03,INVH,SELL,0.0
2022-06-03,IOSP,SELL,0.0
2022-06-03,PG,SELL,0.0
2022-06-03,TGT,SELL,0.0
2022-06-03,TNET,SELL,0.0
2022-06-03,WMT,SELL,0.0
2022-06-03,ZWS,SELL,0.0
2022-06-17,CNR,BUY,0.1
2022-06-17,DOW,BUY,0.1
2022-06-17,FE,BUY,0.1
2022-06-17,FTS,BUY,0.1
2022-06-17,HOUS,BUY,0.1
2022-06-17,META,BUY,0.1
2022-06-17,RC,BUY,0.1
2022-06-17,SO,BUY,0.1
2022-06-17,STR,BUY,0.1
2022-06-17,TRP,HOLD,0.1
2022-06-17,AMGN,SELL,0.0
2022-06-17,AROC,SELL,0.0
2022-06-17,GBTG,SELL,0.0
2022-06-17,HPP,SELL,0.0
2022-06-17,HRL,SELL,0.0
2022-06-17,LTC,SELL,0.0
2022-06-17,NN,SELL,0.0
2022-06-17,NWN,SELL,0.0
2022-06-17,UGI,SELL,0.0
2022-07-05,AMGN,BUY,0.1
2022-07-05,CRS,BUY,0.1
2022-07-05,EHAB,BUY,0.1
2022-07-05,FMX,BUY,0.1
2022-07-05,GIS,BUY,0.1
2022-07-05,IE,BUY,0.1
2022-07-05,MCD,BUY,0.1
2022-07-05,MFH,BUY,0.1
2022-07-05,PGY,BUY,0.1
2022-07-05,TR,BUY,0.1
2022-07-05,CNR,SELL,0.0
2022-07-05,DOW,SELL,0.0
2022-07-05,FE,SELL,0.0
2022-07-05,FTS,SELL,0.0
2022-07-05,HOUS,SELL,0.0
2022-07-05,META,SELL,0.0
2022-07-05,RC,SELL,0.0
2022-07-05,SO,SELL,0.0
2022-07-05,STR,SELL,0.0
2022-07-05,TRP,SELL,0.0
2022-07-19,BMO,BUY,0.1
2022-07-19,DOW,BUY,0.1
2022-07-19,FMS,BUY,0.1
2022-07-19,FNV,BUY,0.1
2022-07-19,GRRR,BUY,0.1
2022-07-19,IIPR,BUY,0.1
2022-07-19,PEN,BUY,0.1
2022-07-19,ROG,BUY,0.1
2022-07-19,RYN,BUY,0.1
2022-07-19,SYK,BUY,0.1
2022-07-19,AMGN,SELL,0.0
2022-07-19,CRS,SELL,0.0
2022-07-19,EHAB,SELL,0.0
2022-07-19,FMX,SELL,0.0
2022-07-19,GIS,SELL,0.0
2022-07-19,IE,SELL,0.0
2022-07-19,MCD,SELL,0.0
2022-07-19,MFH,SELL,0.0
2022-07-19,PGY,SELL,0.0
2022-07-19,TR,SELL,0.0
2022-08-02,ACGL,BUY,0.1
2022-08-02,ASR,BUY,0.1
2022-08-02,AU,BUY,0.1
2022-08-02,AXS,BUY,0.1
2022-08-02,GLDD,BUY,0.1
2022-08-02,L,BUY,0.1
2022-08-02,PG,BUY,0.1
2022-08-02,RCI,BUY,0.1
2022-08-02,SNN,BUY,0.1
2022-08-02,SPNT,BUY,0.1
2022-08-02,BMO,SELL,0.0
2022-08-02,DOW,SELL,0.0
2022-08-02,FMS,SELL,0.0
