date,top10_ret,top20_ret,top30_ret,bottom10_ret,bottom20_ret,long_short10_ret,qqq_ret,top10_equity,top20_equity,top30_equity,bottom10_equity,bottom20_equity,long_short10_equity,qqq_equity,top10_turnover
2024-01-08,-0.016108783670278192,-0.006380725939906906,-0.02495440639466827,0.05167380958230581,-0.024493244901379718,-0.033891296626292,0.04575873125254626,0.9838912163297218,0.9936192740600931,0.9750455936053317,1.0516738095823057,0.9755067550986203,0.966108703373708,1.0457587312525463,1.0
2024-01-23,-0.008462437846671366,-0.014854209570174253,-0.0017547891469248142,0.044968185269172956,0.039071250347967504,-0.026715311557922162,0.009705264109136857,0.9755650980636457,0.97885984513024,0.9733345941799162,1.0989656722943397,1.013621023743212,0.9402988083642592,1.055908095933788,1.8000000000000003
2024-02-06,-0.010347861678306836,-0.0005740234646296027,-0.010525659871745882,0.047790216514985426,0.03382757575401086,-0.02906903909664613,-0.004630629816613996,0.9654700853706992,0.9782979566105515,0.9630896053001745,1.1514854797158227,1.0479093657097436,0.9129652255413887,1.051018576421153,1.8000000000000003
2024-02-21,0.03336640756977718,0.01667260519647661,0.014211955195238213,0.10591017212689129,0.042979371835533145,-0.03627188227855706,0.030967373057454006,0.9976843537356056,0.994608732205639,0.9767769916197002,1.2734395050741416,1.0929478519885203,0.8798502583561352,1.0835658607675012,1.6000000000000003
2024-03-06,0.0429082895894861,0.024185766920167672,0.014502404107241747,0.00412599838422969,0.0061476872966527265,0.019391145602628206,0.011349347915337038,1.0404932829045923,1.018664107179528,0.9909426062748249,1.2786937144144916,1.0996669536140942,0.896911562824429,1.0958636267105333,1.4000000000000004
2024-03-20,-0.0703665189321751,-0.041952490089350744,-0.028826323734054252,0.14282134369454202,0.07670482220012578,-0.10659393131335856,-0.0189963108918606,0.9672773926142852,0.9759286113187015,0.9623773739044793,1.4613184688809344,1.1840167117704172,0.8013062333025647,1.0750462605624582,1.6000000000000003
2024-04-04,-0.12393078802630053,-0.05666807639546214,-0.07534349608293685,-0.0451577988184617,-0.04349951330127458,-0.039386494603919416,-0.027403851647303634,0.8474019431075716,0.9206246142159761,0.8898684980034001,1.3953285434535068,1.1325125610678286,0.7697455896685063,1.045585852324016,1.2000000000000002
2024-04-18,0.07946833852588693,0.08601595424721349,0.04748254940233039,0.0476347471335957,0.04498788211639752,0.015916795696145614,0.00824257859802513,0.9147435675899385,0.999813018911236,0.932121722921424,1.461794665789203,1.1834619026604876,0.7819974729572691,1.0542041758927798,1.2000000000000002
2024-05-02,-0.02942259087568614,0.0033282121626322047,0.012524309064965005,0.14177150268800048,0.09876029986629456,-0.08559704678184331,0.05874916244652195,0.8878294418445742,1.0031406087611343,0.9437959034654596,1.6690354921794417,1.3003409550475729,0.7150607986812625,1.1161377882741066,1.0
2024-05-16,0.12821465266709373,0.05851918110844747,0.03322667166344832,-0.021621978512636742,-0.021155479839635095,0.07491831558986524,-0.002809901987653185,1.001662185358296,1.0618435757224656,0.9751551000672141,1.6329476426307097,1.272831618188412,0.7686319492628063,1.1130015504843402,1.8000000000000003
2024-05-31,-0.06146504875374377,-0.09212772991358024,-0.08037944168505001,-0.08497939556892645,-0.05003898795564972,0.011757173407591338,0.06318921596209326,0.9400949703004668,0.9640183375678361,0.8967726775674822,1.4941807389642487,1.2091404121763119,0.7776688883769042,1.18333124582404,1.4000000000000004
2024-06-14,-0.05903255296424923,-0.030498823875392028,-0.037681965737677445,0.007574813028799898,0.003981673697898513,-0.033303682996524565,0.005697136777518486,0.8845987641747802,0.9346169120777064,0.8629805202568991,1.505498878693137,1.2139548147525405,0.7517696502421402,1.1900728457846108,1.6
2024-07-01,0.18493245832850885,0.16411180880448417,0.1759608223538582,0.11054533757657688,0.08343461860042344,0.03719356037596599,0.029921942455952033,1.0481897882679831,1.0879985840580404,1.0148312822766634,1.6719247604594276,1.3152406717195664,0.7797306401172399,1.225682136994569,1.4000000000000004
2024-07-16,-0.02412814918322833,-0.028164679338963293,-0.06787245836649371,-0.07230689395774989,-0.04181706394693988,0.02408937238726078,-0.0781923637928491,1.0228989086843168,1.0573554528167997,0.9459521883213252,1.5510330740995513,1.260241168444653,0.7985138618687814,1.129843153444293,0.9999999999999999
2024-07-30,-0.05835880833264514,-0.04147018586826876,-0.059803820383859625,0.03396205374059395,0.04586733601223596,-0.04616043103661954,0.011037500942981282,0.9632037473287368,1.0135067256596595,0.8893806335592377,1.6037093427155589,1.3180450735741567,0.7616541178162027,1.1423137983158553,1.6000000000000003
2024-08-13,0.21940769422938602,0.14442373736124395,0.11556533989117436,0.10284807487039498,0.06229755914946704,0.058279809679495524,0.0306542081477279,1.1745380606032392,1.1598811548201846,0.9921622087691391,1.7686477612655207,1.4001560645068063,0.806043174844135,1.1773305232594513,1.8000000000000003
2024-08-27,-0.1225955807123639,-0.10074825721319665,-0.07705803473377625,-0.03737291952568621,-0.01809203545328512,-0.042611330593338846,-0.01707361037356958,1.0305448849948113,1.043025149897621,0.9157081388242666,1.7025482308144593,1.374824391347617,0.7716966026483472,1.1572292406244087,1.2000000000000002
2024-09-11,0.05855998191031843,0.04648261056771468,0.054962430796741034,0.0016645792399849202,0.018084781655814168,0.028447701335166754,0.03670353887210909,1.0908935748178787,1.0915076817526446,0.9660376840344079,1.705382257254546,1.399687790280226,0.7936495971218501,1.199703649041608,1.2000000000000002
2024-09-25,0.08613362904534903,0.09446792891512865,0.08333869416671923,0.0072411811751107,0.01832065528278933,0.039446223935119165,0.015087864768347892,1.1848561973191964,1.1946201518427704,1.0465460031376772,1.7177312391521455,1.425330987789479,0.8249560768559357,1.2178046154604412,1.6000000000000003
2024-10-09,-0.01922132778095297,0.18322640200436274,0.1452815881654019,0.04015306985966033,0.017618734259114262,-0.029687198820306647,-0.009713086493370882,1.1620816879772307,1.4135061040268266,1.1985898685616727,1.7867034215979427,1.450443515694623,0.8004654417842934,1.2059759738984477,1.2000000000000002
2024-10-23,-0.046054477930355095,-0.03486040946205278,0.02127908090891788,0.057970279864711725,0.04458432411411163,-0.05201237889753341,0.03526087668363487,1.1085626225250136,1.3642307024633404,1.2240947593514058,1.8902791189832133,1.5151105595075638,0.7588313299318272,1.2484997439975074,1.4000000000000004
2024-11-06,-0.03076049329234577,0.019330612049638114,0.002892544189531336,0.10877347495537606,0.058429713683231674,-0.06976698412386091,-0.00476674949273681,1.0744626894106877,1.3906021169188647,1.2276355075350034,2.0958913473906042,1.6036380356980318,0.7058899565837852,1.2425484584761253,1.6000000000000003
