date,a1_spy_hvr,a2_soft_hrp_hvr,a3_soft_ml_hvr,a4_soft_eq_hvr,b1_spy_hmm,b2_soft_hrp_hmm,b3_soft_ml_hmm,b4_soft_eq_hmm,SPY
2022-04-19,101628.81206925034,99784.89511333482,,99784.89511333482,102659.12451266145,108129.01466152213,,107342.72500241114,104227.78588813382
2022-04-20,101611.30986369669,99891.73060641093,,99891.73060641093,102641.44486982598,108471.92699988597,,107548.26734468424,104150.50031977346
2022-04-21,100992.62580483861,99834.86726609613,,99834.86726609613,102016.48859473901,107120.38874269821,,106279.06395925833,102593.07901796668
2022-04-22,99857.73058285435,99776.75550776273,,99776.75550776273,100870.08781005684,105760.20004453308,,105201.00419888204,99778.01074011445
2022-04-25,100099.9335568161,99803.8976617907,,99803.8976617907,101114.7462366882,104665.95828321569,,104018.65955979702,100356.48150935696
2022-04-26,99217.25985928322,99808.28756917061,,99808.28756917061,99500.23240256803,104473.62582755963,,103977.75046223389,97450.07574162431
2022-04-27,99300.95430343272,99762.51113400394,,99762.51113400394,99653.33945013917,104991.14546338368,,104507.83538855628,97724.0882112655
2022-04-28,100068.64667074429,99811.73098371387,,99811.73098371387,101040.73108464965,106275.59494562489,,105686.05151466608,100192.54242495625
2022-04-29,98943.89477293089,99690.7989709856,,99690.7989709856,98987.29248397371,104943.49520816085,,104602.89789201684,96489.86110442014
2022-05-02,99130.14625792784,99597.57610282884,,99597.57610282884,99318.2692970855,105417.31136439652,,105168.5877303068,97070.67386058268
2022-05-03,99258.88220087125,99598.29235448613,,99598.29235448613,99562.50183750935,106451.65537487039,,106201.16934340537,97515.65137538461
2022-05-04,100180.90042382441,99726.52437071472,,99726.52437071472,101231.59931237725,108251.83803891724,,107837.6776007565,100485.29078995754
2022-05-05,99112.68707501773,99618.6471308049,,99618.6471308049,99262.57601739881,107409.73286728941,,107169.41673123812,96913.760736942
2022-05-06,98935.20827768903,99592.16351729765,,99592.16351729765,98938.33761250433,108454.4687019845,,108252.50825670933,96335.28996769947
2022-05-09,97977.34274884022,99603.4740786008,,99603.4740786008,97199.90473809226,105177.98188044802,,105047.85591955253,93250.89319404605
2022-05-10,98045.25782681868,99592.67168549293,,99592.67168549293,97322.80931958424,105421.62339026167,,105354.11500125764,93466.35599068698
2022-05-11,97577.9895906148,99644.23917753204,,99644.23917753204,96476.72043483896,105830.49395707587,,105812.01493728872,91981.53628340052
2022-05-12,97554.90117294068,99644.94665157478,,99644.94665157478,96426.38245794617,105984.0208744929,,105972.53392024875,91885.51481968009
2022-05-13,98262.0672319537,99641.728885737,,99641.728885737,97692.74929203285,107417.47529916008,,107305.30543434978,94082.29855064966
2022-05-16,98134.93475558817,99682.12131315756,,99682.12131315756,97470.98777984276,108365.79340171785,,108264.70226401197,93700.55468268799
2022-05-17,98740.53638000155,99622.66873417374,,99622.66873417374,98568.22478650465,108930.09562032353,,108761.71435941866,95628.0099178564
2022-05-18,97546.42203673047,99566.4821075023,,99566.4821075023,96393.77664831115,107524.52376482832,,107659.20575131867,91773.09944751962
2022-05-19,97382.12605708142,99618.31890470053,,99618.31890470053,96080.24066513225,107330.20569979861,,107520.19775764555,91211.02258671717
2022-05-20,97394.87829974796,99675.89751879596,,99675.89751879596,96103.19174291905,107532.71821397047,,107688.59320320855,91250.83636435734
2022-05-23,97941.55745392384,99696.56123656874,,99696.56123656874,97087.19354132691,108696.51881994195,,108738.68867504789,92958.14482904479
2022-05-24,97709.76208632973,99867.52949164707,,99867.52949164707,96676.7999692787,108923.74907620421,,108883.94704863148,92248.5227922817
2022-05-25,97976.21961076716,99877.97100407592,,99877.97100407592,96921.14582990149,109644.08143000132,,109648.33960530048,93063.53424044525
2022-05-26,98578.52701472853,99913.87576819879,,99913.87576819879,97501.26744677896,110195.77541465296,,110133.2251833017,94923.07185493335
2022-05-27,99289.44521133139,99966.20791390733,,99966.20791390733,98184.62320931876,111215.14143061503,,110921.90067238155,97253.34884034352
2022-05-31,99114.71376378674,99783.2637703644,,99783.2637703644,98016.26356682475,110461.63287680375,,110301.67234805957,96707.66588798113
2022-06-01,98875.21637232519,99717.3206510097,,99717.3206510097,97785.93037287194,110765.73594629425,,110815.45984036259,95925.44225669773
2022-06-02,99455.23514696817,99829.77720813481,,99829.77720813481,98344.47123255098,110978.84510475454,,110827.4647480583,97752.19205430568
2022-06-03,98950.34480299245,99731.98899244478,,99731.98899244478,97858.2724069109,111147.43017011891,,111198.47703827977,96147.93101409869
2022-06-06,99048.30572045664,99663.64303687302,,99663.64303687302,97952.79771846822,111150.38571115676,,111180.87305430666,96440.67937909997
2022-06-07,99325.75181819726,99736.14251459636,,99736.14251459636,98219.38602750239,112320.32512580245,,112307.06246489687,97365.76421250399
2022-06-08,99009.39093146421,99642.2248288229,,99642.2248288229,97915.38975529232,112021.28714628905,,112273.00234252041,96307.18612465938
2022-06-09,98310.55238533193,99555.21962181035,,99555.21962181035,97243.44801938391,110788.41678246131,,111314.54653556176,94016.7229168894
2022-06-10,97440.32796216897,99456.1860261688,,99456.1860261688,96405.60612260779,109859.1730326789,,110545.77668109773,91290.65014199752
2022-06-13,96337.89910567252,99079.30015120779,,99079.30015120779,95344.97238810606,107325.04790755897,,108406.98418581752,87824.50950038242
2022-06-14,96243.43388972688,98895.56551969926,,98895.56551969926,95253.75022306881,107094.7975483599,,108389.31352501964,87559.86497842128
2022-06-15,96662.42557598496,99093.42209799605,,99093.42209799605,95657.38822789837,106633.15316710944,,107708.91308638101,88808.14400678672
2022-06-16,95717.48513228865,99155.14069827629,,99155.14069827629,94748.39325746008,104445.09507030174,,105598.28791396368,85868.9504221739
2022-06-17,95771.78453699204,99099.48611688829,,99099.48611688829,94800.39131063182,102728.06133383374,,103726.83390009677,86053.23458114745
2022-06-21,96509.72289300783,99147.55859073211,,99147.55859073211,95511.45425984293,104778.3493245575,,105607.37772937004,88219.50115987254
2022-06-22,96464.6178887199,99310.64679395869,,99310.64679395869,95468.32072169012,103708.77255253673,,104288.68398784178,88059.55965351715
2022-06-23,96748.29946220072,99434.04955882461,,99434.04955882461,95741.40181401762,102987.96530698225,,103152.00603765753,88922.77337164107
2022-06-24,97656.29317534447,99452.9465113183,,99452.9465113183,96614.82406873988,103851.90120532141,,103745.1281110016,91749.97470457002
2022-06-27,97544.38699443445,99404.24937647853,,99404.24937647853,96507.1361767379,104700.62441098674,,104648.22638400222,91399.51463917368
2022-06-28,96961.38711940951,99394.92446313835,,99394.92446313835,95946.67147068345,105214.67335483161,,105402.36092704904,89531.962344377
2022-06-29,96945.11786113997,99495.16220286186,,99495.16220286186,95927.58607209934,104298.90267096546,,104327.33832157798,89459.04783412674
2022-06-30,96716.25239684935,99584.65993688216,,99584.65993688216,95686.12751293498,103779.69737003472,,103685.39993810254,88732.25481260009
2022-07-01,97017.84960780958,99758.65381619961,,99758.65381619961,96003.86783045187,104576.81198327201,,104267.011392854,89670.73512195006
2022-07-05,97072.81722798398,99652.9048841427,,99652.9048841427,96061.70320478037,103100.07377222241,,102922.1696471348,89840.0849522087
2022-07-06,97171.17093064192,99548.90012535152,,99548.90012535152,96165.19189562867,102769.6180122154,,102447.38650546558,90143.50339808875
2022-07-07,97607.77564386453,99490.38616837944,,99490.38616837944,96624.62090741415,103812.18283429605,,103581.1868006345,91493.59787820626
2022-07-08,97576.21375180851,99412.92204713887,,99412.92204713887,96592.06846057411,103746.048615245,,103538.49227009177,91418.3312869802
2022-07-11,97249.28443973893,99492.82118612129,,99492.82118612129,96247.28695778018,103494.60774262641,,103239.60951460345,90374.00733371859
2022-07-12,96983.67512529124,99480.49041137508,,99480.49041137508,95968.44471609477,102818.02182253373,,102588.47385088903,89574.29980194167
2022-07-13,96830.87675049099,99530.12656989336,,99530.12656989336,95807.67728048738,102671.69028555974,,102501.56091771943,89103.88360677878
2022-07-14,96767.74405437519,99445.2592660928,,99445.2592660928,95740.59536978124,102095.1055869773,,101899.17718689085,88887.49215700387
2022-07-15,97314.96197707171,99474.39473206353,,99474.39473206353,96316.93037615324,102762.05384392024,,102480.34940425599,90585.69462154189
2022-07-18,97073.90448031444,99401.22915813218,,99401.22915813218,96063.24631101804,103109.06095947724,,103093.45923274533,89837.73287123289
2022-07-19,97860.76351492904,99400.061760314,,99400.061760314,96891.19081330323,104283.20379645647,,104180.75785738521,92265.0804382734
2022-07-20,98047.86824543659,99331.78378912085,,99331.78378912085,97088.16530644524,104373.807563708,,104441.29679391868,92853.10068222701
2022-07-21,98369.92141314261,99500.5362590015,,99500.5362590015,97425.2314525012,104062.2955945466,,103984.73408130325,93798.63723450444
2022-07-22,98103.64630406599,99641.4341776563,,99641.4341776563,97144.15001664814,103959.53826970511,,103760.56920838314,92928.36727345307
2022-07-25,98131.89404495894,99624.62227514166,,99624.62227514166,97174.56382274069,105130.40401293022,,104930.21938473592,93041.26716029216
2022-07-26,97783.5936702108,99629.24518078184,,99629.24518078184,96807.83428537987,104902.70892141343,,104636.58910994805,91940.493263611
2022-07-27,98545.31958472842,99688.99501205533,,99688.99501205533,97609.68361689615,105672.5091966049,,105398.50736501695,94327.85545406266
2022-07-28,98923.66083580484,99898.1217270993,,99898.1217270993,98007.47309753024,106154.34803052427,,105687.66207458153,95510.95218489734
2022-07-29,99363.88758276914,99917.81334779956,,99917.81334779956,98764.82178561803,107490.85119757519,,107102.15518111592,96903.38412257949
2022-08-01,99280.730858384,100012.06252728247,,100012.06252728247,98612.0340977794,106887.51845058109,,106441.10247190556,96616.43024353012
2022-08-02,99091.83868645527,99875.99569172708,,99875.99569172708,98269.66304708194,106728.97341807326,,106338.87471208583,95979.01629908441
2022-08-03,99549.76622564209,99928.50955942339,,99928.50955942339,99086.37546543642,105976.20973653911,,105463.10684290966,97481.99604262982
2022-08-04,99544.8413138046,100027.0467674301,,100027.0467674301,99060.73562798034,104848.23974696024,,104301.19071860319,97416.13777530703
2022-08-05,99509.61584805144,99887.77547402668,,99887.77547402668,98981.43447686837,105429.64418218829,,104930.21201989736,97251.49210700001
2022-08-08,99482.5788601423,99970.08629007383,,99970.08629007383,98925.12077982213,105611.83854183416,,105108.600002964,97138.5922201609
2022-08-09,99356.44754046005,99960.75328241485,,99960.75328241485,98710.3101256382,106159.18647502606,,105658.91754261866,96752.85094012736
2022-08-10,99990.1204122596,99987.96584346874,,99987.96584346874,99822.46036850954,106542.76734035314,,105967.7387260119,98785.04890323101
2022-08-11,99990.1204122596,99922.73396275268,,99922.73396275268,99822.46036850954,107552.99731182102,,107057.01755981929,98785.04890323101
2022-08-12,100513.25021981238,100041.64559715208,,100041.64559715208,100735.01368640692,108003.59842279792,,107393.63840685914,100457.37847703509
2022-08-15,100629.81542396765,100051.43175015613,,100051.43175015613,100951.54322656612,107507.1513259805,,106787.95678799486,100871.34472877844
2022-08-16,100729.94253824175,100071.94688819235,,100071.94688819235,101062.27404854413,107507.48094518685,,106739.84727904234,101068.91953074686
2022-08-17,100340.06673979307,100205.03500787256,,100261.87298207817,100679.22631977974,107696.1637972749,,106978.678084777,100351.53483312344
2022-08-18,100519.04507909062,100828.78486668403,,101015.37362386458,100855.9978154728,108554.59677025134,,107877.25960659917,100643.19287412445
2022-08-19,99782.46958244656,100785.99459410066,,100982.05808082018,100132.2841423424,108481.73426671479,,107830.64774894406,99290.74631303114
2022-08-22,98654.4550594738,100632.807142903,,100882.37191069222,99024.02393511325,108210.80949425942,,107691.6197292585,97223.26713529024
2022-08-23,98514.50358877351,101350.5350537707,,101821.21654319618,98886.01325496721,109195.10759932839,,108814.39739739255,96988.0590377088
2022-08-24,98701.1591223904,101670.02810667166,,102189.48132845755,99070.15876854006,109640.9315250597,,109255.35249970028,97298.5337265163
2022-08-25,99465.88969700283,101924.81134682229,,102445.63205638605,99822.0498475517,110000.60569040551,,109575.29883559007,98672.14901639192
2022-08-26,97629.97117371291,101458.77334761225,,102034.23721021168,98017.77850930771,109327.58836216672,,109050.78852106241,95332.19403073541
2022-08-29,97277.95400835329,101766.10137812917,,102430.801990522,97699.65485261055,109759.45467055879,,109523.08476241065,94701.83632921713
2022-08-30,96700.46434332317,100931.1352038141,,101473.01256998013,97182.45485539775,108569.24109095517,,108356.18246118633,93662.21653790714
2022-08-31,96308.84319536024,100693.06427091786,,101218.21833066245,96832.97938567333,108222.81138568539,,108038.3374492164,92949.53600223536
2022-09-01,96482.46104569893,100240.0006904506,,100589.05204411212,96991.0601859042,107583.8510974994,,107289.4882511255,93241.19404323635
2022-09-02,95932.50296890791,100544.7831965312,,101050.7103453061,96498.10423672527,108000.69663187984,,107828.27405518989,92258.0241953459
2022-09-06,95735.12039123784,100337.2083399189,,100798.85236226792,96320.66509598805,107709.39752418101,,107526.3017654774,91909.91621092537
2022-09-07,96677.72694658532,100270.88766781695,,100568.01597818041,97169.33671245552,107624.35241048576,,107276.22567248307,93561.07705594711
2022-09-08,97031.92084415407,100412.8518098021,,100715.8529552525,97489.74553158897,107818.51211335289,,107457.60196095976,94172.61810965887
2022-09-09,97853.9095370745,101031.12321216498,,101421.53479953403,98227.81587527932,108692.8945932079,,108313.95362667416,95635.61247661547
2022-09-12,98422.53463227408,101484.48197350075,,101938.19659637305,98736.79140777777,109339.49697183246,,108945.0282088442,96663.47186304639
2022-09-13,96098.63627003811,100663.7291226494,,101145.73601795784,96655.60740034496,108154.48096606835,,107950.400261855,92460.30315926597
2022-09-14,96298.59420602549,101284.6952403117,,101909.04062153916,96835.34381684696,109028.20227681752,,108865.01622284489,92813.11530563814
2022-09-15,95980.93582988439,100651.03365055031,,101191.91055446544,96315.85776251754,108116.41222283308,,107985.10677605738,91759.38302847327
2022-09-16,95762.19598569236,100656.58966164653,,101196.69182270569,95959.29148307766,107427.36632885113,,107267.5405988974,91062.31984006471
2022-09-19,95984.98540834816,100668.93318803614,,101209.10158187052,96321.9409626126,107521.05543903542,,107327.04261863568,91768.50392638535
2022-09-20,95647.111864421,100575.17988167416,,101114.84521491865,95777.73672254819,107153.5455798426,,107026.11181936107,90715.13234612107
2022-09-21,95161.21085704949,100608.37688597868,,101148.2203473897,94974.27687842544,106575.33927875811,,106496.58491720103,89132.713156038
2022-09-22,94950.52436166818,100541.03066840289,,101080.51276412714,94606.7851572891,106453.96539419904,,106382.5375205047,88384.0163153569
2022-09-23,94473.25982122593,100459.0120437052,,100998.05404468159,93834.31156709373,104205.9942988984,,104110.89739072995,86903.15537180153
2022-09-26,94178.4371442354,100269.38892173562,,100807.41344478725,93371.43210907935,103291.18128271632,,103262.31727574984,86043.45300584595
2022-09-27,94127.91762786727,100209.63502028244,,100747.33891642415,93270.96265033448,103421.21464017956,,103586.09947388552,85823.80377498368
2022-09-28,94690.7419383546,100454.361004353,,100993.37804882717,94170.54444805134,104879.48788772068,,105055.67499254241,87512.50485096786
2022-09-29,94111.8191002876,100362.61750159529,,100901.14226966441,93330.0721847078,104490.63418967242,,104954.31866089304,85684.45641346891
2022-09-30,93675.22991220142,100292.25559305193,,100830.40281386868,92706.7753061304,104037.55966561395,,104637.79175931429,84359.47556923516
2022-10-03,94399.50773508029,100477.93672475402,,101017.08027160207,93749.65181852224,105963.43069146136,,106469.26901830274,86586.67153378493
2022-10-04,95298.7282896788,100612.23372831193,,101152.0978847305,95021.74179371401,107543.72337244157,,107964.55332561156,89269.6986978661
2022-10-05,95232.16516491101,100496.61887625793,,101035.86266761491,94926.19543843382,107941.1784288964,,108493.11047194156,89061.85856543727
2022-10-06,94952.02424763898,100409.4804136145,,100948.25663824641,94515.07140976696,108105.92494595447,,108874.90968206884,88143.11070731441
2022-10-07,94157.44983251204,100296.04491641045,,100834.21246994208,93376.45888218292,107553.19628833924,,108460.04028637934,85684.45641346891
2022-10-10,93948.98020071571,100234.5081299418,,100772.34548997623,93074.34572496786,106969.61983092943,,107834.3552430112,85030.23236025544
2022-10-11,93770.48705462024,100253.52936897895,,100791.46879299493,92819.7776092303,106758.05986626781,,107584.37556306942,84491.73747168986
2022-10-12,93677.69689300192,100252.81656109443,,100790.7521603327,92687.55040215746,106772.29084399954,,107711.72882545667,84213.0427486603
2022-10-13,94440.87779593702,100295.97693037234,,100834.14411910513,93761.2573586734,108319.61365862208,,109155.74421720752,86435.5150738367
2022-10-14,93795.22083977822,100177.81024304408,,100715.34337410209,92838.45268818694,106967.2995919268,,107863.21042304249,84465.75745513626
2022-10-17,94518.29615184732,100237.84253535721,,100775.69778711213,93868.78011068056,107637.13853544487,,108414.86834900544,86636.26974720544
2022-10-18,94851.46271017112,100305.48475999563,,100843.70296574918,94345.11372928988,108130.31817646424,,108804.71925909832,87654.21403216934
2022-10-19,94649.81422021255,100176.71856859735,,100714.2458419591,94056.3684479073,108795.20409531715,,109612.02984179408,87033.05545456956
2022-10-20,94440.67350043834,100106.62832403507,,100643.77950783641,93739.10167990843,108575.3408354843,,109537.35579503058,86303.253171382
2022-10-21,95136.40867039676,100228.53707568505,,100766.34239629391,94728.74656906808,109728.64436836203,,110598.54000732159,88400.54905316376
2022-10-24,95478.37627571123,100235.3226116698,,100773.16434204241,95223.48491271041,110052.91670647093,,110821.39207835772,89482.26246966832
2022-10-25,95935.7713002326,100338.67847902533,,100877.07479531728,95880.19702235443,110621.33348538299,,111008.6426577698,90911.16338011647
2022-10-26,95733.60699933955,100406.6425217282,,100945.40351882706,95580.12003886355,111063.5019312433,,111456.32277604243,90226.23567097604
2022-10-27,95602.1956200037,100476.5909343086,,101015.72725992718,95377.47652581327,111240.21905605478,,111613.04127586735,89744.42445489104
2022-10-28,96277.22346271602,100473.21639743181,,101012.33461599288,96161.83260630247,112118.87784103694,,111908.14088858898,91879.50945165983
2022-10-31,96068.59228853713,100415.1079792914,,100953.91440026107,95918.45972862258,112082.27915036377,,112113.93397839509,91215.8381196996
2022-11-01,95947.99233434105,100444.8724823379,,100983.83861339185,95776.50765135679,112306.12138698327,,112425.5438250095,90816.69059264881
2022-11-02,95247.66000159523,100417.83102501878,,100956.65205728104,94954.75659770957,111253.14490302591,,111598.38253056994,88537.53459499184
2022-11-03,94975.31247698188,100417.11398316752,,100955.93116793351,94632.42167637662,111647.65986580109,,112187.19270793373,87625.87219592903
2022-11-04,95399.9501413468,100519.08418832562,,101058.44852383807,95123.09947987358,112261.70336306177,,112649.30128058532,88887.08390862214
2022-11-07,95666.4156885519,100475.7897255465,,101014.92175204682,95435.15357607653,112597.14082112587,,113179.84725865592,89737.33899583094
2022-11-08,95828.58654762268,100582.71238345398,,101122.41813452411,95622.34641119518,112813.47834853185,,113254.74386439877,90221.51203160264
2022-11-09,95272.97344202298,100615.72197031217,,101155.6048439061,94966.05303282749,111399.89786027426,,111692.04982205587,88362.75993817669
2022-11-10,96850.95436897111,100884.07638476843,,101425.3991918994,96801.33200036899,113185.90373535834,,112636.81312906441,93218.66121401376
2022-11-11,97124.75849594803,100866.82606544618,,101408.05631097958,97122.72592026339,113614.62724451117,,113526.0843200263,94120.87633432979
2022-11-14,96876.89550784139,100837.98712682775,,101379.06262866157,96833.24736723502,113302.3474247947,,113466.7410186816,93320.21946054148
2022-11-15,97139.59545845131,100924.65114984431,,101466.19167265962,97136.36874239397,113815.54658811039,,113855.01841710674,94116.15269495641
2022-11-16,96924.70612930621,100981.0309897326,,101522.87403495071,96883.62124686311,113508.17539277617,,113219.95099244764,93398.1595102023
2022-11-17,96857.96777629902,100942.95491694857,,101484.59365394141,96800.37795649233,113318.26152762401,,113270.6396564466,93112.37932811267
2022-11-18,96989.89941361605,100944.28755724436,,101485.93344490569,96954.37218821372,113659.02357478824,,113091.99149299576,93535.14505203036
2022-11-21,96891.51377625336,100955.1697639892,,101496.87404329085,96837.72977421088,113554.52697907297,,112692.88698791974,93195.04301714683
2022-11-22,97297.48504460433,101024.24506986483,,101566.31999277863,97308.05845108596,114560.96016688408,,113743.62319127703,94449.16927077984
2022-11-23,97496.29244728193,101100.87854712196,,101643.36466921124,97536.70787266594,114261.83624689409,,113456.70348904049,95044.347831826
2022-11-25,97489.75102315769,101107.88751445754,,101650.41124519637,97529.06483321631,114175.07751166544,,113358.30013196314,95023.09145464578
2022-11-28,97030.50401930216,101086.40444787845,,101628.81290498519,96990.6965807539,113263.18463820848,,112436.89848956016,93506.80321579006
2022-11-29,97002.74252005643,101094.60630966673,,101637.0587762446,96952.95482303816,113741.7862717123,,112921.64955632525,93346.19947709506
2022-11-30,98186.25193264557,101220.12307682117,,101763.24904006146,98138.32877030884,114057.0070656529,,113215.56737957949,96286.66498702556
2022-12-01,98171.4553888662,101330.65734207997,,101874.37640901806,98123.53944848933,113970.8674522728,,113124.81889568586,96215.81039642483
2022-12-02,98133.98876567185,101344.14118017447,,101887.93259856137,98086.09111216335,113805.54535000777,,112948.55681952862,96104.80487115034
2022-12-05,97454.27679143072,101241.37191140908,,101784.61189144169,97406.71089462585,112813.21251146773,,111956.49263556737,94375.9528604924
2022-12-06,96927.71754719959,101306.24277663953,,101849.83084013709,96880.40865566424,111987.18804993486,,111134.75795433088,93015.54472095828
2022-12-07,96863.61458348598,101371.99572393757,,101915.93660396757,96816.33697959708,111937.72533340743,,111060.73094303405,92857.30280194998
2022-12-08,97197.4375127436,101419.54926192554,,101963.74530427248,97149.99697514335,111899.31023137762,,111010.32680751235,93584.74326545086
2022-12-09,96908.68523948324,101365.5329462723,,101909.43914839205,96861.38563731738,111092.04362824213,,110216.14267988414,92885.64463819025
2022-12-12,97458.29227640561,102078.69904117762,,102645.08153992354,97410.72441970582,111978.75373426091,,111106.79690161072,94224.79640054415
2022-12-13,97745.08715145467,102547.09409123825,,103161.4066850317,97697.37931469572,112580.7276694167,,111717.23677794548,94938.06594592487
2022-12-14,97521.72812394376,102407.5374949814,,103005.71291827646,97474.1293052064,112406.25809537544,,111532.98198883008,94331.07828644523
2022-12-15,96607.38003628788,102158.6342811638,,102767.82041310785,96560.2274964437,112112.15509856748,,111258.70696898439,92023.58045254798
2022-12-16,96166.05889214973,101790.69737383536,,102395.79182632794,96119.1217542016,111655.09509092849,,110812.50861052144,90942.19769079956
2022-12-19,95856.28684342328,101769.57009026494,,102373.67636576373,95809.5009003307,111630.806703534,,110785.98418331447,90171.03860583309
2022-12-20,95913.6919363998,102136.08874095525,,102776.42401083474,95866.87797478594,112098.13967905023,,111259.76069428056,90294.42405942775
2022-12-21,96477.62572220634,102682.72456194369,,103342.3056176852,96430.53651339817,112772.75755542035,,111926.08810607281,91644.5456574152
2022-12-22,95981.30730555276,102144.63525128049,,102752.06697277124,95934.46034194271,112086.51067007509,,111220.44310816459,90337.13440874897
2022-12-23,96195.93669967729,102942.54371622736,,103608.5428496202,96148.98497884213,113086.77856122427,,112238.28865620903,90856.77699215715
2022-12-27,96048.46758180742,103217.206968558,,103892.99736941201,96001.58783832485,113418.63932178315,,112577.73622155626,90498.48461729579
