date,a1_spy_hvr,a2_soft_hrp_hvr,a3_soft_ml_hvr,a4_soft_eq_hvr,b1_spy_hmm,b2_soft_hrp_hmm,b3_soft_ml_hmm,b4_soft_eq_hmm,SPY
2022-12-28,95603.69919803145,102634.30428444373,,103277.00755032041,95557.03653898828,112675.68492354649,,111844.12091309445,89373.77875183702
2022-12-29,96298.25180061978,102976.61681836669,,103637.66068712201,96251.25014139614,113095.21445857747,,112263.2865790912,90982.5352429363
2022-12-30,96210.51753704372,103076.90209269854,,103769.47805971222,96124.11294333661,113233.44880000652,,112418.77703832531,90742.88272730057
2023-01-03,96096.36872171616,102240.90226408807,,102853.22690487317,95941.63078880754,112160.636093727,,111327.80697620631,90360.8623805941
2023-01-04,96311.57993851692,102286.40266786258,,102888.14650477265,96280.31361137812,112210.84644776168,,111366.02316310516,91058.4647528407
2023-01-05,96003.91918995278,102641.51337506247,,103319.6926548934,95786.4156664368,112678.44459636828,,111869.9682611826,90019.17958602436
2023-01-06,96657.04758129455,103239.19752199476,,103918.48135649083,96801.8595467185,113421.48348216059,,112574.81136650918,92083.51313654998
2023-01-09,96655.39998082389,103146.01167056416,,103826.38819545408,96787.67600671151,113303.23761120618,,112472.49702567027,92031.31159849073
2023-01-10,96851.3550340924,103326.04716972848,,104027.52389736005,97097.52388366612,113531.92496393755,,112714.2315301263,92676.71243267806
2023-01-11,97218.84366167324,103449.17409667703,,104156.50589415939,97668.37358506778,113679.62798848432,,112883.68781221898,93848.8742418271
2023-01-12,97377.09184204384,103930.41648976677,,104709.12896428602,97873.65001133455,114292.56072908394,,113501.44021045281,94190.55703639686
2023-01-13,97497.8676240643,103984.07562335319,,104772.58270940451,98055.86672856417,114359.56886905064,,113571.51777323581,94555.96780281175
2023-01-17,97444.28661274767,104002.13866675424,,104798.794451643,97972.37089733234,114404.96388944217,,113605.47687927552,94382.75360834235
2023-01-18,96990.1992035891,103227.10150435526,,104118.09868552022,97259.09774228548,113673.80540575158,,112898.28997353002,92892.63697646868
2023-01-19,96808.02701275867,103460.22141774927,,104406.71975172935,96952.71183945471,114018.4717644608,,113237.18017391622,92216.3897788827
2023-01-20,97356.4555056133,103841.72334017769,,104785.26720606002,97797.92658918592,114405.21796092333,,113636.07258476912,93934.29494046952
2023-01-23,97706.89743017503,103922.37497051459,,104869.38328558755,98343.3783786369,114478.55588479558,,113721.1953397737,95061.37360311284
2023-01-24,97682.89993187206,103861.36310595677,,104786.76093042675,98300.05708801968,114387.65123333661,,113622.26255704001,94959.34332417882
2023-01-25,97701.34454415164,103800.3651262255,,104770.14465120928,98322.92341678037,114376.36971451384,,113615.46993997734,94994.9352819465
2023-01-26,98060.78397810913,104689.51519705966,,105707.02279768094,98853.9281930133,115408.24661539652,,114642.3449470236,96038.96604313186
2023-01-27,98135.86342756539,104151.35913939106,,105150.09880711886,98965.27797032459,114778.4448811,,114028.32279432192,96259.63618129151
2023-01-30,97766.47508341755,103480.78835939377,,104458.36691565225,98388.09473391426,114029.3881068191,,113275.56428930596,95051.88241437478
2023-01-31,98205.18385964794,103875.68508557662,,104829.87791951348,99066.27683533766,114559.5388232009,,113663.3899126749,96449.45995605248
2023-02-01,98834.54285356739,103434.60779984808,,104350.71245061955,99709.3725428626,114173.03878677597,,113125.86301123232,97474.50833976176
2023-02-02,99736.82927797378,102873.83573586862,,103774.49524981692,100619.64551660215,113530.9967907514,,112487.44411763731,98893.44105610004
2023-02-03,99092.6266475808,102658.29100173153,,103627.5105201457,99969.74075443702,113324.76088954357,,112350.90541120624,97842.29190336114
2023-02-06,98724.00275956468,102573.49001718304,,103503.14408411922,99597.85400798995,113174.59827275327,,112209.18489528123,97244.34701286405
2023-02-07,99522.97554600873,103435.49832518333,,104425.47180296002,100403.89886756087,114098.60732769886,,113222.64489179003,98516.16630376258
2023-02-08,98853.06106860931,103056.19820750385,,104096.18345769143,99728.05467108554,113704.4858655119,,112881.80661315181,97438.91638199403
2023-02-09,98337.98312222229,102709.20183727844,,103792.67947067916,99208.41753449244,113295.28313319902,,112522.25597378305,96594.20058430769
2023-02-10,98483.38137352814,103897.76106102006,,104952.08182242933,99355.10277214277,114549.38396007562,,113761.88293434284,96819.61631683636
2023-02-13,99203.33141042409,103964.02894617271,,104980.55458582027,100081.42541570943,114707.71289742737,,113818.66814020439,97956.1861682177
2023-02-14,99175.22562985173,103866.64247048725,,104938.92258075868,100053.07085803368,114579.63620610209,,113774.83346593422,97911.10302171197
2023-02-15,99381.8100320493,103478.43412936831,,104547.12978530691,100261.48383314887,114149.56065797168,,113346.78519414052,98229.0578444366
2023-02-16,98560.32894164896,103101.58159626268,,104206.62573023172,99432.73143834091,113711.73153870851,,112977.58994536629,96876.56344926463
2023-02-17,98412.88847416754,102393.62695601686,,103352.40337374008,99283.98590792672,112988.88190234803,,112046.50350656865,96634.53813644439
2023-02-21,97197.57217742207,102020.19107124268,,103019.32699046216,98057.91229144686,112554.02205697703,,111690.28797897857,94695.9628366979
2023-02-22,97127.34844937742,101838.14024896965,,102849.7344316794,97987.06698110503,112346.39986778877,,111506.73183059701,94565.45899154975
2023-02-23,97457.61805761444,102231.40455643847,,103268.23048478393,98320.25995652133,112772.7578701655,,111960.31604467281,95068.49199466634
2023-02-24,96820.83348083384,102076.28881659056,,103183.20628578255,97677.83890854991,112567.14077913674,,111870.83820203951,94052.93479969511
2023-02-27,97027.8842782727,102128.37692767408,,103266.10876790273,97886.72240718374,112610.41882201507,,111959.66560642261,94373.26241960427
2023-02-28,96811.19575581796,101655.02925356892,,102824.06227442517,97668.11587562712,112070.4473395026,,111477.63754619111,94024.46123348096
2023-03-01,96584.7401262359,102041.54029435411,,103274.02874246005,97439.65578381611,111991.62777720003,,111968.63017420558,93663.79606143512
2023-03-02,97059.32410738729,102462.13814599624,,103665.64563903275,97918.44052458846,112069.31687547432,,112394.18619484137,94392.24479708038
2023-03-03,98091.51731004396,102996.86678773325,,104187.45406949693,97909.70072020558,112169.3980186171,,112958.35876629422,95906.08940079917
2023-03-06,98140.00222616755,103015.75372147243,,104193.14775226764,97920.40006461824,112177.52600157607,,112965.32377987748,95972.52772196551
2023-03-07,97147.33855310563,102312.05304029207,,103541.98245786715,97920.40006461824,112096.85082734367,,112259.22715073777,94501.39346756793
2023-03-08,97259.18031350963,102083.9889929686,,103325.57475631195,97941.79875344357,112132.0105900883,,112021.84424800816,94655.62528456125
2023-03-09,96082.34928823616,101524.63593815663,,102792.12379690104,97963.19744226888,112162.35433841778,,111442.62596552928,92909.24655676025
2023-03-10,95174.64963053606,101027.97134881938,,102296.65253526733,97984.59613109418,112263.1905784331,,110908.00708908518,91568.61614751087
2023-03-13,95092.21420982754,100643.74434944394,,101823.34165839155,98005.99481991948,112410.96854962986,,111031.12811948812,91438.11230236269
2023-03-14,96132.95949532659,101079.46368693301,,102228.11714772538,98016.69416433213,112415.76336673823,,111036.13000533536,92949.58410889698
2023-03-15,95754.06966262344,99802.04464703574,,100824.35682784022,98070.19088639542,112579.19044903626,,111193.1817766203,92368.24879869148
2023-03-16,96876.86177504221,100178.12964882869,,101209.4417829197,98112.98826404604,112603.52300759769,,111218.67096346787,93988.86927571332
2023-03-17,96139.46528422034,99676.01260129802,,100719.75329765612,98134.38695287135,112695.40146395286,,111308.41581287164,92894.10905984197
2023-03-20,96753.0310945535,100291.72278804918,,101329.09346679038,98145.08629728403,112737.74312924834,,111349.46343737398,93787.34455042995
2023-03-21,97591.32493811168,101243.67239517652,,102314.14882848813,98145.08629728403,112637.22523145383,,111253.62707803854,95018.81854678725
2023-03-22,96500.83154356669,100566.75503349284,,101650.73957005635,98166.48498610934,112692.5373822519,,111307.88993458553,93399.08485718771
2023-03-23,96687.2808807122,100198.73269403107,,101293.73481544836,98209.28236375996,112759.37659127174,,111374.0076108432,93651.57275586057
2023-03-24,97113.10464445717,100409.37791096192,,101467.6140890941,98230.68105258528,112849.33985780383,,111459.07776984842,94266.11877338511
2023-03-27,97229.32951769934,101008.17738134666,,102068.0201711218,98219.98170817262,112787.32592575837,,111399.84492527445,94442.38391019446
2023-03-28,97092.52034771253,101442.12558144686,,102510.73322712962,98241.38039699792,112831.24212244652,,111443.09619229494,94230.38935376158
2023-03-29,98023.73119772298,101892.59405075849,,102961.21357685351,98241.38039699792,112849.85940812207,,111460.24930815045,95600.01710599649
2023-03-30,98409.7208746446,102053.50637030907,,103122.94647201689,98262.77908582323,113037.85337919439,,111517.7280619485,96159.77801343161
2023-03-31,99317.68661043704,102304.70818556321,,103369.7511633906,98241.38039699792,113487.92957115179,,111535.52050537764,97515.1139978171
2023-04-03,99523.72938042159,103574.07219167614,,104658.59744738345,98422.10462223797,114660.43543543965,,111594.92713201103,97886.69996190172
2023-04-04,99235.19925739625,103043.97537041927,,104110.74312317514,98142.70609745692,114085.57177521283,,111666.5861527639,97343.61278362424
2023-04-05,99122.43106967957,103533.817130177,,104571.16950043984,98034.49164721364,114610.10632506156,,111782.08648012893,97088.74292364312
2023-04-06,99333.11692937167,103140.64259270205,,104163.45506895655,98238.90118280958,114322.2378158876,,111792.24902816759,97467.4747716524
2023-04-10,99392.41527309705,103379.97831827284,,104410.53940763984,98296.58547260766,114563.4179262464,,111750.35155062354,97567.51714659826
2023-04-11,99411.69241700677,103674.86592061767,,104703.46894928096,98315.48307862067,114909.06536416267,,111780.24799878766,97593.71872098884
2023-04-12,99206.39012241134,103699.63728155657,,104730.68212715366,98116.94701294796,114902.00231091703,,111791.13265597018,97195.93118251364
2023-04-13,99932.47337567301,103959.15309555888,,104993.02092509305,98821.7301352556,115294.29369499898,,112123.62131489239,98486.9542115768
2023-04-14,99802.66457270534,103974.52905099756,,105021.50227975218,98695.93837900471,115202.08468421036,,112090.45496309659,98246.37611944509
2023-04-17,100003.29749427486,103965.22924325934,,104995.29470746535,98890.79961606103,115104.10574886942,,111969.74554572116,98598.90639306381
2023-04-18,100043.09313242842,104056.3918512488,,105128.24188904504,98929.57974802352,115207.51640276684,,112126.93680355905,98663.21934838613
2023-04-19,100039.21320038814,104042.7050148634,,105070.20366764176,98926.0363854874,115168.25082739205,,112047.54077851016,98646.54561922849
2023-04-20,99784.67891650912,103883.81734856477,,104886.80458343455,98680.89687874334,114971.0862628776,,111846.73398859095,98108.22236356747
2023-04-21,99820.81122454746,103844.65633437425,,104781.6241764115,98715.69721746596,114905.38230208048,,111693.7316514566,98184.44512543098
2023-04-24,99881.28002932423,104201.71995029626,,105092.32092034484,98774.5131775074,115363.95553360574,,112110.41667058515,98286.86946168508
2023-04-25,99033.0711922111,103522.80399700721,,104329.81576138282,97952.30863214079,114634.72347397242,,111340.17892489946,96726.6848047914
2023-04-26,98820.12374448775,102880.32034077468,,103838.91217854903,97746.33720295176,113977.92223727061,,110769.17367288272,96316.98745977505
2023-04-27,99881.40145496611,103443.55025300627,,104426.23787544086,98775.6725016588,114441.09458418647,,111239.27944187571,98234.46631290391
2023-04-28,100334.7354027837,103930.52825072086,,104938.4962578132,99214.99741202375,115015.28682592219,,111786.70961490397,99072.91669340248
2023-05-01,100282.47373999063,103834.85629167245,,104831.95887505147,99164.42373625217,114792.06023566617,,111586.96211699412,98972.87431845661
2023-05-02,99672.85224385328,102815.51158321612,,103815.20731389552,98573.25285688955,113479.91819759917,,110355.40251321899,97860.49838751105
2023-05-03,99097.70369885913,102342.50895059013,,103341.96742290386,98003.92676705593,112908.99017534734,,109806.8306310416,97188.78529858889
2023-05-04,98526.19586996459,102015.8051440714,,102979.73615098532,97438.72687524025,112525.89268508626,,109414.32334906656,96500.39848050907
2023-05-05,100030.1431898813,102886.48502703485,,103896.46828434932,98926.0745886699,113504.55857278063,,110365.01032535522,98286.86946168504
2023-05-08,100054.01649865416,102807.7438353467,,103835.11000944959,98949.68439916332,113468.05551531963,,110315.29026427204,98313.07103607563
2023-05-09,99695.09374433983,102742.67654102058,,103774.78900666468,98594.72320414163,113416.88561770115,,110296.24281900514,97881.93603928517
2023-05-10,100080.13104331544,102611.04081862546,,103649.62299272101,98975.51070822004,113197.54955387108,,110040.24892652407,98339.27261046623
2023-05-11,99948.23560255165,102321.76510947658,,103363.49347105049,98845.07104478643,112859.68543932734,,109691.69883953032,98167.77139627333
2023-05-12,99844.40534398994,102408.88980935159,,103420.9947853075,98742.38679806353,112936.09691897391,,109746.24157462764,98039.14548562866
2023-05-15,100129.64667878546,102491.05217459053,,103594.79648423119,99024.47982184525,113078.59399049715,,109947.83659114678,98377.38399139798
2023-05-16,99577.3808378976,101815.35604555077,,103070.35406129752,98478.30953730672,112215.77578158873,,109141.8683322167,97719.96267032523
2023-05-17,100575.38603252493,102436.75825522911,,103740.33844585589,99465.29939031706,112870.78916618129,,109847.79962599174,98906.17940182607
2023-05-18,101381.97302246542,102803.39398742969,,104261.86886751295,100262.98379008482,113174.41573579663,,110221.86503545969,99858.96392511991
2023-05-19,101260.64920205997,102905.08552561882,,104323.5474118617,100142.99906424043,113354.60295333524,,110415.02916676339,99713.6642853176
2023-05-22,101296.43122433354,102846.4076379717,,104300.2444557764,100178.38614748842,113227.81946101207,,110314.90776748343,99754.15762755762
2023-05-23,100361.44856411479,102558.61266599424,,103959.24300102059,99253.72322654931,113254.05300673876,,110365.11083461613,98634.63581268734
2023-05-24,99763.44841846057,102279.5805340891,,103679.38957675513,98662.32342318473,113157.00083529289,,110303.6327820177,97920.04742021696
2023-05-25,100485.58974972671,102258.42047271549,,104044.01903435728,99376.49422132893,112753.12988466595,,110021.73971949118,98768.0256459485
2023-05-26,101559.77706114728,102566.10863746531,,104565.55302583308,100438.82534176008,112826.98679621324,,110142.84639267769,100047.1388684705
2023-05-30,101593.56113689454,102359.59138212276,,104472.04589536169,100472.23653053482,112506.39877943961,,109859.8607862554,100085.25024940225
2023-05-31,101134.15873924577,102000.46966043994,,104028.80946161742,100017.90472207438,112369.33237939104,,109323.55962155967,99530.25326458357
2023-06-01,101934.34963594345,102500.29869404204,,104562.10961676313,100809.26362457665,112759.28438169943,,109850.56859404239,100475.89190395272
2023-06-02,103093.57640605196,103534.40475875116,,105482.48876598831,101955.69559266102,113820.81660992204,,110968.64795168058,101928.88830197587
2023-06-05,102938.28860300066,103353.65158293929,,105257.3584716873,101802.12175684034,113627.60087682096,,110740.33436208624,101733.56747470061
2023-06-06,103119.29588019419,103485.37515087907,,105419.8867620648,101981.13119173386,113493.30774868364,,110984.92347740149,101955.08987636643
2023-06-07,102841.43408504105,103904.47312323928,,105677.83060246,101706.33625696623,113441.3459575972,,111713.62727605186,101602.55960274773
2023-06-08,103342.41731858664,104076.67913415807,,105892.36567303623,102201.78995871019,113874.48338688194,,111738.58538826279,102217.10562027224
2023-06-09,103490.59143157641,104022.44569729546,,105880.69045754202,102348.32862082038,113871.55275414753,,111605.45633533587,102400.5166410063
2023-06-12,104231.00333505898,104199.6609406867,,106225.56828985838,103080.56833231632,114202.60612302295,,112252.4480671821,103329.48155121782
2023-06-13,104776.04111477756,104548.58369093473,,106586.4325665276,103619.59033439157,114622.56873863754,,112608.96355349367,104010.72248537291
2023-06-14,104879.01559241058,104383.80322768749,,106560.44074465528,103721.42824574711,114709.74984474247,,112858.88264908393,104134.58447340112
2023-06-15,105910.88724312853,105112.75487171263,,107175.32649625101,104741.91075861413,115604.89607049167,,113576.00385661027,105425.60750246428
2023-06-16,105630.90599950231,104934.54105230255,,106909.27531089517,104465.0197684871,115531.93925449454,,113353.68813477298,105067.92433194745
2023-06-20,105205.05217065813,104605.4521502608,,106638.07890909734,104043.86624123341,115084.73289118752,,113030.06160440964,104522.81245037272
2023-06-21,104781.33232930914,104354.90603442423,,106195.44835283703,103624.82314788882,115114.03824902549,,112699.05706319101,103987.26393514137
2023-06-22,105088.42343748816,104656.62090893193,,106493.09499854766,103928.52478126116,115371.60793839666,,112982.90240635976,104362.62606412047
2023-06-23,104466.3797720502,104232.21094362153,,106076.20582934811,103313.34683507234,114912.08418738494,,112532.50310840386,103573.6483407886
2023-06-26,104133.30624723721,104077.52403873393,,105861.23750740249,102983.94956232612,114925.14423989362,,112380.07726299445,103150.46938009243
2023-06-27,105035.56117362094,104670.19974849749,,106611.49656226585,103876.2459771778,115370.35455992949,,113087.39628290929,104281.33745020145
2023-06-28,105079.6548945718,104559.58935867398,,106616.88687367289,103919.85301990087,115155.19275917232,,113029.94727388871,104333.93596509022
2023-06-29,105412.5616177646,104712.11882521315,,106746.56623884664,104249.08533207627,115390.6024355319,,113196.6229995458,104745.16071785716
2023-06-30,106397.74183880046,105386.50467225586,,107395.03391866937,105223.39176533282,116090.32121009985,,113885.131547354,105981.22581774375
2023-07-03,106499.61666574607,105454.73162368381,,107404.57661902648,105324.14216324038,116130.68824656756,,113933.06734512848,106103.15873862233
2023-07-05,106334.612080501,105325.3852547706,,107225.92629910518,105160.9587928393,115921.80611383385,,113753.05950934676,105945.36319395593
2023-07-06,105520.4292371701,105048.928989431,,107024.79178706033,104355.76237784191,115627.25460952356,,113501.3065589151,105115.74116366456
2023-07-07,105259.94691805249,104676.79616906703,,106839.98452649933,104098.15509559355,115470.02152600817,,113228.14522898335,104850.35774763474
2023-07-10,105521.17981865532,104866.08710041163,,107005.72545496162,104356.50467488982,115683.03676351692,,113442.76840466325,105115.74116366456
2023-07-11,106179.12250861683,105135.43029187566,,107242.5069549189,105007.18541518076,115999.43312653646,,113715.18392448935,105785.1768077037
2023-07-12,107015.72079028864,105474.11935715177,,107664.95477117355,105834.54986127895,116464.37713555436,,114094.14427640125,106636.31641226778
2023-07-13,107847.98615904801,105912.19551617376,,108173.63649743712,106657.62921838003,116995.57236483601,,114572.30181413845,107482.67433366016
2023-07-14,107782.49735089853,105989.46944749486,,108122.77971789539,106592.86323371656,116906.61454697512,,114317.22165686963,107415.73076925623
2023-07-17,108149.01768955562,106160.07830298007,,108490.04219015366,106955.33815581509,117289.35292927995,,114683.63569967145,107788.7020566495
2023-07-18,108935.50210324422,106568.24396472557,,108936.08675742152,107733.14185868188,117750.04428758127,,115161.48604759289,108589.63398791064
2023-07-19,109173.09070698712,106633.843900085,,108944.4935852527,107968.10811171094,117789.12317643131,,115176.62923638473,108831.1089880819
2023-07-20,108465.49176189279,106289.9282778952,,108431.16870053194,107268.31919020167,117194.9722144638,,114579.78260433362,108109.07482915395
2023-07-21,108465.49176189279,106296.72127554247,,108405.24729760698,107268.31919020167,117188.66304271396,,114562.8412380972,108109.07482915395
2023-07-24,108939.96045762788,106523.22232252511,,108613.59549264629,107737.55100460765,117349.29957512634,,114785.27672896895,108592.02482949648
2023-07-25,109231.28995874249,106795.09562243424,,108969.27845520212,108025.66499743116,117703.56257973683,,115158.56861970514,108888.4891861424
2023-07-26,109247.9745584311,106672.43192999416,,108757.25425475146,108042.16544320324,117416.16310456407,,114910.24864698638,108905.22507724336
2023-07-27,108540.37190568387,106395.22901880962,,108570.03613852011,107342.37285496376,117190.19432199626,,114720.69814758944,108183.1909183154
2023-07-28,109580.61884769637,106929.26796999334,,109135.70856449638,108371.13821802857,117828.32530089225,,115328.35806263427,109242.33374084882
2023-07-31,109785.07431749618,107132.22706317855,,109357.0156135231,108573.33703940868,117945.93055512285,,115562.83806742448,109450.33695881812
2023-08-01,109478.21495490734,107076.37947530636,,109347.28143245624,108269.86459376726,117869.51466809722,,115542.44040209388,109137.13671107122
2023-08-02,107987.99457799995,106250.29102331056,,108410.33481119935,106796.09231414896,116994.98053565668,,114541.39241376334,107618.95230405383
2023-08-03,107686.11997526388,106137.40114213784,,108315.22370064576,106497.54960977628,116809.58694030563,,114457.0795850068,107310.53373947863
2023-08-04,107209.9609309216,105831.2737231401,,107966.3885185158,106026.64610374752,116430.09579600702,,114100.86256508128,106825.19289755021
2023-08-07,108125.80605081373,106207.26364625712,,108271.0365494921,106932.38271226297,116961.43715368683,,114406.50013693419,107757.62111603333
2023-08-08,107666.12368224445,105968.08780671608,,108017.35737703815,106477.77402302159,116696.2453390546,,114143.15014782232,107289.01616520592
2023-08-09,106961.93918253935,105694.36527284584,,107679.57910280178,105781.36186044199,116339.92072104056,,113770.54279893957,106571.76368944967
2023-08-10,107000.75967581526,105711.2427079128,,107713.63773446826,105819.75387799706,116367.76987372599,,113813.1005065668,106610.01715482332
2023-08-11,106939.94846520631,105677.40530904506,,107612.14343206317,105759.61386255082,116294.85681199358,,113824.36039626919,106547.85527359109
2023-08-14,107517.92917065976,105984.22334811561,,108025.15093959733,106331.2151874631,116643.10598854742,,114138.58961338791,107136.00230371123
2023-08-15,106292.40098780986,105331.70831855721,,107420.77621135791,105119.21359913197,115950.4134500531,,113406.5081026152,105887.98299589535
2023-08-16,105529.5258620019,104886.54222458162,,106957.77043718206,104364.75859995974,115475.78303578164,,112915.1081993871,105110.95948049276
2023-08-17,104743.5219903406,104512.75766517056,,106638.90031588005,103587.43013520537,115001.05890555323,,112661.77562277034,104310.02754923161
2023-08-18,104793.10743952589,104573.12530569415,,106704.11167916653,103636.46829198682,115048.46010565852,,112754.27063293774,104360.23522253455
2023-08-21,105460.63697703379,104998.67553767942,,107122.01937800666,104296.63006634612,115425.44531713129,,113089.38310930811,105039.23423291712
2023-08-22,105181.31773660172,104881.15332927693,,107011.15689009616,104020.3937726463,115291.13041938453,,112948.61848374068,104754.72408420048
2023-08-23,106328.32435913589,105529.90045172974,,107640.83739837428,105154.74047131215,115991.76510403704,,113542.2244627072,105921.45477809734
2023-08-24,104968.48882323562,104679.70663798487,,106792.9911704669,103809.91392840262,115086.89388245271,,112701.41062658068,104453.47804438288
2023-08-25,105653.0056801931,105099.62433995339,,107204.00939069694,104486.87552706829,115540.73941163918,,113122.66346778176,105189.85725282597
2023-08-28,106272.92447699637,105523.67875623218,,107648.58730916021,105099.95205756037,116009.64348763357,,113601.2006144028,105856.90205527926
2023-08-29,107689.3096274995,106331.69851652447,,108467.313355593,106500.70405667508,116888.8329240168,,114411.85384090808,107387.04067022595
2023-08-30,108100.35323200034,106574.98286123613,,108720.3641004287,106907.21082534837,117131.82950412712,,114662.4517290672,107829.34636360894
2023-08-31,107959.8697381941,106622.58453657672,,108815.70049037557,106768.27789829686,117202.81731827043,,114749.59547933115,107671.55081894259
2023-09-01,108146.99245895096,106772.34555348264,,109009.62257238769,106953.33527840766,117250.29375543167,,115007.62847988827,107872.38151215434
2023-09-05,107717.58990760791,106637.64535317969,,108921.70496964607,106528.6721971793,117127.20743438706,,114927.76833510597,107406.16740291278
2023-09-06,107049.49692250442,106311.54979155846,,108613.14070850774,105867.9531941978,116746.10912107733,,114654.4833634665,106684.13324398482
2023-09-07,106750.79003053259,106011.13568866556,,108303.29428606527,105572.54323742844,116390.4814970195,,114388.18929376244,106356.58794672278
2023-09-08,106900.03099893249,106109.85359042228,,108425.5546505859,105720.1369796826,116479.27065098274,,114555.10618988592,106516.774332975
2023-09-11,107548.66544159863,106401.39946003228,,108681.35780738103,106361.61221114524,116899.82732779667,,114762.21066696537,107217.29091763028
2023-09-12,107007.08065316605,105997.71230634,,108348.67562380678,105826.00508845155,116300.67847390569,,114417.83281162882,106629.14388751014
2023-09-13,107123.09468348064,106016.48195156001,,108341.50723567788,105940.73863026452,116375.71632203476,,114414.86754771479,106753.46764997457
2023-09-14,107977.99588950594,106538.76728720039,,108893.39050384733,106786.20398476935,116930.97942706554,,115038.90219095413,107673.94166052844
2023-09-15,106783.79554702643,105789.37121225813,,108125.80291099349,105605.18446018775,116121.12139916512,,114238.46194212222,106381.25402027988
2023-09-18,106842.47147605523,105879.3676742983,,108236.53079749817,105663.2127619232,116244.37446972592,,114387.45781841573,106443.63786683077
2023-09-19,106638.94923286303,105839.04346057153,,108177.59960784714,105461.9368667936,116196.91855824339,,114274.6329498284,106222.89502518914
2023-09-20,105735.34092731775,105244.64178458121,,107540.31517225014,104568.30201051204,115557.359318093,,113629.01811362478,105246.34788879618
2023-09-21,104127.40773412689,104481.7290139394,,106757.50505622935,102978.11615322248,114745.65271255777,,112799.46512694981,103506.79832151147
2023-09-22,103912.2689646148,104425.03511604984,,106722.94252882943,102765.35194754433,114714.85489525064,,112770.91175134531,103274.05858630234
2023-09-25,104260.06534772675,104614.21843380986,,106935.3363690121,103109.30957711696,114917.16032184834,,113044.09365150087,103708.34613344517
2023-09-26,103029.392238651,103877.88575289283,,106176.13453514494,101892.21984895777,114088.974187507,,112277.868924835,102184.74065037508
2023-09-27,103069.06766311645,103979.62259928361,,106348.17830136,101931.45736151992,114182.34117175819,,112572.44996701439,102225.53008850453
2023-09-28,103556.60397749658,104424.46343950061,,106789.38724106524,102413.61256257267,114615.17641061232,,112993.09289712616,102818.17663073809
2023-09-29,103356.50831409408,104261.04365919216,,106643.65987163832,102215.7254268415,114445.17693168612,,112755.00702044126,102568.6412445345
2023-10-02,103326.56412821569,104433.35708115585,,106798.22721111319,102186.1117456926,114642.15195384214,,112775.25981241188,102527.85180640507
2023-10-03,102217.67220526669,103735.5411272608,,106113.59761933805,101089.45906098942,113895.26054053978,,112121.45768485863,101155.40718228524
2023-10-04,102818.98339677793,104202.36566773534,,106544.4419309535,101684.13336500921,114346.3963408068,,112369.46510753226,101892.01644732857
2023-10-05,102800.95940668765,104135.59156559483,,106476.3451607492,101666.30831216817,114287.37343663702,,112269.19381228814,101853.62638791262
2023-10-06,103783.38035898791,104950.36141873512,,107315.02463019239,102637.88593172874,115191.33466833751,,113089.09225185483,103062.91325951471
2023-10-09,104320.40855874687,105409.40493194232,,107819.65897223931,103168.98675845383,115739.10461577006,,113741.82972395314,103722.74240572617
2023-10-10,104757.4516049919,105685.86628426057,,108075.07136219049,103601.20600369899,116005.1840189154,,113994.70572417075,104262.60261626281
2023-10-11,105107.31712384702,106012.72419675793,,108432.30776027832,103947.20993122077,116387.95033995234,,114439.7264883898,104689.6920272651
2023-10-12,104600.50414627645,105637.00507424078,,108102.18606104101,103445.99083042951,116041.44044911278,,114192.98395882601,104051.45728947513
2023-10-13,104185.60089591914,105220.23263174071,,107643.93126056666,103035.66701619666,115563.21726435196,,113584.19074484824,103533.19148735996
2023-10-16,105070.14796111263,105882.45944124946,,108293.80746842542,103910.45101787918,116276.55474486356,,114253.30548089708,104622.50942328724
2023-10-17,105068.50591332844,105899.99632830833,,108289.44567060345,103908.82709396588,116343.80512085807,,114232.76896877088,104617.71066586023
2023-10-18,103943.83099103779,105154.89458374972,,107540.02373708028,102796.5656125509,115555.3605951868,,113471.22555013363,103223.67163331895
2023-10-19,103217.56237285257,104917.2671753869,,107271.7688456403,102078.31308183505,115266.33699691262,,113175.34628281875,102316.70647961741
2023-10-20,102201.05109320662,104277.27611031123,,106582.19309234072,101073.02140211014,114546.12177190986,,112423.82568402005,101059.43203374541
2023-10-23,102060.64871454581,104384.72821206819,,106663.36648508564,100934.16869490707,114557.51952990291,,112484.6745299713,100884.27738766019
2023-10-24,102682.17578145143,104868.64364169943,,107130.62190430413,101548.83574444702,115018.16520980041,,112949.44972580775,101644.88043983845
2023-10-25,102222.08562997564,103556.02738295175,,105916.88161216602,100427.79264692297,113736.59960145789,,111775.61834876875,100186.0581820328
2023-10-26,101886.06387153569,102658.49559751307,,105031.7585703971,99512.22171093272,112847.35124488265,,110858.19583342512,98986.36882528469
2023-10-27,101770.82796685417,102649.1169422281,,105063.34204402217,99172.51596372902,112699.97842047738,,110899.95933274626,98537.68500586091
2023-10-30,102143.61233330326,103417.9521379948,,105801.69767445445,100087.65014554808,113621.47013971904,,111647.55881976937,99715.77995418753
2023-10-31,102336.05788891572,103739.04293900773,,106137.84287926527,100571.47630006379,113964.0312489459,,112007.35148800736,100342.01779841002
2023-11-01,102685.0743407194,104521.19149935132,,106944.17427571342,101404.03930857586,114801.25497220347,,112857.46624167403,101412.14070462932
2023-11-02,103299.0243782454,105370.50349974287,,107839.13107548135,102907.53155385557,115718.55748306582,,113822.48011658865,103355.63746256122
