ticker,entry_date,exit_date,entry_price,exit_price,shares,dollars_in,dollars_out,pnl,return_pct
DASH,2023-02-13,2023-02-27,58.05,54.19,1.179899236605194,68.56164383561644,63.87480089200382,-4.686842943612618,-6.835954742931491
VC,2023-02-13,2023-02-27,155.4,166.53,0.44075386541139966,68.56164383561644,73.32534246575342,4.763698630136986,6.948051948051948
ALSN,2023-02-13,2023-02-27,45.25,47.68,1.5136607886172708,68.56164383561644,72.0991750548702,3.537531219253765,5.159635944166331
DKNG,2023-02-13,2023-02-27,16.15,18.8,4.241061961915264,68.56164383561644,79.65223291912297,11.09058908350653,16.17608397794159
RBLX,2023-02-13,2023-02-27,34.61,36.65,1.978998864054652,68.56164383561644,72.4577780592354,3.896134223618958,5.682673293190488
POOL,2023-02-13,2023-02-27,372.36,356.09,0.18394336310272721,68.56164383561644,65.43489177508287,-3.126752060533562,-4.5604975108681325
HASI,2023-02-13,2023-02-27,34.64,31.8,1.9772849504887848,68.56164383561644,62.81478376411781,-5.746860071498624,-8.382033670717274
ED,2023-02-13,2023-02-27,92.39,90.85,0.7413480970335697,68.56164383561644,67.2841231408843,-1.2775206947321323,-1.8633168974115017
ES,2023-02-13,2023-02-27,80.08,77.09,0.8553090744871567,68.56164383561644,65.8698407756627,-2.6918030599537417,-3.9261063611712914
BLMN,2023-02-13,2023-02-27,24.21,26.37,2.829126422343309,68.56164383561644,74.52945969343587,5.967815857819431,8.704306845570798
WST,2023-02-13,2023-02-27,272.8,312.96,0.2510745992849395,68.56164383561644,78.49773028562245,9.936086450006016,14.4921940229858
DTM,2023-02-13,2023-02-27,54.32,50.67,1.2609195634192103,68.56164383561644,63.82690348417294,-4.734740351443499,-6.905815098009499
HSIC,2023-02-13,2023-02-27,88.08,78.36,0.7776243265773332,68.56164383561644,60.87370758836923,-7.687936247247208,-11.21317374723369
TXRH,2023-02-13,2023-02-27,101.24,102.2,0.6765423813209355,68.56164383561644,69.07348873962862,0.5118449040121789,0.7465470128449362
AWK,2023-02-13,2023-02-27,151.05,139.78,0.4534468764311917,68.56164383561644,63.31942158316443,-5.2422222524520095,-7.645998490089845
BJRI,2023-02-13,2023-02-27,32.4,32.83,2.1139861322509725,68.56164383561644,69.33276255707763,0.7711187214611925,1.1247086247086324
QSR,2023-02-13,2023-02-27,67.66,65.3,1.0123137848792716,68.56164383561644,66.03798606246382,-2.523657773152621,-3.6808594893135136
HTGC,2023-02-13,2023-02-27,14.25,16.01,4.806536890170632,68.56164383561644,76.87570295602019,8.314059120403755,12.126399915873609
FBIN,2023-02-13,2023-02-27,63.5,61.18,1.07863229425089,68.56164383561644,65.92473303850717,-2.636910797109266,-3.846043720059469
KNSL,2023-02-13,2023-02-27,293.0,317.04,0.2337650194024966,68.56164383561644,74.03874888961616,5.477105053999722,7.988584794045549
NMIH,2023-02-13,2023-02-27,23.03,23.29,2.9740838334750976,68.56164383561644,69.19714606915338,0.6355022335369398,0.9269063546093229
JAKK,2023-02-13,2023-02-27,19.1,19.55,3.5860288316718063,68.56164383561644,70.03675679552464,1.475112959908202,2.151513408057917
TOST,2023-02-13,2023-02-27,23.57,19.02,2.9059461470060035,68.56164383561644,55.21582462033813,-13.345819215278304,-19.465430623682643
TWLO,2023-02-13,2023-02-27,64.18,63.77,1.0672039682912355,68.56164383561644,67.98754146087416,-0.5741023747422815,-0.8373521150087224
SCL,2023-02-13,2023-02-27,108.77,104.77,0.6297062672145951,68.56164383561644,65.90835129045706,-2.653292545159374,-3.8699371787539323
AVNT,2023-02-13,2023-02-27,38.02,43.26,1.801503174248593,68.56164383561644,77.85509429067613,9.293450455059698,13.554882781605555
TPG,2023-02-13,2023-02-27,32.44,32.18,2.111379490904177,68.56164383561644,67.87624782527912,-0.685396010337314,-0.9996784965958827
ATR,2023-02-13,2023-02-27,109.4,116.69,0.6260799879792642,68.56164383561644,72.98421652350304,4.4225726878866,6.45050561869574
HUBS,2023-02-13,2023-02-27,348.73,388.58,0.19640739450271413,68.56164383561644,76.2436653705088,7.682021534892357,11.204546894048791
FSLY,2023-02-13,2023-02-27,11.1,13.77,6.170554115759596,68.56164383561644,84.88356164383562,16.321917808219183,23.806193806193814
NWE,2023-02-13,2023-02-27,56.47,57.9,1.2129121778808485,68.56164383561644,70.15738748420182,1.5957436485853833,2.3274582686659935
AEE,2023-02-13,2023-02-27,85.5,83.9,0.8010894816951053,68.56164383561644,67.14419610670512,-1.4174477289113128,-2.067406277932584
AL,2023-02-13,2023-02-27,43.48,42.79,1.5752794545752418,68.56164383561644,67.33880165341333,-1.2228421822031095,-1.7835660199965433
WAB,2023-02-13,2023-02-27,103.28,104.22,0.6631792281654871,68.56164383561644,69.04742262024766,0.48577878463122204,0.7085284970645197
KBR,2023-02-13,2023-02-27,52.44,55.42,1.3061241549376719,68.56164383561644,72.31301526597913,3.7513714303626955,5.471530757571964
NMRK,2023-02-13,2023-02-27,8.69,7.98,7.88183552185633,68.56164383561644,62.83415041694911,-5.727493418667329,-8.353786604649653
TXG,2023-02-13,2023-02-27,43.37,47.73,1.5792748601552111,68.56164383561644,75.30341028613302,6.741766450516579,9.833145871882323
KPTI,2023-02-13,2023-02-27,48.6,45.6,1.409324088167315,68.56164383561644,64.20091324200914,-4.3607305936073,-6.360306360306353
HAS,2023-02-13,2023-02-27,57.6,55.29,1.189117199391172,68.56164383561644,65.68054366438356,-2.881100171232873,-4.202204045954041
SBLK,2023-02-13,2023-02-27,22.8,23.97,3.004085556356645,68.56164383561644,71.93592285508291,3.3742790194664707,4.921525842578469
WSO,2023-02-13,2023-02-27,295.02,304.99,0.23216443185184568,68.56164383561644,70.73702224042393,2.175378404807489,3.172879591427507
USFD,2023-02-13,2023-02-27,36.37,37.9,1.8832320782219278,68.56164383561644,71.30312126884645,2.741477433230017,3.998558494021803
KHC,2023-02-13,2023-02-27,39.82,39.66,1.7200690779741714,68.56164383561644,68.14972169282318,-0.41192214279325867,-0.6008055229552025
CROX,2023-02-13,2023-02-27,116.44,123.58,0.5882269897366155,68.56164383561644,72.62039830025928,4.0587544646428455,5.919861656721833
STNG,2023-02-13,2023-02-27,57.35,61.82,1.1943007965986312,68.56164383561644,73.75784357048165,5.196199734865218,7.578872740163055
ASC,2023-02-13,2023-02-27,16.21,18.37,4.225364015109902,68.56164383561644,77.54231702061132,8.980673184994885,13.098684165926604
VMC,2023-02-13,2023-02-27,185.21,181.59,0.36981345869516496,68.56164383561644,67.08727153849054,-1.4743722971258961,-2.1504331206831253
ETR,2023-02-13,2023-02-27,52.88,53.04,1.2952562534971919,68.56164383561644,68.63169129380556,0.07004745818912284,0.10216712183428506
GLOB,2023-02-13,2023-02-27,163.35,166.29,0.41930303449606066,68.56164383561644,69.65617570474357,1.0945318691271382,1.596420108816805
RL,2023-02-13,2023-02-27,120.17,119.1,0.5699687999078931,68.56164383561644,67.81540078496103,-0.7462430506554085,-1.0884264275293671
BIDU,2023-02-13,2023-02-27,145.57,139.36,0.4705169381392561,68.56164383561644,65.50566925858766,-3.0559745770287776,-4.45726561684517
PERI,2023-02-13,2023-02-27,31.8,34.04,2.1538726630481606,68.56164383561644,73.24450762470923,4.682863789092792,6.830150981094382
RNG,2023-02-13,2023-02-27,41.79,33.95,1.6389842231378682,68.56164383561644,55.587870861155096,-12.97377297446134,-18.9227857569566
ADP,2023-02-13,2023-02-27,226.66,221.6,0.3021845525674204,68.56164383561644,66.89713275209142,-1.6645110835250136,-2.427758423522997
EFX,2023-02-13,2023-02-27,206.94,199.69,0.33098072235880693,68.56164383561644,66.02744690738233,-2.5341969282341097,-3.6962312839378626
RHI,2023-02-13,2023-02-27,84.38,79.68,0.8117225727059909,68.56164383561644,64.61337653862014,-3.948267296996292,-5.758711542072514
BAH,2023-02-13,2023-02-27,96.94,95.36,0.7065519979877399,68.56164383561644,67.30942172958277,-1.2522221060336705,-1.8264178569522067
HLT,2023-02-13,2023-02-27,147.93,145.09,0.4630105501583959,68.56164383561644,67.11102252175918,-1.4506213138572548,-2.115791326904687
MOH,2023-02-13,2023-02-27,303.31,285.89,0.22581896635432894,68.56164383561644,64.49482490674805,-4.066818928868386,-5.931624012135709
CI,2023-02-13,2023-02-27,296.16,296.36,0.2312707681149767,68.56164383561644,68.47086543371594,-0.09077840190049358,-0.1324040627120086
INSP,2023-02-13,2023-02-27,263.89,264.14,0.25955189921911215,68.56164383561644,68.48948062107655,-0.07216321453988428,-0.105253040188043
GRMN,2023-02-13,2023-02-27,95.95,98.38,0.713842112401579,68.56164383561644,70.15755923104928,1.59591539543284,2.327708768563383
A,2023-02-13,2023-02-27,153.27,142.18,0.4468790414623312,68.56164383561644,63.47372485299914,-5.087918982617296,-7.420940773847405
AEIS,2023-02-13,2023-02-27,94.14,93.14,0.7275669288817879,68.56164383561644,67.69781817229367,-0.8638256633227712,-1.2599255429083376
WNC,2023-02-13,2023-02-27,27.38,26.43,2.5015759928755115,68.56164383561644,66.05053683820806,-2.511106997408376,-3.6625536625536754
ANF,2023-02-13,2023-02-27,30.48,28.73,2.2471506130226873,68.56164383561644,64.49607647502967,-4.065567360586769,-5.929798547908774
COMM,2023-02-13,2023-02-27,8.49,7.52,8.06750891459735,68.56164383561644,60.60699937073431,-7.954644464882129,-11.602178739987922
ACGL,2023-02-13,2023-02-27,64.3,69.21,1.0652122968107545,68.56164383561644,73.64961971921004,5.0879758835936,7.421023766280375
LYFT,2023-02-13,2023-02-27,10.3,10.0,6.649820454847719,68.56164383561644,66.43170634392871,-2.129937491687727,-3.106602135728353
DTE,2023-02-13,2023-02-27,113.68,111.54,0.6025083628160759,68.56164383561644,67.1365790057166,-1.4250648298998385,-2.078516135518246
AEP,2023-02-13,2023-02-27,90.65,90.07,0.7555780549909707,68.56164383561644,67.98686049762368,-0.5747833379927556,-0.8383453281412819
MDU,2023-02-13,2023-02-27,11.7229,12.1983,5.842679770784661,68.56164383561644,71.19948988731457,2.6378460516981335,3.8474078276516237
WTRG,2023-02-13,2023-02-27,45.79,43.43,1.4958102355302798,68.56164383561644,64.89807549055097,-3.663568345065471,-5.34346631747811
FORM,2023-02-13,2023-02-27,31.07,30.35,2.204478618761877,68.56164383561644,66.83902015334354,-1.7226236822728964,-2.5125180580603685
AEO,2023-02-13,2023-02-27,15.58,14.6,4.396222765399968,68.56164383561644,64.1206675224647,-4.440976313151737,-6.477348069132403
BOOT,2023-02-13,2023-02-27,80.84,76.02,0.847268068838836,68.56164383561644,64.34490927453517,-4.216734561081267,-6.150282177001649
TPR,2023-02-13,2023-02-27,44.53,43.19,1.538134980573355,68.56164383561644,66.36561776115224,-2.1960260744642,-3.202995073644088
COMP,2023-02-13,2023-02-27,3.73,3.58,18.362774982555365,68.56164383561644,65.67299570311066,-2.8886481325057787,-4.213213060398039
EBAY,2023-02-13,2023-02-27,48.2,45.8,1.4210197237537656,68.56164383561644,65.01762064457454,-3.5440231910419016,-5.16910475416701
CMG,2023-02-13,2023-02-27,31.788,29.895,2.1546857520111837,68.56164383561644,64.34991622581796,-4.211727609798473,-6.142979330974796
LUMN,2023-02-13,2023-02-27,3.92,3.4,17.472742521666202,68.56164383561644,59.347917249091424,-9.213726586525013,-13.438602214112407
VTR,2023-02-13,2023-02-27,50.75,49.33,1.34961873270801,68.56164383561644,66.51011539240164,-2.051528443214792,-2.992239287805791
DEA,2023-02-13,2023-02-27,40.175,37.575,1.7048699610437215,68.56164383561644,63.99642829743163,-4.565215538184809,-6.658556129620201
HGV,2023-02-13,2023-02-27,45.77,47.69,1.4964638559084882,68.56164383561644,71.29499492698753,2.733351091371091,3.9867058875142787
CBT,2023-02-13,2023-02-27,75.99,79.31,0.9013442648365774,68.56164383561644,71.41412803054477,2.852484194928337,4.160466458137235
KOP,2023-02-13,2023-02-27,33.41,35.21,2.0500793380703835,68.56164383561644,72.11111019996476,3.5494663643483193,5.177043848100446
MSI,2023-02-13,2023-02-27,272.0,262.94,0.2518130539887188,68.56164383561644,66.14551269137792,-2.41613114423852,-3.5240274431450938
IDCC,2023-02-13,2023-02-27,72.36,73.88,0.9465609547392414,68.56164383561644,69.86199141279901,1.3003475771825777,1.8966108518347287
RBC,2023-02-13,2023-02-27,239.3,233.45,0.286222944776145,68.56164383561644,66.75192771153306,-1.80971612408338,-2.639545995166568
MIDD,2023-02-13,2023-02-27,152.65,154.5,0.44869407589211596,68.56164383561644,69.25391149060658,0.6922676549901468,1.0097010752104039
CPK,2023-02-27,2023-03-10,128.33,123.81,0.9014046679214635,115.79293829539577,111.49130902342104,-4.301629271974733,-3.714932305285301
DKNG,2023-02-27,2023-03-10,18.55,18.55,6.235970945248594,115.79293829539577,115.56158377332706,-0.2313545220687132,-0.1998001998001915
HOLX,2023-02-27,2023-03-10,80.71,77.68,1.4332457072774307,115.79293829539577,111.22319201476951,-4.569746280626262,-3.9464809753497443
FTNT,2023-02-27,2023-03-10,59.68,58.76,1.9382919074122222,115.79293829539577,113.78013844706264,-2.012799848333131,-1.7382751296960268
JAZZ,2023-02-27,2023-03-10,143.85,134.06,0.8041519710417896,115.79293829539577,107.69680862462445,-8.096129670771319,-6.991902779181173
LGND,2023-02-27,2023-03-10,75.49,68.4,1.5323521133178093,115.79293829539577,104.70807166638723,-11.084866629008545,-9.573007466768212
TVTX,2023-02-27,2023-03-10,22.49,20.73,5.143497600460713,115.79293829539577,106.51808055229304,-9.274857743102729,-8.009864746191973
BIDU,2023-02-27,2023-03-10,136.2,132.42,0.8493190971685861,115.79293829539577,112.3543680122171,-3.4385702831786773,-2.9695854805986936
AES,2023-02-27,2023-03-10,25.69,23.26,4.50281280787705,115.79293829539577,104.63069048530897,-11.162247810086797,-9.639834669028895
OGS,2023-02-27,2023-03-10,80.23,74.34,1.4418205289089046,115.79293829539577,107.07775318096888,-8.715185114426887,-7.526525574637246
GWRS,2023-02-27,2023-03-10,13.21,12.2,8.75679493068595,115.79293829539577,106.72606525621423,-9.066873039181544,-7.830246967264381
WTRG,2023-02-27,2023-03-10,44.7,41.68,2.5878581886881746,115.79293829539577,107.7540673752186,-8.038870920177175,-6.9424535196347295
IART,2023-02-27,2023-03-10,57.15,52.87,2.02409905571936,115.79293829539577,106.90710295880668,-8.885835336589096,-7.673900902247352
CAH,2023-02-27,2023-03-10,77.78,71.19,1.4872365779681334,115.79293829539577,105.77049561356587,-10.0224426818299,-8.655486966106654
EBAY,2023-02-27,2023-03-10,45.32,42.04,2.552455009584321,115.79293829539577,107.19790339432193,-8.595034901073845,-7.422762586045893
WING,2023-02-27,2023-03-10,169.68,165.05,0.6817377477272597,115.79293829539577,112.40829444712183,-3.3846438482739387,-2.9230140439475494
MTG,2023-02-27,2023-03-10,13.91,12.9,8.316122288595357,115.79293829539577,107.17069954535722,-8.622238750038548,-7.44625611627768
MET,2023-02-27,2023-03-10,71.96,62.38,1.6075216930845113,115.79293829539577,100.1769260113972,-15.616012283998572,-13.486152535624448
RDN,2023-02-27,2023-03-10,21.8,21.18,5.306296377723001,115.79293829539577,112.27496992289299,-3.5179683725027786,-3.0381545060444
LMND,2023-02-27,2023-03-10,16.29,13.52,7.101120996584496,115.79293829539577,95.91114871794856,-19.881789577447208,-17.170122694984553
PERI,2023-02-27,2023-03-10,33.71,33.91,3.4315414130632282,115.79293829539577,116.24720574765709,0.4542674522613197,0.3923101520253784
PEGA,2023-02-27,2023-03-10,23.295,22.215,4.96575492742483,115.79293829539577,110.20393146702985,-5.589006828365925,-4.8267251100477155
ANET,2023-02-27,2023-03-10,34.4425,36.615,3.3585616907704554,115.79293829539577,122.85076257125267,7.057824275856902,6.095211314054321
FCN,2023-02-27,2023-03-10,184.13,186.58,0.6282369034614752,115.79293829539577,117.09922500639422,1.3062867109984495,1.1281229496621132
EBS,2023-02-27,2023-03-10,13.99,9.69,8.268567622184518,115.79293829539577,80.042297838709,-35.75064045668677,-30.874629302077487
FDUS,2023-02-27,2023-03-10,21.0,19.1,5.508441001636259,115.79293829539577,105.1060119081213,-10.686926387274468,-9.229342086484914
KIDS,2023-02-27,2023-03-10,44.28,39.69,2.612404269068686,115.79293829539577,103.5826391138968,-12.210299181498968,-10.544942862016034
PAGS,2023-02-27,2023-03-10,8.91,8.27,12.982857579614077,115.79293829539577,107.260863951225,-8.532074344170766,-7.368389186570995
FLYW,2023-02-27,2023-03-10,24.62,24.78,4.698507759316061,115.79293829539577,116.31259325357614,0.519654958180368,0.44877949020923225
DIN,2023-02-27,2023-03-10,78.63,67.89,1.4711593670909504,115.79293829539577,99.77713242237282,-16.015805873022956,-13.831418486130415
VSCO,2023-02-27,2023-03-10,39.86,31.85,2.902088836787793,115.79293829539577,92.33909792223952,-23.453840373156254,-20.254983350818762
GOLF,2023-02-27,2023-03-10,49.43,50.3,2.340223771684431,115.79293829539577,117.59554246001115,1.8026041646153743,1.5567479253499958
XPOF,2023-02-27,2023-03-10,26.12,27.64,4.428685338222106,115.79293829539577,122.28645388571056,6.493515590314786,5.607868395004694
NCLH,2023-02-27,2023-03-10,16.65,14.06,6.947583245306993,115.79293829539577,97.5853374085873,-18.207600886808464,-15.724275724275705
ZS,2023-02-27,2023-03-10,133.12,105.45,0.8689698094528352,115.79293829539577,91.54123354039467,-24.2517047550011,-20.944027426900014
BBY,2023-02-27,2023-03-10,83.98,78.61,1.3774382118880855,115.79293829539577,108.17213741868588,-7.620800876709893,-6.581403830748905
MCS,2023-02-27,2023-03-10,15.8,15.39,7.321345635086166,115.79293829539577,112.56283381465212,-3.2301044807436483,-2.7895522199319522
ANF,2023-02-27,2023-03-10,29.38,26.97,3.9372791366358553,115.79293829539577,106.08222989675394,-9.710708398641827,-8.386269958768246
M,2023-02-27,2023-03-10,20.94,19.59,5.524224500208281,115.79293829539577,108.11133840112116,-7.681599894274612,-6.633910502105336
KSS,2023-02-27,2023-03-10,29.65,24.83,3.9014253299953263,115.79293829539577,96.77551855284015,-19.017419742555617,-16.423643809815818
GSL,2023-02-27,2023-03-10,19.51,19.25,5.929126654759683,115.79293829539577,114.02155241601977,-1.7713858793759982,-1.5297874857075229
CNQ,2023-02-27,2023-03-10,28.5,28.21,4.058851264363558,115.79293829539577,114.38569397352829,-1.4072443218674806,-1.2153110047846816
WHF,2023-02-27,2023-03-10,13.28,12.9,8.710637126081433,115.79293829539577,112.25485170752404,-3.5380865878717316,-3.055528808540836
BURL,2023-02-27,2023-03-10,226.28,209.25,0.511212926614643,115.79293829539577,106.86433358921994,-8.928604706175832,-7.710836979884167
TGT,2023-02-27,2023-03-10,168.67,158.18,0.6858200096896984,115.79293829539577,108.37452612358378,-7.418412171811994,-6.406618815464474
THRY,2023-02-27,2023-03-10,24.42,21.48,4.736988576345676,115.79293829539577,101.64876410528522,-14.144174190110547,-12.21505766960312
GKOS,2023-02-27,2023-03-10,47.98,45.36,2.4109474996740605,115.79293829539577,109.25121800663017,-6.541720288765603,-5.649498479844447
OI,2023-02-27,2023-03-10,22.12,21.17,5.2295325964901185,115.79293829539577,110.59849586262813,-5.194442432767644,-4.485975146011291
DE,2023-02-27,2023-03-10,418.59,395.93,0.2763497958249395,115.79293829539577,109.30575948630734,-6.487178809088434,-5.6023958840557215
TS,2023-02-27,2023-03-10,33.69,31.86,3.4335785406459314,115.79293829539577,109.2844184926744,-6.508519802721366,-5.620826190728215
TNDM,2023-02-27,2023-03-10,36.88,37.63,3.136585169044507,115.79293829539577,117.91167021123366,2.118731915837884,1.8297591779153688
NEE,2023-02-27,2023-03-10,72.97,73.01,1.5852714956058849,115.79293829539577,115.62493122229148,-0.16800707310429175,-0.14509267626985517
DUK,2023-02-27,2023-03-10,97.02,92.83,1.1923032471074153,115.79293829539577,110.57082891855238,-5.222109376843392,-4.509868610054121
AEP,2023-02-27,2023-03-10,90.99,87.53,1.2713183980037523,115.79293829539577,111.16722087789118,-4.625717417504589,-3.9948182381416597
CMS,2023-02-27,2023-03-10,60.65,58.08,1.9072920203522081,115.79293829539577,110.66474502151418,-5.1281932738815925,-4.428761675257966
