date,p_buyhold,p_baseline,p_2level,p_consensus,p_b1_cont,QQQ,SPY
2022-03-24,110224.62955441023,101515.63493277761,101515.63493277761,101515.63493277761,101515.63493277761,105758.0385955122,105504.16875953935
2022-03-25,110407.63311429726,101535.42125752736,101535.42125752736,101535.42125752736,101535.42125752736,105669.82112970197,106019.40588194158
2022-03-28,110564.46383239796,101578.68966002627,101578.68966002627,101578.68966002627,101578.68966002627,107304.78482938514,106773.5256701849
2022-03-29,111755.1335948178,101906.86022249858,101906.86022249858,101906.86022249858,101906.86022249858,109151.47044701289,108094.40629307063
2022-03-30,111514.4038050204,101856.61314215796,101856.61314215796,101856.61314215796,101856.61314215796,107945.83174760624,107426.94002086773
2022-03-31,110395.73096323002,101550.07634603759,101550.07634603759,101550.07634603759,101550.07634603759,106607.86684948424,105773.49725534054
2022-04-01,110697.46302667177,101633.34291933133,101633.34291933133,101633.34291933133,101633.34291933133,106404.96667812069,106073.27158110184
2022-04-04,111962.6303914535,101974.03365005986,101974.03365005986,101974.03365005986,101974.03365005986,108595.70041240838,106981.9625060658
2022-04-05,110395.32209750083,101537.98063863079,101537.98063863079,101537.98063863079,101537.98063863079,106184.4230135951,105630.63605321992
2022-04-06,109233.00669291281,101225.03839359384,101225.03839359384,101225.03839359384,101225.03839359384,103879.00657375409,104574.39995229531
2022-04-07,110083.94268086783,101461.60432909004,101461.60432909004,101461.60432909004,101461.60432909004,104126.01547802276,105101.34700929763
2022-04-08,109800.43163596398,101375.44394444465,101375.44394444465,101375.44394444465,101375.44394444465,102670.42729215375,104820.3085788964
2022-04-11,107988.11967653928,100881.2311027577,100881.2311027577,100881.2311027577,100881.2311027577,100241.50640017842,103028.6885850886
2022-04-12,108030.49662979788,100893.10751812981,100893.10751812981,100893.10751812981,100893.10751812981,99818.06256428924,102646.94471712694
2022-04-13,109936.3786744173,101427.09662688198,101427.09662688198,101427.09662688198,101427.09662688198,101847.06427792484,103822.62215097205
2022-04-14,108663.79680489509,101067.10589341274,101067.10589341274,101067.10589341274,101067.10589341274,99518.12318053444,102529.84537112642
2022-04-18,108517.28914734838,101033.9658256085,101033.9658256085,101033.9658256085,101033.9658256085,99594.57831756998,102572.00113568659
2022-04-19,109616.72875752841,101333.31645169054,101333.31645169054,101333.31645169054,101333.31645169054,101820.59903818177,104227.78588813382
2022-04-20,109202.5221225085,101233.96438919254,101233.96438919254,101233.96438919254,101233.96438919254,100335.60503037601,104150.50031977346
2022-04-21,106869.62737481843,100585.1656822915,100585.1656822915,100585.1656822915,100585.1656822915,98259.55400164166,102593.07901796668
2022-04-22,103974.33319632355,99759.9537747501,99759.9537747501,99759.9537747501,99759.9537747501,95686.54458217626,99778.01074011445
2022-04-25,104291.39072692975,99858.85424482841,99858.85424482841,99858.85424482841,99858.85424482841,96915.70793913229,100356.48150935696
2022-04-26,101729.50604009297,99115.30866738646,99115.30866738646,98734.18447490605,98734.18447490605,93257.6236902009,97450.07574162431
2022-04-27,102101.9536754756,99224.17166234343,99224.17166234343,98896.85105746155,98896.85105746155,93145.88156684126,97724.0882112655
2022-04-28,104446.8459206738,99923.00696044587,100246.53171254856,99930.82817151287,99930.82817151287,96454.03653472534,100192.54242495625
2022-04-29,101054.09588883008,98933.96755183092,98769.13231443541,98458.08150515553,98458.08150515553,92113.73721686142,96489.86110442014
2022-05-02,101742.99708316199,99143.8772806767,99078.07036414019,98766.04662507823,98766.04662507823,93651.66170415333,97070.67386058268
2022-05-03,101902.18505923742,99182.82310737911,99141.86857596907,98829.64391901957,98829.64391901957,93751.64149873827,97515.65137538461
2022-05-04,104839.60517890428,100055.72153693558,100439.83090643908,100123.51861376932,100123.51861376932,96921.58910351965,100485.29078995754
2022-05-05,100817.04743233533,98904.01960977705,98705.64601863551,98394.79514493495,98394.79514493495,92040.22266201957,96913.760736942
2022-05-06,99823.09861294855,98611.4930896276,98267.73632705487,97958.26454984696,97958.26454984696,90937.50433939154,96335.28996769947
2022-05-09,96057.3821983245,97487.9411114682,96593.65670866915,96289.457062621,96289.457062621,87379.39988504509,93250.89319404605
2022-05-10,96355.69652912769,97578.76822724575,96728.64760817778,96424.0228391428,96424.0228391428,88440.95005696168,93466.35599068698
2022-05-11,95053.40217021698,97183.12079593883,96140.3468693709,95837.57481906108,95837.57481906108,85817.9507402038,91981.53628340052
2022-05-12,94788.79726776542,97109.40121040394,96025.6964136364,95723.28542873441,95723.28542873441,85615.05056884023,91885.51481968009
2022-05-13,97526.516223514,97958.25822368238,97279.52179183307,96973.16217045485,96973.16217045485,88787.9387558153,94082.29855064966
2022-05-16,97480.71122823139,97936.95772083341,97253.11114627791,96946.83469919191,96946.83469919191,87758.73498802914,93700.55468268799
2022-05-17,99416.12232219308,98520.29858517519,98122.01266062312,97812.99980679862,97812.99980679862,90031.80502373974,95628.0099178564
2022-05-18,95309.18555483401,97299.31965196147,96297.94829931427,95994.67991931947,95994.67991931947,85612.1099866466,91773.09944751962
2022-05-19,95421.36819592591,97348.57428018714,96360.53860225993,96057.07310841055,96057.07310841055,85153.37916443333,91211.02258671717
2022-05-20,95552.52524606798,97388.71608095834,96420.14017688052,96116.48698149336,96116.48698149336,84888.7267670026,91250.83636435734
2022-05-23,97104.07354524505,97863.12519700837,97124.6765232583,96818.80455166471,96818.80455166471,86300.20621996648,92958.14482904479
2022-05-24,96088.43022795486,97548.56038004108,96661.69940989504,96357.28547891004,96357.28547891004,84465.28293111343,92248.5227922817
2022-05-25,96887.27741160673,97799.32305738828,97029.13877137915,96602.06856759747,96602.06856759747,85647.39697297067,93063.53424044525
2022-05-26,98886.5548983467,98419.72272131049,97941.80074190795,97240.60608581087,97240.60608581087,88020.44680326618,94923.07185493335
2022-05-27,101268.27744856934,99115.8042863679,98619.7069892241,97959.18342493834,97959.18342493834,90893.39560648642,97253.34884034352
2022-05-31,100580.31089062491,98906.21522410066,98411.16696820765,97743.49708929531,97743.49708929531,90652.26786660508,96707.66588798113
2022-06-01,99907.6814944741,98708.79347412863,98214.73335930216,97539.84913676207,97539.84913676207,89981.81512644724,95925.44225669773
2022-06-02,102417.27492991106,99467.75320086721,98969.89431881299,98321.50995794748,98321.50995794748,92446.02300474668,97752.19205430568
2022-06-03,100806.82451476814,98983.30281997217,98487.86872300941,97822.75112568587,97822.75112568587,90040.62677032074,96147.93101409869
2022-06-06,101173.72025468141,99098.95959896791,98602.94661334183,97941.55754257862,97941.55754257862,90340.56615407557,96440.67937909997
2022-06-07,102325.18695728746,99429.72855603676,98932.05999603723,98283.14670240087,98283.14670240087,91119.82043539938,97365.76421250399
2022-06-08,101538.41497255184,99207.98916270901,98711.43045914955,98053.96429833274,98053.96429833274,90464.0706062099,96307.18612465938
2022-06-09,99205.99519428349,98531.91825373383,98038.74343988838,97356.2303245953,97356.2303245953,88041.03087862192,94016.7229168894
2022-06-10,96719.91519016608,97776.07610335674,97286.68445255546,96577.85293833273,96577.85293833273,84935.77608210138,91290.65014199752
2022-06-13,92881.03535310338,96619.3229094152,96135.72107323642,95385.12422785479,95385.12422785479,80986.5741959962,87824.50950038242
2022-06-14,92389.01448920704,96458.37847369298,95975.5822012699,95219.77917314177,95219.77917314177,81133.60330567995,87559.86497842128
2022-06-15,93806.64965953822,96909.78714769775,96424.73147149246,95684.31854102077,95684.31854102077,83159.66443712184,88808.14400678672
2022-06-16,91037.83275028033,96066.50329551435,95585.66844809419,94814.57664093362,94814.57664093362,79804.46015413896,85868.9504221739
2022-06-17,91034.11387640699,96057.97263913977,95577.1804896082,94806.24189406495,94806.24189406495,80774.85227805162,86053.23458114745
2022-06-21,92761.06498449878,96619.3563528372,96135.7543492664,95383.50535376016,95383.50535376016,82808.97060470418,88219.50115987254
2022-06-22,91980.45004161095,96382.82610929797,95900.40799375952,95139.39163169799,95139.39163169799,82688.18051665835,88059.55965351715
2022-06-23,92232.27642185728,96461.98990401533,95979.17555555647,95220.93262854597,95220.93262854597,83919.65019478438,88922.77337164107
2022-06-24,95061.5479397053,97334.93188433991,96847.74826137313,96121.02568236845,96121.02568236845,86795.0435102174,91749.97470457002
2022-06-27,94915.06435480186,97289.93586838678,96802.97746078354,96074.65831609527,96074.65831609527,86158.68597319532,91399.51463917368
2022-06-28,93085.44747196791,96742.21117120674,96257.99425113726,95509.33807747424,95509.33807747424,83533.71113297933,89531.962344377
2022-06-29,92724.31418988312,96637.01863531215,96153.32822797303,95400.51536529542,95400.51536529542,83610.30972539865,89459.04783412674
2022-06-30,91590.03122494534,96289.76929584803,95807.81695097013,95042.34667402584,95042.34667402584,82573.28262802935,88732.25481260009
2022-07-01,92112.56301470942,96449.31607600805,95966.56516296057,95206.99785485456,95206.99785485456,83118.31107408991,89670.73512195006
2022-07-05,91494.98671148224,96255.32034907935,95773.54042906855,95007.17250530185,95007.17250530185,84541.27723326425,89840.0849522087
2022-07-06,91717.12496857824,96325.42907262938,95843.2982424029,95079.381684533,95079.381684533,85083.35957961639,90143.50339808875
2022-07-07,93918.5270815292,97019.03237680199,96533.42990320876,95793.78794030122,95793.78794030122,86904.04919942949,91493.59787820626
2022-07-08,94079.14052617003,97061.379192211,96575.56476310958,95837.87407465912,95837.87407465912,87013.0548886416,91418.3312869802
2022-07-11,92589.60366629093,96607.7849302103,96124.24084425949,95370.0630715358,95370.0630715358,85154.06597261882,90374.00733371859
2022-07-12,91171.3600776154,96156.45085779608,95675.16580222943,94905.5875852735,94905.5875852735,84329.1580542569,89574.29980194167
2022-07-13,91065.13828510609,96122.84191339923,95641.72507829545,94870.97317568383,94870.97317568383,84155.3381714592,89103.88360677878
2022-07-14,90838.72618249201,96058.50593964508,95577.71112082234,94775.77744641365,94775.77744641365,84455.84034171961,88887.49215700387
2022-07-15,92245.09299012064,96497.30543496893,96014.31432419068,95351.41973760558,95351.41973760558,85987.81219010605,90585.69462154189
2022-07-18,92162.78078159405,96471.47347121971,95988.61165533532,95317.6778301661,95317.6778301661,85260.12556212248,89837.73287123289
2022-07-19,94393.76192860167,97172.05792639704,96685.6895248865,96232.70769324436,96232.70769324436,87882.15430263005,92265.0804382734
2022-07-20,95090.57231254166,97387.2538173389,96899.80831111614,96514.42628541648,96514.42628541648,89275.65946472003,92853.10068222701
2022-07-21,95560.27136147076,97553.93759558702,97065.65779888493,96722.59631398974,96722.59631398974,90557.21283788946,93798.63723450444
2022-07-22,94303.45691691831,97176.49423992104,96690.10363364543,96224.49936175557,96224.49936175557,88969.26509504275,92928.36727345307
2022-07-25,94466.38125576176,97219.4231126395,96732.81763752557,96284.0780594506,96284.0780594506,88462.53594519183,93041.26716029216
2022-07-26,93556.80877248548,96938.59904297232,96453.39915663344,95916.42685329619,95916.42685329619,86724.3371172149,91940.493263611
2022-07-27,96444.04900920646,97836.0805645862,97346.38857771589,97090.3022438056,97090.3022438056,90389.28515450863,94327.85545406266
2022-07-28,97523.53181332666,98172.0884614673,97680.7146781301,97527.66936490338,97527.66936490338,91273.11506703927,95510.95218489734
2022-07-29,98853.31465646556,98581.19005179069,98244.54572783818,98061.48031006506,98061.48031006506,92937.6614023053,96903.38412257949
2022-08-01,98183.0691366132,98385.74489979696,97963.45094493672,97802.16094129773,97802.16094129773,92881.68550784502,96616.43024353012
2022-08-02,97500.07205384407,98187.95947154975,97677.78141939432,97538.81295605273,97538.81295605273,92604.75213525207,95979.01629908441
2022-08-03,98810.35490609863,98576.29695085513,98233.7448707637,98052.19996285989,98052.19996285989,95126.61348567285,97481.99604262982
2022-08-04,99016.00940730202,98652.94967609104,98333.58447055695,98146.080672006,98146.080672006,95571.47454164659,97416.13777530703
2022-08-05,98889.76016852587,98630.32473410746,98292.20187187642,98109.41302923701,98109.41302923701,94790.75811891121,97251.49210700001
2022-08-08,99313.78648861128,98764.75099484551,98478.81723992298,98282.71866618872,98282.71866618872,94484.36374923392,97138.5922201609
2022-08-09,98630.05930897221,98553.20523566147,98182.35336571961,98007.90042870613,98007.90042870613,93414.92955507185,96752.85094012736
2022-08-10,100845.59526048577,99224.89429434447,99132.86242243131,98887.44561118387,98887.44561118387,96022.22779703724,98785.04890323101
2022-08-11,100742.14582794419,99194.35822884087,99089.31854027192,98847.21711278983,98847.21711278983,95477.19935097668,98785.04890323101
2022-08-12,102116.0724272473,99615.39246519162,99680.36479162912,99497.70894583961,99497.70894583961,97336.18826699947,100457.37847703509
2022-08-15,102081.78837085364,99597.73410249544,99659.80209547645,99476.00832735092,99476.00832735092,98122.79688915174,100871.34472877844
2022-08-16,102094.33330458384,99594.29124456874,99671.27838272881,99487.53369270828,99487.53369270828,97893.00111189377,101068.91953074686
2022-08-17,101041.88328804384,99132.2861113385,99231.32345031695,98994.86384395818,98994.86384395818,96776.42932239673,100351.53483312344
2022-08-18,101508.87376562927,99362.30838555147,99452.52033729496,99237.15271639077,99237.15271639077,97009.17119936312,100643.19287412445
2022-08-19,100008.77797355811,98701.54013124394,98823.20386767363,98532.65959606871,98532.65959606871,95117.77518654756,99290.74631303114
2022-08-22,98401.77154126341,97993.77326320307,98149.43063694524,97777.67176836771,97777.67176836771,92613.59043437742,97223.26713529024
2022-08-23,98910.46559943653,98209.9557896093,98354.423429557,98009.38444476489,98009.38444476489,92536.9918419581,96988.0590377088
2022-08-24,99878.06330364625,98660.00486930806,98784.85498395613,98486.66839715907,98486.66839715907,92805.0869154257,97298.5337265163
2022-08-25,101076.88305431281,99198.82442326855,99298.73383857921,99060.1304278123,99060.1304278123,94446.06445302424,98672.14901639192
2022-08-26,98081.81683250717,97876.08704076547,98038.83226101579,97650.059490571,97650.059490571,90574.88943614005,95332.19403073541
2022-08-29,97934.27370834471,97809.83189931195,97982.02662184437,97579.49430901751,97579.49430901751,89682.2212244841,94701.83632921713
2022-08-30,96653.59815855301,97240.13818684292,97605.1308737119,96972.04866285076,96972.04866285076,88683.49342332446,93662.21653790714
2022-08-31,95888.86268714041,96905.60511397042,97388.38086175299,96614.48272435984,96614.48272435984,88167.92597434825,92949.53600223536
2022-09-01,95373.72735725356,96682.08260580811,97245.16886858357,96375.27014954411,96375.27014954411,88206.22527055793,93241.19404323635
2022-09-02,94572.56679093324,96322.43057756164,97007.54975785906,95991.84204205358,95991.84204205358,86960.02509388972,92258.0241953459
2022-09-06,94396.48716199519,96241.7286543242,96953.36579961888,95905.9870126234,95905.9870126234,86335.45195570141,91909.91621092537
2022-09-07,95606.11343671806,96802.48977300631,97333.50514045134,96501.81280764673,96501.81280764673,88079.54298309522,93561.07705594711
2022-09-08,96442.26199088366,97195.1088944792,97603.78261564295,96918.21376253087,96918.21376253087,88536.1884379027,94172.61810965887
2022-09-09,98313.13742956734,98043.57482846596,98171.80491991705,97821.38555353774,97821.38555353774,90471.77594634482,95635.61247661547
2022-09-12,99222.29462355969,98445.67854422067,98436.64710907282,98250.38753882475,98250.38753882475,91547.10233992377,96663.47186304639
2022-09-13,95249.9891691864,96683.97237832528,97269.45928380758,96372.01567464593,96372.01567464593,86526.94843674972,92460.30315926597
2022-09-14,95635.01049470078,96859.84038824958,97387.41462366277,96559.1520745035,96559.1520745035,87213.38966881517,92813.11530563814
2022-09-15,93978.64470546276,96364.34472775491,96903.75567069583,95772.22748716506,95772.22748716506,85760.9625125565,91759.38302847327
2022-09-16,93402.73660341845,96187.18637316009,96725.60565102642,95516.88061412895,95516.88061412895,85236.55676445499,91062.31984006471
2022-09-19,94063.30858330605,96391.26570462159,96930.82734094975,95804.83662094132,95804.83662094132,85899.00496049495,91768.50392638535
2022-09-20,93126.42923159039,96095.87250854904,96633.78064613882,95392.07186028642,95392.07186028642,85214.29205374922,90715.13234612107
2022-09-21,91650.92003385712,95653.80845062419,96189.24208178735,94759.76630311634,94759.76630311634,83688.44475725116,89132.713156038
2022-09-22,90956.39466376904,95465.61545666408,95999.99565503927,94477.42969754226,94477.42969754226,82658.42404839656,88384.0163153569
2022-09-23,88910.5073122672,94821.42140338793,95352.19564851666,93571.5677555137,93571.5677555137,81312.60902479287,86903.15537180153
2022-09-26,87962.98006532484,94503.7665986087,95032.76273298226,93134.76369865598,93134.76369865598,80976.15526889195,86043.45300584595
2022-09-27,88247.8567749326,94617.26441596083,95146.89586793918,93280.84977133348,93280.84977133348,81008.62010498765,85823.80377498368
2022-09-28,90293.74389181005,95282.56289238115,95815.91843213819,94208.53406679937,94208.53406679937,82620.05651482893,87512.50485096786
2022-09-29,88507.6211630366,94731.68657497628,95261.95851867241,93425.9560853578,93425.9560853578,80238.3180848987,85684.45641346891
2022-09-30,87320.32767482779,94350.45054201255,94878.58847142565,92891.723427545,92891.723427545,78877.74631761512,84359.47556923516
2022-10-03,89621.2341982194,95078.50342494155,95610.716717428,93920.75449630464,93920.75449630464,80728.24197507021,86586.67153378493
2022-10-04,92134.1661245453,95900.12907550171,96436.94151581785,95061.01601115848,95061.01601115848,83266.401888007,89269.6986978661
2022-10-05,92127.78119082021,95898.13530057283,96434.93658049538,95058.20783983324,95058.20783983324,83222.13165696741,89061.85856543727
2022-10-06,91194.02061814371,95621.22376946035,96156.4750039742,94659.4396025724,94659.4396025724,82566.93223758138,88143.11070731441
2022-10-07,88913.26330707503,94903.77934582188,95435.01459938183,93650.27477492661,93650.27477492661,79420.79448503414,85684.45641346891
2022-10-10,88175.74996397729,94674.88117162125,95204.83514027928,93325.0193379534,93325.0193379534,78626.8816750574,85030.23236025544
2022-10-11,87422.53791895148,94432.26255747059,94960.85843942336,92985.19721605329,92985.19721605329,77546.68803769127,84491.73747168986
2022-10-12,87129.8741535161,94337.42350727873,94865.48851630712,92852.50518952377,92852.50518952377,77520.12589906751,84213.0427486603
2022-10-13,88906.82110231348,94936.26126952666,95467.67834453874,93677.18517817752,93677.18517817752,79338.1567204269,86435.5150738367
2022-10-14,86624.829234852,94205.23600017771,94732.56107382801,92652.24549748497,92652.24549748497,76953.46694176068,84465.75745513626
2022-10-17,88755.28480331173,94900.3025465273,95431.51833828741,93623.58601200013,93623.58601200013,79494.57820343347,86636.26974720544
2022-10-18,89264.41957222307,95063.61803939192,95595.74800915274,93817.76338779191,93817.76338779191,80123.21548419571,87654.21403216934
2022-10-19,88692.2306842043,94880.80943718176,95411.91611393131,93594.54486773274,93594.54486773274,79831.03195933439,87033.05545456956
2022-10-20,88306.77575326772,94786.13571220431,95316.71244145714,93469.28951690061,93469.28951690061,79423.7458337701,86303.253171382
2022-10-21,90221.59607696522,95409.97825580668,95944.04701829693,94228.00261172222,94228.00261172222,81286.04688616908,88400.54905316376
2022-10-24,90729.89290412414,95563.94216576435,96098.87275965171,94418.57870259306,94418.57870259306,82180.30555316889,89482.26246966832
2022-10-25,92271.5647401292,96051.08559818388,96588.74303568722,95014.08055140112,95014.08055140112,83880.28242508935,90911.16338011647
2022-10-26,92048.40707395974,95996.08439521764,96533.43395691029,94941.839312188,94941.839312188,82026.83541889829,90226.23567097604
2022-10-27,91089.40686117925,95718.06079333523,96253.85408467005,94594.2480171259,94594.2480171259,80533.45295849594,89744.42445489104
2022-10-28,92772.03556038757,96241.1852365452,96941.79915117349,95236.34278972515,95236.34278972515,82997.82915303341,91879.50945165983
2022-10-31,91832.2909980965,95948.71952762276,96553.22414494383,94878.26320571992,94878.26320571992,82032.73811637021,91215.8381196996
2022-11-01,91958.03572090634,95993.64182671171,96610.3246839983,94931.37784006906,94931.37784006906,81194.55507535388,90816.69059264881
2022-11-02,89655.83677136134,95294.73017873347,95672.41015615658,94068.8140609771,94068.8140609771,78411.43321733133,88537.53459499184
2022-11-03,88774.36379011962,95035.54630275727,95319.1721430817,93744.93599477716,93744.93599477716,76879.68322336132,87625.87219592903
2022-11-04,90790.21582825671,95697.5037358146,96188.25959387724,94547.966128766,94547.966128766,78116.298343734,88887.08390862214
2022-11-07,91532.66724655242,95924.95467766302,96493.16406660035,94828.4553584013,94828.4553584013,78975.14082590216,89737.33899583094
2022-11-08,92167.27511293074,96131.81445791197,96764.26577676655,95079.01015949491,95079.01015949491,79550.6538294169,90221.51203160264
2022-11-09,90125.07571514307,95529.58510827455,95947.8161035428,94329.72157757152,94329.72157757152,77714.91491564168,88362.75993817669
2022-11-10,94970.71243570793,97077.75595171015,97995.47266267205,96218.71536931094,96218.71536931094,83449.38550963726,93218.66121401376
2022-11-11,96339.80122971503,97490.17079245082,98548.01208342191,96726.96082189561,96726.96082189561,84987.0382010792,94120.87633432979
2022-11-14,95556.1558331197,97252.26997914325,98230.81238893715,96434.91869791014,96434.91869791014,84243.29831961401,93320.21946054148
2022-11-15,96543.65559667672,97568.65519779081,98645.48015099445,96818.08108873633,96818.08108873633,85409.08107032334,94116.15269495641
2022-11-16,95380.51254677627,97223.46857882195,98181.7109522715,96391.7696674759,96391.7696674759,84243.29831961401,93398.1595102023
2022-11-17,94823.54818506938,97075.45214296781,97974.28704242053,96202.70628475626,96202.70628475626,84057.36334924771,93112.37932811267
2022-11-18,94974.86299500172,97121.92462961673,98036.15252398519,96259.68814708765,96259.68814708765,84060.31469798367,93535.14505203036
2022-11-21,94417.06693685733,96958.22644737261,97814.78458448025,96056.45426686603,96056.45426686603,83195.56951834357,93195.04301714683
2022-11-22,95818.18224908649,97404.6945698433,98402.07139158699,96598.73943976454,96598.73943976454,84393.81710514861,94449.16927077984
2022-11-23,96348.02739073471,97581.16554554191,98630.36937245927,96810.2705276276,96810.2705276276,85240.85419237288,95044.347831826
2022-11-25,96050.56212376217,97490.78380681846,98509.87267419272,96699.32776279915,96699.32776279915,84680.09793253802,95023.09145464578
2022-11-28,94641.20504821846,97069.08466989735,97944.40108086356,96179.30583773952,96179.30583773952,83437.58011469335,93506.80321579006
2022-11-29,94756.4567385915,97126.79127618443,98010.97448490757,96242.57921088823,96242.57921088823,82805.99148519513,93346.19947709506
2022-11-30,98128.40839106806,98403.21967977798,99391.09904698546,97513.8085125088,97513.8085125088,86580.76651850464,96286.66498702556
2022-12-01,98089.13201879739,98402.29403375216,99386.77090817114,97512.90070624293,97512.90070624293,86687.01507299967,96215.81039642483
2022-12-02,97911.9375731251,98343.0513585437,99331.8536374048,97454.22267881477,97454.22267881477,86341.70727089082,96104.80487115034
2022-12-05,96054.2018390712,97656.93123729287,98687.79507388394,96774.59433921194,96774.59433921194,84892.59504152805,94375.9528604924
2022-12-06,94577.1027395635,97119.41925258767,98184.64364134635,96242.1763150655,96242.1763150655,83133.59119488814,93015.54472095828
2022-12-07,94350.33607994622,97032.94910880833,98103.30569006194,96156.5232818368,96156.5232818368,82794.18609025123,92857.30280194998
2022-12-08,95262.89696975386,97421.46000725952,98473.25588059833,96541.38958084783,96541.38958084783,83774.03387059428,93584.74326545086
2022-12-09,94597.24616092363,97161.98856858282,98228.47787004466,96284.36587662854,96284.36587662854,83239.83974938317,92885.64463819025
2022-12-12,95735.41300504113,97602.76298913569,98643.84121045982,96814.0558615999,96814.0558615999,84284.6172019176,94224.79640054415
2022-12-13,96560.31700434547,97915.05423725155,98937.50962162149,97197.56085852707,97197.56085852707,85190.68126386132,94938.06594592487
2022-12-14,96222.70609161477,97808.10167141487,98839.21261684237,97058.5369289552,97058.5369289552,84559.0926343631,94331.07828644523
2022-12-15,93724.5554192633,96878.59422948575,97966.74349725326,95911.54180234576,95911.54180234576,81719.89515035704,92023.58045254798
2022-12-16,92957.96237105422,96584.3511730108,97689.89216123833,95550.89326226938,95550.89326226938,80940.73908406017,90942.19769079956
2022-12-19,92023.18538902805,96231.16363531207,97358.34590857818,95115.51320063246,95115.51320063246,79806.06650037672,90171.03860583309
2022-12-20,92218.99131615878,96313.82223637242,97436.897331258,95214.1824272761,95214.1824272761,79743.93758855067,90294.42405942775
2022-12-21,93694.04121525458,96892.51158991575,97982.3550156817,95919.96221833168,95919.96221833168,80900.71875635965,91644.5456574152
2022-12-22,92019.63815103706,96289.52863425373,97419.47991194951,95165.94094726953,95165.94094726953,78921.46913675811,90337.13440874897
2022-12-23,92675.48182570028,96544.36756912376,97659.37540230471,95477.76038039502,95477.76038039502,79098.98031340398,90856.77699215715
2022-12-27,92436.89550638564,96452.07334270612,97572.50914876217,95364.75874561083,95364.75874561083,77980.65990053494,90498.48461729579
2022-12-28,91269.27221493034,96019.55972790897,97167.6326680043,94827.87552786691,94827.87552786691,76951.09507598885,89373.77875183702
2022-12-29,92688.35131089088,96600.34707714443,97717.43974820894,95528.11560452243,95528.11560452243,78826.79650921364,90982.5352429363
2022-12-30,92522.94418581473,96534.35193257885,97650.19848163276,95444.10160773815,95444.10160773815,78779.46019544141,90742.88272730057
2023-01-03,92048.49185853558,96393.23271787999,97398.54382971724,95224.73307585047,95224.73307585047,78246.9266655038,90360.8623805941
2023-01-04,92313.247095343,96469.03231007903,97529.2659988505,95345.02478331154,95345.02478331154,78619.70013646013,91058.4647528407
2023-01-05,91490.73505974346,96233.31796714527,97123.2403291047,94971.36825462448,94971.36825462448,77388.95597838203,90019.17958602436
2023-01-06,93831.7253297277,96964.65773879405,98325.93455454911,96082.92476070822,96082.92476070822,79525.00713735411,92083.51313654998
2023-01-09,94292.9253196034,97122.47515958374,98571.9330427211,96311.38652532957,96311.38652532957,80039.78954962717,92031.31159849073
2023-01-10,94951.71040388361,97318.61202516324,98901.20354328981,96615.04605572124,96615.04605572124,80717.29054049228,92676.71243267806
