date,no_regime,hvr_no_hysteresis,hvr_hysteresis,full,SPY
2022-04-28,101491.12412043255,99367.08468226444,99777.1601098822,99777.1601098822,111489.90484107468
2022-04-29,98729.91598570925,99219.15577239294,99652.03802723817,99652.03802723817,107369.72206007989
2022-05-02,98423.75156914632,99101.0019410127,99553.17305679497,99553.17305679497,108016.02524141241
2022-05-03,98772.679040167,99104.46460974483,99554.70869778015,99554.70869778015,108511.17687227202
2022-05-04,100769.89474471104,99258.15459741441,99686.21577321002,99686.21577321002,111815.662492956
2022-05-05,98749.95424255634,99128.86944904237,99572.3536006999,99572.3536006999,107841.41914000403
2022-05-06,98522.08318347913,99102.36810550772,99543.27031939189,99543.27031939189,107197.72201988655
2022-05-09,96744.8102203302,99108.56258455131,99556.76251965437,99556.76251965437,103765.53939966507
2022-05-10,96399.17495517722,99088.31378738717,99546.56956596221,99546.56956596221,104005.29703144972
2022-05-11,95899.4314595822,99149.22013391642,99601.45660510738,99601.45660510738,102353.05422110773
2022-05-12,95931.78183285923,99140.02141203737,99602.27635372356,99602.27635372356,102246.20571129063
2022-05-13,97247.89982075842,99138.65751272823,99595.9335587527,99595.9335587527,104690.69113100799
2022-05-16,97247.94477474497,99189.9706810255,99638.90582770371,99638.90582770371,104265.90315295474
2022-05-17,98196.80251314146,99122.70189476672,99575.30473299978,99575.30473299978,106410.69153294132
2022-05-18,95336.72651095639,99038.45958118276,99518.56983011997,99518.56983011997,102121.11477296824
2022-05-19,94949.71798522306,99074.94096058057,99555.89194902887,99555.89194902887,101495.66008135611
2022-05-20,95108.23133968792,99117.33222181234,99595.00244354711,99595.00244354711,101539.96312201196
2022-05-23,96267.14321416912,99135.24152302687,99600.07191010402,99600.07191010402,103439.78174778378
2022-05-24,96504.12959074705,99257.45291219823,99703.16116848131,99703.16116848131,102650.14519962348
2022-05-25,96868.56447233564,99269.71257726713,99717.95490484235,99717.95490484235,103557.05450246106
2022-05-26,97794.91253478249,99305.11403502071,99749.5479405646,99749.5479405646,105626.26710721114
2022-05-27,99158.59072777316,99338.60002284724,99771.90849318232,99771.90849318232,108219.2980161864
2022-05-31,98491.737084785,99160.71670410475,99592.49948756631,99592.49948756631,107612.08575307963
2022-06-01,97836.88813646573,99098.36483343529,99529.87611357209,99529.87611357209,106741.66130725275
2022-06-02,98858.4728301949,99205.4596233983,99637.43723423581,99637.43723423581,108774.38905499212
2022-06-03,98039.19639620351,99111.33689183152,99542.90465715385,99542.90465715385,106989.23712268256
2022-06-06,98190.460400137,99045.78833871294,99477.0706811616,99477.0706811616,107314.99477456388
2022-06-07,98835.06181206042,99114.29092388005,99545.87155216085,99545.87155216085,108344.3889545088
2022-06-08,97864.2282528769,99025.30589992748,99456.4990541903,99456.4990541903,107166.449285306
2022-06-09,96306.4501113315,98942.94773034654,99373.78226638952,99373.78226638952,104617.72141698659
2022-06-10,94891.08197531868,98847.1704808894,99277.58796702856,99277.58796702856,101584.26616266783
2022-06-13,92466.82740797369,98483.23024381601,98912.06299828118,98912.06299828118,97727.29556439312
2022-06-14,91890.70386715017,98306.7181182534,98734.7822730208,98734.7822730208,97432.81064709241
2022-06-15,92516.71566398429,98495.6032292324,98924.4898602957,98924.4898602957,98821.84127471432
2022-06-16,90962.2060755694,98555.76319568782,98984.91178570657,98984.91178570657,95551.23444982595
2022-06-17,90871.75661354014,98502.08408891728,98930.99894006338,98930.99894006338,95756.29784926077
2022-06-21,92208.49843316563,98545.49896546196,98974.60286119004,98974.60286119004,98166.82510884553
2022-06-22,92362.7748951708,98701.27786644382,99131.06008166885,99131.06008166885,97988.84915482624
2022-06-23,93098.36042979202,98816.56452604625,99246.84874243096,99246.84874243096,98949.39584784213
2022-06-24,94622.20170164073,98831.45314621016,99261.80219320592,99261.80219320592,102095.38256447722
2022-06-27,94588.83244248595,98784.68184544858,99214.82723273814,99214.82723273814,101705.40584169964
2022-06-28,93714.74889288496,98777.37206231889,99207.4856200835,99207.4856200835,99627.27484918029
2022-06-29,93705.62454092695,98872.94365911449,99303.47337129446,99303.47337129446,99546.13875249503
2022-06-30,93571.33616017536,98958.32564708739,99389.22714432146,99389.22714432146,98737.39507908383
2022-07-01,94448.04147070271,99122.01347569156,99553.62773084635,99553.62773084635,99781.69516222643
2022-07-05,93860.61694930858,99019.37286449013,99450.54018410154,99450.54018410154,99970.14029001156
2022-07-06,94057.16881070829,98918.31017886367,99349.03743380881,99349.03743380881,100307.77114395992
2022-07-07,94498.8854389185,98862.0368234721,99292.51904321749,99292.51904321749,101810.09757935806
2022-07-08,94358.6939878487,98787.43900501942,99217.59639801121,99217.59639801121,101726.34418923134
2022-07-11,94071.06606993628,98863.92336576538,99294.41380022028,99294.41380022028,100564.26590122304
2022-07-12,93668.69561841911,98851.84471651979,99282.28255602616,99282.28255602616,99674.38613112658
2022-07-13,93365.8097208609,98899.33802203253,99329.98266512335,99329.98266512335,99150.92744283455
2022-07-14,93006.36849608562,98817.69428811801,99247.98342390863,99247.98342390863,98910.13644622023
2022-07-15,93915.4778328184,98844.8160645068,99275.22329863807,99275.22329863807,100799.82231095446
2022-07-18,93358.96444847697,98775.34862874173,99205.45337572112,99205.45337572112,99967.52299657013
2022-07-19,94635.77916050098,100088.7576669868,99200.93580438042,99200.93580438042,102668.569828157
2022-07-20,94495.05637901268,99950.88626370548,99127.08378293228,99127.08378293228,103322.89318852201
2022-07-21,94934.44097348428,100411.14388612632,99311.61479456819,99311.61479456819,104375.045151989
2022-07-22,94879.30356720461,100348.81794800826,99473.31088950078,99473.31088950078,103406.64657864875
2022-07-25,95231.89550609083,100711.65210423755,99455.2989365909,99455.2989365909,103532.27666383881
2022-07-26,95009.98150135041,100471.52333612366,99189.09350846514,99333.44645168893,102307.38333323548
2022-07-27,95765.34601856294,101266.18093427847,99969.98729841462,99694.35804880016,104963.93617631754
2022-07-28,96827.41491850518,102370.00308435396,101060.71573844584,100202.21789961151,106280.434777372
2022-07-29,97221.13354389033,102782.61849694021,101468.41578299257,100394.67486531107,107829.87249471639
2022-08-01,97119.12502502298,102677.79431433995,101364.72311319683,100351.30222735724,107510.56269485824
2022-08-02,96687.2382454652,102220.89271172218,100913.51307125551,100151.0613013818,106801.27617222256
2022-08-03,97198.44164092264,102755.21961943248,101439.08155842019,100385.88017792396,108473.72668131556
2022-08-04,97031.54090548637,102580.51505564609,101265.30015527777,100318.34172988764,108400.44246495469
2022-08-05,97017.58786390326,102569.81627631388,101256.6892324563,100326.22435769392,108217.23192405247
2022-08-08,97149.33842383849,102706.81721579278,101391.25241248995,100393.66462374417,108091.60183886238
2022-08-09,97207.11271162574,102761.79500584913,101448.01328665919,100413.68917076252,107662.36571446293
2022-08-10,98112.168021487,103714.59789905793,102386.0147574787,100848.08317752113,109923.70724788448
2022-08-11,98153.62949078133,103760.76622611577,102433.10621842254,100869.48971662887,109923.70724788448
2022-08-12,99079.17471804732,104726.00750714014,103384.57059785193,101313.77381116836,111784.60288476261
2022-08-15,99365.3442308502,105022.33095770699,103676.50385114214,101439.83802802202,112245.24653045963
2022-08-16,99581.28368603865,105251.70103329878,103903.32123203087,101641.00452923554,112465.09917954226
2022-08-17,99230.40479407553,104883.66716928474,103542.42186847367,101293.85101912417,111666.82467989692
2022-08-18,99333.84730583178,104992.24058915772,103650.25384885713,101398.32070038524,111991.36906663798
2022-08-19,98862.46100602885,104490.38639491005,103155.79149404426,100922.66845507752,110486.4253377984
2022-08-22,97800.19621013134,103379.52754640943,102061.23177687293,99869.84726377214,108185.82440275495
2022-08-23,97490.95925565672,103060.83566393505,101747.17770662307,99699.35301160028,107924.09505860893
2022-08-24,97749.73326616424,103332.18525889274,102015.09542749752,99838.11348720276,108269.57779288167
2022-08-25,98488.02814810188,104106.71678378734,102777.91499168598,100188.52134354206,109798.07716269436
2022-08-26,96814.7054385894,102295.04846359586,100992.32627028089,99385.22297751,106081.52047582096
2022-08-29,96577.21582016254,102037.60291073743,100739.26296001053,99270.29125628303,105380.08583350964
2022-08-30,95853.41620496627,101252.33217831905,99964.69388602405,98923.87624857383,104223.24213238426
2022-08-31,95473.11964403403,100841.33285962057,99882.35482524017,98859.6995213223,103430.20221962183
2022-09-01,95817.52329590534,101214.47908429505,100212.90560231992,99027.67380842428,103754.74660636288
2022-09-02,95145.79798271533,100484.73301766292,100216.49599410228,99047.3778113102,102660.71794783256
2022-09-06,95072.52622589367,100407.4673493042,100118.328850228,98950.35587802943,102273.35851849646
2022-09-07,96237.98240399655,101620.61698908186,101298.59188766382,99516.74135444246,104110.69851440146
2022-09-08,96571.52520954123,101966.47231737922,101642.1833167201,99690.06086157626,104791.1948091811
2022-09-09,97276.57506197024,102694.93729873182,102368.32975430814,100031.87298970974,106419.15132976933
2022-09-12,97749.6001473106,103185.79918300378,102858.381236823,100256.01164528006,107562.90856368742
2022-09-13,95492.8119846655,102997.784937686,102670.96410914912,100089.60703399553,102885.80518379815
2022-09-14,95513.55895645502,103001.29589734638,102674.4639282326,100093.01886050164,103278.39920001719
2022-09-15,94945.77562096201,102899.83948359606,102573.32944440749,99994.42710350908,102105.85173824303
2022-09-16,94627.8604920671,102920.12666904072,102593.5522568682,100014.14147329102,101330.19013047322
2022-09-19,94966.35421283713,102934.49838143047,102607.87836657869,100028.10739543552,102116.00107686316
2022-09-20,94199.20485408133,102834.34798018385,102508.0457511673,99930.78477523416,100943.85498291692
2022-09-21,93381.4531470076,102867.18641177697,102540.77998359315,99962.69600241013,99183.00771174207
2022-09-22,93090.04559145449,102794.33062884644,102468.15537832683,99891.89732758344,98349.89042075339
2022-09-23,92165.6413488872,102704.2029867144,102378.31371895349,99804.3144704438,96702.0527505644
2022-09-26,91413.96767634714,101845.393972342,102177.01521582887,99608.07702153025,95745.41333756792
2022-09-27,90969.95275324903,101358.30077554063,102110.52724007964,99543.26068886046,95500.99722380785
2022-09-28,92032.99392149929,102533.60964521018,102366.1484059154,99792.455018144,97380.11035647949
2022-09-29,90920.45329991104,101309.72197186685,102263.83631200624,99692.71525858251,95345.93753873424
2022-09-30,90281.97499701205,100608.12274063814,102186.89998474195,99617.71326722752,93871.55646540725
2022-10-03,91595.48678150849,100747.8797474826,102384.33202720723,99810.1814661748,96349.88329632946
2022-10-04,92982.52680643438,100876.23713750253,102526.5477808722,99948.82162624225,99335.43926656024
2022-10-05,92599.6763974956,100770.87373234984,102402.66038776652,99828.04901443321,99104.16380407756
2022-10-06,91742.75151616652,100692.41760118671,102306.22674051915,99734.03990541595,98081.82113469396
2022-10-07,90602.9220003553,100586.00716546053,102183.56489955167,99614.46203286914,95345.93753873424
2022-10-10,90441.4500289755,100529.01181052785,102118.11753051044,99550.66014393605,94617.94545796493
2022-10-11,90403.37738609813,100545.9922264417,102138.17115872294,99570.20958310622,94018.7317597144
2022-10-12,90055.83345238115,100149.5343605386,102134.76802698278,99566.89201302677,93708.61238956718
2022-10-13,91322.26073839549,100162.77893772713,102180.99212239381,99611.9539405672,96181.68295997843
2022-10-14,90312.08155639596,100060.41422891023,102053.52840920181,99487.69492464018,93989.82232690406
2022-10-17,91416.55298091903,100110.886944382,102118.40103362483,99550.93651920493,96405.07403169463
2022-10-18,92110.32938768108,100167.83875383365,102191.17682441029,99621.88257843898,97537.7981718086
2022-10-19,91588.14265693455,100058.44685439017,102053.88435465381,99488.0419208988,96846.59991461608
2022-10-20,90975.0024937786,100006.37183594074,101975.57123397531,99411.69775151918,96034.50766567128
2022-10-21,92022.8438400234,100113.02450188322,102105.34100678416,99538.20484802916,98368.28733254182
2022-10-24,92607.44882310294,100123.30702575567,102121.09889514,99553.56655098876,99571.97098955385
2022-10-25,93529.5842309241,100234.55999969323,102263.0429923428,99691.94188459057,101161.98979412219
2022-10-26,93613.34061114423,100305.70004335127,102346.04597572882,99772.85800398071,100399.83202003158
2022-10-27,93544.3546848713,100378.48184838783,102431.53330520235,99856.19600793961,99863.69344791268
2022-10-28,94624.95711701935,100376.9496345286,102435.49164962255,99860.05483152192,102239.52319887096
2022-10-31,94339.73250214991,100314.08999468385,102375.85220227423,99801.91484130548,101501.01859707972
2022-11-01,94321.56549843443,100344.98707130372,102405.914986075,99831.22178551386,101056.86458390277
2022-11-02,93301.69113412364,100312.38508578784,102379.75567442023,99805.72017221428,98520.71888735991
2022-11-03,93191.84805710427,100309.25987822344,102379.79628587693,99805.75976261628,97506.26060874277
2022-11-04,93807.06646994723,100415.48960817338,102481.46357702422,99904.87093107014,98909.68216517167
2022-11-07,94149.50027001968,100752.37021425807,102437.86957263948,99862.37296871276,99855.80905714621
2022-11-08,94430.39793127042,101050.24027159529,102544.23753597628,99966.06662488676,100394.5757595206
2022-11-09,93644.93594989038,100216.4062681381,102578.26697713957,99999.24049661547,98326.23724845405
2022-11-10,95802.41386038618,100447.86238499754,102841.24466880996,100255.6063936963,103729.67305373089
2022-11-11,95904.2262393015,100430.31835185977,102824.13721118879,100238.9290523904,104733.6188113261
2022-11-14,95494.83837102736,100402.06316861676,102795.75640655337,100211.26179896666,103842.68265471674
2022-11-15,95828.16524786456,100486.81023175857,102881.86832820158,100295.2086915813,104728.36255081513
2022-11-16,95626.04211913633,100542.2486873864,102937.52080638857,100349.46195315855,103929.41095314774
2022-11-17,95400.20201772214,100505.55024480143,102900.30735043755,100313.18411925652,103611.40719223407
2022-11-18,95851.73099001624,100506.22209390347,102900.69160517833,100313.55871305078,104081.84250796583
2022-11-21,95906.4267124035,100516.96329154166,102911.28056810882,100323.88144789413,103703.39175117602
2022-11-22,96503.23871849717,100584.71084033813,102980.01274286593,100390.88555583957,105098.92891683846
2022-11-23,96733.50258855792,100789.48539153484,103056.46136660641,100465.4121055303,105761.21774122062
2022-11-25,96867.44640240517,100924.02402249131,103063.37781980389,100472.15466501252,105737.56456892125
2022-11-28,96100.30358896474,100875.54249153465,103042.04022448554,100451.35354028367,104050.3049449
2022-11-29,96218.94387377371,100969.23239434145,103051.37766162049,100460.45621523808,103871.59208752704
2022-11-30,97418.65098269281,101075.35132544863,103174.79838399799,100580.77388937118,107143.61425560566
2022-12-01,97403.94578889853,101159.49013089338,103284.99569257048,100688.2006132451,107064.77034794111
2022-12-02,97421.21418184714,101153.2481431164,103298.41530549931,100701.28282978265,106941.24822593332
2022-12-05,96594.4903578966,100321.98464955436,103195.7600965776,100601.2085818186,105017.45687891841
2022-12-06,96079.00732799665,100348.7749903384,103260.90125663932,100664.71196048938,103503.65385175915
2022-12-07,96129.29820920598,100400.15563859761,103326.01054598465,100728.18426973847,103327.56912464167
2022-12-08,96448.27003151907,100460.4481833191,103374.86690007434,100775.81227561511,104137.033243331
2022-12-09,96014.92660463134,100021.02031644738,103321.23120048083,100723.52508671134,103359.10668770746
2022-12-12,96701.17382006565,100817.99502994923,104116.570228129,101160.4596276626,104849.25654256735
2022-12-13,97093.05526615017,101148.55675160787,104457.73859735468,101344.94359882991,105642.95187972378
2022-12-14,96862.59279985596,100916.71294754397,104218.166771529,101230.31101059909,104967.52240406418
2022-12-15,95861.34074703156,99915.89713658333,103185.16800414931,100681.68841190705,102399.8391444555
2022-12-16,95213.51130089904,99315.2821051773,102565.46691308219,100345.16567407115,101196.52342567922
2022-12-19,94883.84149763222,99015.71154628292,102255.91611713954,100182.09087206145,100338.41112590762
2022-12-20,94977.86323239117,99122.72645096172,102366.14081569873,100247.05568669658,100475.70909387112
2022-12-21,95671.64394302916,99844.30556194443,103110.58636191563,100657.66181395926,101978.06570485584
2022-12-22,95296.3360355653,99430.27500787673,102683.33608789642,100454.84404641332,100523.23531355076
2022-12-23,95670.53124250573,99881.13262813154,103148.25338120476,100707.9751734762,101101.47098631994
2022-12-27,95675.16250229352,99973.94140693042,103243.6242593247,100759.7974760293,100702.77881011835
2022-12-28,95099.99387084779,99358.48898187678,102608.79105470711,100429.64733545092,99451.25502522073
2022-12-29,95803.8468387017,100001.62235658454,103272.87144575728,100810.86558507425,101241.40929982116
2022-12-30,95564.90985858279,99755.62060822117,103018.887942595,100667.99544351385,100974.73440050753
2023-01-03,95426.8746793593,99609.66704798646,102869.13228750859,100591.43211606338,100549.63876892837
2023-01-04,95883.46846324674,100092.21103009478,103367.63331585658,100857.85004966437,101325.90035702944
2023-01-05,95323.57158734597,99501.9085748003,102758.02411258948,100541.48047144715,100169.42901149113
2023-01-06,96444.32436883321,100681.51959572517,103975.42179390872,101199.52716286379,102466.52962934122
2023-01-09,96323.27189480881,100557.85898663537,103848.52563221355,101140.59874188236,102408.44202751054
2023-01-10,96539.32101316152,100786.69288924139,104084.68653008364,101263.70373580804,103126.61601378092
2023-01-11,96995.0048977545,101268.34459218063,104582.28664098057,101727.38401454348,104430.94670943376
2023-01-12,97052.14370932881,101330.60601166841,104646.7147835408,101790.32739813466,104811.15646687102
2023-01-13,97161.44407993718,101443.26144071396,104762.90913205831,101901.50398451733,105217.76967968588
2023-01-17,97022.56719160495,101296.26362864747,104611.12665170558,101756.5417858218,105025.02445542948
2023-01-18,95983.19973389126,100202.20591334121,103482.5165635491,100678.8182651082,103366.887457717
2023-01-19,95660.76757308202,99864.46006937443,103133.51338925252,100497.81744781356,102614.38897945576
2023-01-20,96266.29046834448,100503.0170829535,103792.94102994476,100860.30182968455,104525.99914879308
2023-01-23,96554.56774058536,100805.92890254645,104105.89641812319,101029.55383268224,105780.16327922848
2023-01-24,96635.5552447358,100891.11216619612,104194.02547271918,101082.04077349108,105666.62842110483
2023-01-25,96569.98102168106,100818.3982648368,104119.06646049923,101046.45951585588,105706.23360417124
2023-01-26,96920.98574807016,101191.58128831297,104504.17443244018,101401.52928822403,106867.98564078507
2023-01-27,96869.86222765465,101137.15829655572,104448.89812436163,101349.34923017732,107113.53777579663
2023-01-30,96471.58823245257,100714.58818965082,104012.92194554642,100935.82641436634,105769.60189707743
2023-01-31,97109.28267241681,101380.1120105024,104700.25709943425,101596.33747689273,107324.76541881735
2023-02-01,97318.02737745605,101598.03722831978,104925.31925296164,101823.0887299173,108465.39469112913
2023-02-02,97617.969926605,101911.17113676408,105248.70813141615,102135.26616280404,110044.32132270883
2023-02-03,97042.28064696674,101310.1632614423,104628.01756581037,101531.06611656088,108874.6482494817
2023-02-06,96956.36605081675,101220.47017401208,104535.38707716962,101440.87503881725,108209.28117396649
2023-02-07,97270.8929283586,101548.8298240681,104874.50033222683,101770.90190838299,109624.50638220517
2023-02-08,96776.09779409059,101032.2737878799,104341.02735885345,101251.66600158598,108425.78950806269
2023-02-09,96273.33500700309,100507.39968452993,103798.96390601486,100723.97753505333,107485.82649662058
2023-02-10,96751.8819807992,101006.99297232504,104314.9186099501,101226.11369491789,107736.65932270767
2023-02-13,97187.09940897278,101461.35109755184,104784.1567236497,101682.75480522418,109001.38483529408
2023-02-14,96977.79329811542,101242.83978350185,104558.48927954785,101463.11089435077,108951.21827007667
2023-02-15,97074.32922311447,101343.62132178647,104662.57135994823,101564.34777667497,109305.02457213636
2023-02-16,96597.2919942174,100845.60417689718,104148.24441676597,101063.58531801861,107800.02761561384
2023-02-17,96660.76911332518,100911.87299557395,104216.68350423133,101130.16321976921,107530.71237076249
2023-02-21,95850.25810442987,100065.71602060444,103342.81533552572,100279.63651005592,105373.55006641358
2023-02-22,95734.1975864585,99944.5512051704,103217.68243642186,100157.75074596147,105228.33106183684
2023-02-23,95848.66184424012,100064.04955749832,103341.09429663362,100277.764457589,105788.08431584173
2023-02-24,95529.96100178533,99731.33237313911,102997.48080032774,99943.30544110503,104658.01642568098
2023-02-27,95532.0769321894,99733.54136135803,102999.76213174338,99945.49311410256,105014.46307327841
2023-02-28,95249.37848967257,99438.40994880057,102694.96532140167,99649.78080136399,104626.33227922788
2023-03-01,95081.25340269918,99262.89078441095,102513.6979971402,99473.88854537488,104224.99975748856
2023-03-02,95537.09093067383,99738.77587358984,103005.16807148432,99950.78519776232,105035.5858375805
2023-03-03,96152.25763560824,100380.99737636588,103668.42198906206,100594.37183606945,106720.12629067058
2023-03-06,96139.73812677183,100367.92726428984,103654.9238377231,100581.27394156271,106794.05596572782
2023-03-07,95319.82325109726,99511.95284405479,102770.916707608,99723.48002277502,105157.04173231739
2023-03-08,95322.90555574365,99515.17070728785,102774.23995416131,99726.70472604601,105328.66419227174
2023-03-09,94492.59991225577,98648.34853722085,101879.02981614033,98858.03999895098,103385.36987648129
2023-03-10,93858.25242945053,97986.10269325436,101195.09577078102,98480.28392612164,101893.5746476476
2023-03-13,93817.47206532994,97943.52882422146,101151.12763003759,98465.38140603682,101748.35564307087
2023-03-14,94456.73248740667,98610.90367666105,101840.35865618681,98849.96955355274,103430.25575062321
2023-03-15,94109.67610575983,98248.58388727484,101466.1730851843,98667.69653121289,102783.3710938723
2023-03-16,94628.68068822357,98790.41409398775,102025.74794480967,98994.4976626415,104586.72709616154
2023-03-17,93922.84586093467,98053.53691930148,101264.73843209217,98233.96863352596,103368.52552808863
2023-03-20,94534.29710428846,98691.87955590892,101923.98645268427,98882.15939099719,104362.47914415658
2023-03-21,94950.76560096351,99126.66417875687,102373.01004214672,99323.79106938798,105732.80986284223
2023-03-22,94074.88086754458,98212.2583677095,101428.65792405122,98394.63018478555,103930.44063903905
2023-03-23,93952.00408492381,98083.97751089785,101296.17593697546,98263.74681788341,104211.39819451424
2023-03-24,94548.3400017123,98706.54005462339,101939.12707498357,98895.75818652064,104895.23828236897
2023-03-27,94810.68708445517,98980.42506234012,102221.98167195472,99174.10190079233,105091.37846260637
2023-03-28,94810.571071043,98980.30394670217,102221.85658984365,99173.68087578849,104855.48013772625
2023-03-29,95336.15009877409,99528.99774028617,102788.51981518274,99731.02986444182,106379.54234903042
2023-03-30,95571.19468134284,99774.37949424953,103041.93769190408,99980.00166162761,107002.41994843299
2023-03-31,96175.67887564961,100405.44867364124,103693.67405340065,100612.08250463035,108510.57890188003
2023-04-03,96377.19767775526,100615.83019606078,103910.94545949275,100822.89699100275,108924.06360616432
2023-04-04,96196.40758632842,100427.08902513616,103716.0231149701,100633.76739184312,108319.73980759502
2023-04-05,96502.10551508566,100746.23143259615,104045.61726760757,100953.56659252655,108036.13170914364
2023-04-06,96651.64286788706,100902.3453813306,104206.8438656568,101110.00182286197,108457.56804235642
2023-04-10,96732.221378261,100986.46770396073,104293.72114989442,101194.29726874415,108568.89084735602
2023-04-11,96912.62395147505,101174.80431376888,104488.22568413784,101383.02147420286,108598.046820094
2023-04-12,96799.30382354955,101056.50040969324,104366.04738972736,101264.47410137883,108155.40614307173
2023-04-13,97222.73580178081,101498.55476536923,104822.57879192593,101707.43820235477,109592.0004361619
2023-04-14,96943.0086714053,101206.5253421316,104520.98555941488,101414.80778425797,109324.2955955676
2023-04-17,97225.91348655024,101501.8722035069,104826.00487440934,101710.76246776087,109716.5759560424
2023-04-18,97185.95392035328,101460.1552307783,104782.9216928713,101668.95964174437,109788.1406163993
2023-04-19,97263.21771006676,101540.81705259334,104866.22514672099,101749.78746512084,109769.58681556601
2023-04-20,97100.95487744678,101371.4179622752,104691.27832572238,101580.03975245738,109170.5641029491
2023-04-21,97209.69124727092,101484.93651631058,104808.51455240784,101693.79192701852,109255.3814781869
2023-04-24,97364.89525229546,101646.9663344789,104975.85076148837,101856.1552016128,109369.35482616269
2023-04-25,96809.52950753176,101067.17581536992,104377.072409298,101275.17147697844,107633.24917676402
2023-04-26,96202.55383398362,100433.5055824269,103722.64981112094,100640.19715437149,107177.35578486088
2023-04-27,97022.88052195012,101289.90992630195,104607.100944648,101498.36397341883,109311.0428806867
2023-04-28,97402.40202338004,101686.12263909844,105016.28941439006,101895.3920896801,110244.03400830242
2023-05-01,97354.01657687129,101635.60921904484,104964.12170652606,101844.77471330103,110132.71120330281
2023-05-02,96653.08984990799,100903.85600107077,104208.40395739509,101111.51555144876,108894.90763342622
