ticker,signal_date,entry_date,entry_price,atr_pct,c0_exit_price,c0_return_pct,c0_pnl,va_return_pct,va_exit_reason,tp1_hit,tp2_hit,day3_stopped,hard_stopped,n_partial_exits,wavg_exit_price,R_dollar,stop_init,tp1_price,tp2_price,ambiguous_days
YEXT,2022-03-22,2022-03-23,7.32,7.86290322580645,6.89,-6.2500681696715965,-767.4202251308943,-7.406634817796109,day3_stop,False,False,True,False,2,6.805,0.5755645161290321,6.6293225806451614,8.471129032258064,9.046693548387097,0
NNOX,2022-03-31,2022-04-01,10.84,6.84014232999473,11.34,4.194931170868602,604.6462945169042,11.801207087669695,tp1+tp2,True,True,False,False,3,12.167825,0.7414714285714288,9.950234285714286,12.322942857142857,13.064414285714285,0
RCMT,2022-03-31,2022-04-01,10.42,6.25470878006375,13.7,30.95306507905494,4461.4930118426455,17.55232389110968,tp1+tp2,True,True,False,False,3,12.298046146044625,0.6517406548826428,9.637911214140829,11.723481309765285,12.375221964647928,0
CRNX,2022-03-31,2022-04-01,21.8,4.445167588675561,22.55,3.027431375780551,436.3659589892377,8.308244850709446,tp1+tp2,True,True,False,False,3,23.705831435079727,0.9690465343312724,20.637144158802474,23.738093068662547,24.70713960299382,0
TRNS,2022-03-31,2022-04-01,81.52,4.1377425261452885,78.57,-4.003499380042665,-577.0538220159378,-5.3446711070973985,hard_stop,False,False,False,True,1,77.47229475122363,3.3730877073136387,77.47229475122363,88.26617541462727,91.63926312194091,0
CXW,2022-03-31,2022-04-01,11.1,3.577823251055121,11.18,0.31864199528869386,45.9282152390806,3.4592077107047148,time_expiry,False,False,False,False,1,11.53,0.39713838086711845,10.623433942959458,11.894276761734236,12.291415142601355,0
FLEX,2022-03-31,2022-04-01,18.52,3.190219484020022,16.59,-10.778766441199677,-1553.6229136234106,-4.212182489084205,hard_stop,False,False,False,True,1,17.81100562187139,0.5908286484405081,17.81100562187139,19.701657296881017,20.292485945321523,0
JHS,2022-03-31,2022-04-01,13.64,1.376609105180534,13.14,-4.050257256747498,-575.6365850978073,0.9719120628445044,breakeven_stop,True,False,False,False,2,13.827769481946625,0.18776948194662485,13.41467662166405,14.01553896389325,14.203308445839875,0
SAIL,2022-04-11,2022-04-12,64.06,4.248065127690422,64.13,-0.29036525762090054,-37.65455018784087,-0.22817306380057412,time_expiry,False,False,False,False,1,64.17,2.7213105207984847,60.79442737504182,69.50262104159697,72.22393156239545,0
VNET,2022-04-11,2022-04-12,6.91,11.785714285714288,5.75,-17.119451401105177,-2220.0494895737047,-12.84765408195394,hard_stop,False,False,True,True,2,6.046364285714286,0.8143928571428574,5.932728571428571,8.538785714285716,9.353178571428572,0
BILI,2022-04-11,2022-04-12,27.4,12.891833773770658,21.32,-22.500400658536932,-2917.850684979545,-15.807644837792157,hard_stop,False,False,False,True,1,23.161165055184206,3.53236245401316,23.161165055184206,34.46472490802632,37.99708736203948,0
NHS,2022-04-11,2022-04-12,11.61,1.93852663016426,10.2,-12.495422591509483,-1620.4056950386585,-2.7161471978889407,hard_stop,False,False,False,True,1,11.339924469885515,0.2250629417620706,11.339924469885515,12.06012588352414,12.28518882528621,0
NTNX,2022-04-11,2022-04-12,26.75,4.422090197137453,26.03,-3.0800455164437333,-399.420128392856,-5.68452616775631,hard_stop,False,False,False,True,1,25.330509046718877,1.1829091277342687,25.330509046718877,29.115818255468536,30.298727383202806,0
OWL,2022-04-11,2022-04-12,13.37,3.4148104519169005,13.53,0.7927301716686337,102.80120383232679,3.0019768772585387,hard_stop,True,False,False,True,2,13.826560157421289,0.4565601574212896,12.822127811094452,14.283120314842579,14.739680472263867,0
BTO,2022-04-11,2022-04-12,38.96,3.9664546724505567,39.63,1.3136458089980172,170.3535142229157,0.8023480759220769,time_expiry,False,False,False,False,1,39.43,1.5453307403867371,37.10560311153591,42.05066148077348,43.595992221160216,0
CAPL,2022-04-11,2022-04-12,23.24,2.131934588090095,22.76,-2.456360944204528,-313.45426931951806,-3.013508267458187,hard_stop,False,False,False,True,1,22.63,0.49546159827213804,22.645446082073434,24.230923196544275,24.72638479481641,0
SKYH,2022-04-21,2022-04-22,6.08,26.696710229833254,6.95,13.852886332597974,1670.8971111365536,48.34506822731759,tp1+tp2,True,True,False,False,3,9.055529968454259,1.623159981973862,4.1322080216313655,9.326319963947725,10.949479945921587,0
PLSE,2022-04-21,2022-04-22,4.05,12.53855140186916,2.83,-30.40240506641038,-3667.0546178907043,-24.25420763411448,hard_stop,False,False,False,True,1,3.08,0.5078113317757009,3.440626401869159,5.065622663551402,5.573433995327102,0
IIIN,2022-04-21,2022-04-22,43.86,3.336085597029509,43.59,-1.012339206675567,-122.10557535176486,-4.441368061869866,hard_stop,False,False,False,True,1,42.08,1.4632071428571427,42.10415142857143,46.78641428571429,48.24962142857143,0
UAL,2022-04-21,2022-04-22,52.01,4.2344851805028805,50.39,-3.501552941031977,-422.34770091878636,-5.460298854461321,hard_stop,False,False,False,True,1,49.36717310914454,2.202355742379548,49.36717310914454,56.414711484759096,58.61706722713864,0
RCAT,2022-04-21,2022-04-22,2.24,8.298988621997472,2.04,-9.292130025662953,-1120.7912086631313,-5.957281864841779,day3_stop,False,False,True,False,2,2.115,0.18589734513274336,2.0169231858407084,2.611794690265487,2.79769203539823,0
PPIH,2022-04-21,2022-04-22,11.05,2.343244990303814,12.94,16.636591071251168,2006.6599330062145,-3.199870459468912,hard_stop,False,False,False,True,1,10.739285714285716,0.25892857142857145,10.739285714285716,11.567857142857143,11.826785714285716,0
GPRE,2022-04-21,2022-04-22,31.59,5.6720017636684315,30.8,-2.8900097873262682,-348.5850449401769,-7.178432447274763,hard_stop,False,False,False,True,1,29.439857571428572,1.7917853571428575,29.439857571428572,35.17357071428572,36.96535607142857,0
SNCY,2022-04-21,2022-04-22,29.19,4.150512833096137,27.92,-4.732638183721631,-561.7226476750438,-5.415069142290962,hard_stop,False,False,False,True,1,27.72,1.2115346959807625,27.736158364823087,31.613069391961528,32.82460408794229,0
HTH,2022-05-02,2022-05-03,30.27,4.098515647158933,28.59,-5.927095264377101,-695.8678296955568,-3.1796004950785495,hard_stop,False,False,True,True,2,29.425,1.2406206863950089,28.78125517632599,32.75124137279002,33.991862059185024,0
OPFI,2022-05-02,2022-05-03,3.23,9.040752351097177,2.49,-23.217960364101508,-2725.893708108424,-11.204795424824344,hard_stop,False,False,False,True,1,2.879580438871473,0.29201630094043884,2.879580438871473,3.8140326018808777,4.106048902821317,0
SMHI,2022-05-02,2022-05-03,7.79,7.00338394000366,8.89,13.665095995428924,1604.3441633327475,6.576224722678314,breakeven_stop,True,False,False,False,2,8.335563608926286,0.5455636089262851,7.135323669288458,8.88112721785257,9.426690826778856,0
GFF,2022-05-02,2022-05-03,22.42,4.385007324374245,22.93,1.8664722294928604,219.1322935756325,6.3978198820912935,time_expiry,False,False,False,False,1,23.95,0.9831186421247057,21.240257629450355,24.386237284249415,25.36935592637412,0
CPS,2022-05-02,2022-05-03,5.42,11.454155844155842,5.38,-1.1342628396343808,-133.1675948022148,2.7248086852125875,time_expiry,False,False,False,False,1,5.59,0.6208152467532466,4.675021703896104,6.661630493506493,7.28244574025974,0
INOD,2022-05-02,2022-05-03,8.08,5.496273291925467,6.88,-15.191399379458895,-1783.5390937205484,-6.968400094221494,hard_stop,False,False,False,True,1,7.5470813416149065,0.44409888198757774,7.5470813416149065,8.968197763975155,9.412296645962734,0
DMAC,2022-05-02,2022-05-03,2.48,5.517643710870799,2.27,-8.833140171270365,-1037.0506641459433,-6.993942223691485,hard_stop,False,False,False,True,1,2.315794923164485,0.13683756402959582,2.315794923164485,2.7536751280591916,2.8905126920887874,0
NVAX,2022-05-02,2022-05-03,53.5,9.795893687707641,42.33,-21.194358945660092,-2448.580183391601,-21.6225492939355,hard_stop,False,False,False,True,1,42.1,5.240803122923588,47.211036252491695,63.981606245847175,69.22240936877077,0
GO,2022-05-11,2022-05-12,35.65,4.603285914646364,36.11,0.8859699954928764,96.24845746503524,6.389857032078883,time_expiry,False,False,False,False,1,38.08,1.6410714285714285,33.68071428571429,38.93214285714286,40.573214285714286,0
CELH,2022-05-11,2022-05-12,15.6103,12.69018833785673,19.7433,25.97121407748551,2821.41529190453,27.414322602140363,tp1_only,True,False,False,False,2,19.96947647010445,1.9809764701044492,13.233128235874661,19.572252940208898,21.55322941031335,0
HRB,2022-05-11,2022-05-12,28.28,4.042842057625584,33.24,17.06967959413563,1854.385970987607,11.014748894185677,tp1+tp2,True,True,False,False,3,31.520802534318904,1.1433157338965152,26.908021119324182,30.56663146779303,31.709947201689545,0
CINT,2022-05-11,2022-05-12,14.1,8.294944108296583,13.96,-1.3881456944267547,-150.80294197883995,-6.1562690222392025,hard_stop,False,False,True,True,2,13.285,1.1695871192698182,12.696495456876217,16.439174238539636,17.608761357809456,1
INSE,2022-05-11,2022-05-12,10.63,6.244131455399062,10.39,-2.647949632250075,-287.66331686819103,-3.755933127319211,hard_stop,False,False,True,True,2,10.271749295774649,0.6637511737089202,9.833498591549297,11.957502347417842,12.62125352112676,0
SLVM,2022-05-11,2022-05-12,44.68,5.922080828750483,47.21,5.240682466758502,569.3280879212543,6.979460952758765,time_expiry,False,False,False,False,1,47.99,2.645985714285716,41.50481714285714,49.97197142857143,52.61795714285715,0
EOLS,2022-05-11,2022-05-12,11.3,6.627496159754225,12.09,6.564040061469963,713.0926937358781,11.637399456487142,tp1+tp2,True,True,False,False,3,12.6655873655914,0.7489070660522275,10.401311520737329,12.797814132104456,13.546721198156682,0
PKOH,2022-05-11,2022-05-12,13.82,7.346938775510203,14.02,1.0421992483917741,111.41270350669402,-0.18299147002666105,time_expiry,False,False,False,False,1,13.85,1.01534693877551,12.601583673469388,15.85069387755102,16.86604081632653,0
APLD,2022-05-20,2022-05-23,3.62,13.650293542074365,4.9,34.81876026951621,5376.473371023811,30.392870198019573,tp1_only,True,False,False,False,2,4.739140626223092,0.494140626223092,3.02703124853229,4.608281252446184,5.102421878669276,0
PBT,2022-05-20,2022-05-23,16.15,5.525435540069687,18.51,14.15546615746838,2185.7896794989756,12.469506603345447,tp1+tp2,True,True,False,False,3,18.236626219512196,0.8923578397212544,15.079170592334494,17.934715679442508,18.82707351916376,0
DECK,2022-05-20,2022-05-23,42.8333,6.9680911965977534,43.5767,1.3294355507618447,205.28228982986548,-8.72753095513521,hard_stop,False,False,False,True,1,39.251703912185235,2.9846634065123054,39.251703912185235,48.80262681302461,51.787290219536914,0
IBEX,2022-05-20,2022-05-23,16.0,5.613273409547082,17.51,9.000623752495025,1389.814386075679,10.296204453820357,tp1_only,True,False,False,False,2,17.718123745527535,0.8981237455275332,14.92225150536696,17.796247491055066,18.6943712365826,0
PANW,2022-05-20,2022-05-23,80.6142,7.580086308777713,83.135,2.7153079141082173,419.27916391423787,5.035993099109337,time_expiry,False,False,False,False,1,85.0133,6.110625937130683,73.28144887544317,92.83545187426137,98.94607781139204,0
CLPT,2022-05-20,2022-05-23,9.8,8.12613204791119,11.12,13.016416147297235,1985.8346912633388,16.8415029004634,tp1_only,True,False,False,False,2,11.496360940695297,0.7963609406952966,8.844366871165645,11.392721881390594,12.18908282208589,0
VTVT,2022-06-01,2022-06-02,28.224,12.032738095238098,28.0,-1.189684123815864,-155.00613038178926,-4.718623976536729,day3_stop,False,False,True,False,2,27.0,3.3961200000000007,24.148656,35.01624,38.41236000000001,0
NESR,2022-06-01,2022-06-02,8.65,5.736074705111402,7.59,-12.604617354885617,-1642.2787545127958,-7.255013040759916,hard_stop,False,False,False,True,1,8.054595445609436,0.49617046199213627,8.054595445609436,9.642340923984273,10.13851138597641,0
LMB,2022-06-01,2022-06-02,6.03,6.206375838926174,6.31,4.2257110985326065,550.5756632222656,5.782398290666979,hard_stop,True,False,False,True,2,6.404244463087249,0.37424446308724835,5.580906644295302,6.7784889261744965,7.152733389261745,0
VSCO,2022-06-01,2022-06-02,44.92,6.995671960029276,34.47,-23.56991271242023,-3070.9672339498065,-8.760495747835384,hard_stop,False,False,False,True,1,41.14905298666582,3.1424558444451507,41.14905298666582,51.204911688890306,54.34736753333546,0
OBE,2022-06-01,2022-06-02,10.84,5.47063492063492,10.25,-5.820278262662875,-758.334748846537,5.0495944618699,hard_stop,True,False,False,True,2,11.433016825396825,0.5930168253968253,10.128379809523809,12.02603365079365,12.619050476190475,0
CAE,2022-06-01,2022-06-02,26.84,4.029671147001008,23.43,-13.053401393933447,-1700.7516515426305,-3.6833560896091577,hard_stop,False,False,True,True,2,25.955,1.0815637358550705,25.542123516973916,29.00312747171014,30.08469120756521,0
PPIH,2022-06-01,2022-06-02,13.05,9.553256704980843,9.48,-27.646316562277747,-3602.089381409547,-11.817345538807444,hard_stop,False,False,False,True,1,11.55396,1.2467,11.55396,15.5434,16.790100000000002,0
HOV,2022-06-01,2022-06-02,57.2,6.345994318895956,51.46,-10.394106891112898,-1332.6422581608222,-7.983994806696404,hard_stop,False,False,False,True,1,52.84410949950982,3.6299087504084873,52.84410949950982,64.45981750081698,68.08972625122547,0
SLNO,2022-06-10,2022-06-13,2.7615,13.157105361829771,2.472,-10.840784482095032,-2005.513743194675,-16.12469998136461,hard_stop,False,False,False,True,1,2.325499842519685,0.36333346456692905,2.325499842519685,3.488166929133858,3.8515003937007872,0
ALT,2022-06-10,2022-06-13,8.06,7.33032581453634,9.37,15.789017498501734,2920.9225252181204,6.901861440027179,hard_stop,True,False,False,True,2,8.650824260651628,0.5908242606516291,7.351010887218045,9.241648521303258,9.832472781954888,0
HNRG,2022-06-10,2022-06-13,6.45,7.917121046892041,7.7,18.903278713890032,3497.0518337266476,-9.861820524708499,hard_stop,False,False,False,True,1,5.837214830970556,0.5106543075245367,5.837214830970556,7.4713086150490735,7.98196292257361,0
BLTE,2022-06-10,2022-06-13,18.8,4.373736204368296,29.99,58.88446511232851,10893.455564815366,23.3829218839698,tp1+tp2,True,True,False,False,3,23.28895921123717,0.8222624064212397,17.813285112294512,20.44452481284248,21.26678721926372,0
GFI,2022-06-10,2022-06-13,9.73,6.1150988363942265,9.46,-3.163046979012163,-579.3146679313613,-7.708026313838056,hard_stop,False,False,False,True,1,9.01600105986261,0.5949991167811582,9.01600105986261,10.919998233562318,11.514997350343474,0
OMER,2022-06-22,2022-06-23,2.9,8.713317191283295,4.05,39.09766673549453,5241.756106623305,-10.813441784711442,hard_stop,False,False,False,True,1,2.5967765617433414,0.2526861985472155,2.5967765617433414,3.405372397094431,3.6580585956416467,0
WVE,2022-06-22,2022-06-23,2.26,13.493788819875775,3.03,33.53558369985693,4496.057318129335,33.367203165811496,tp1+tp2,True,True,False,False,3,3.0261793478260866,0.3049596273291925,1.8940484472049688,2.869919254658385,3.1748788819875773,0
LZB,2022-06-22,2022-06-23,24.43,4.314408063388487,24.11,-1.7038375153091416,-228.43052914095097,1.0073590028293777,day3_stop,False,False,True,False,2,24.775,1.0540098898858075,23.165188132137033,26.538019779771616,27.59202966965742,0
AORT,2022-06-22,2022-06-23,18.76,4.130078812456955,18.84,0.025535283377797542,3.423470983203515,0.981193263792246,day3_stop,False,False,True,False,2,19.02,0.7748027852169248,17.830236657739693,20.309605570433853,21.084408355650776,0
GLUE,2022-06-22,2022-06-23,8.55,10.809272300469486,9.85,14.744779446954029,1976.8069084470262,22.307366508232196,tp1_only,True,False,False,False,2,10.499192781690141,0.9241927816901411,7.440968661971832,10.398385563380282,11.322578345070424,0
WGO,2022-06-22,2022-06-23,48.5,4.602846512726626,48.01,-1.4054777043850635,-188.42994876200828,4.185270279142883,hard_stop,True,False,False,True,2,50.73238055867242,2.2323805586724137,45.821143329593106,52.96476111734483,55.19714167601724,0
EVER,2022-06-22,2022-06-23,8.97,6.907063492063492,8.94,-0.7323146349441708,-98.1801480803806,1.266363593882458,time_expiry,False,False,False,False,1,9.12,0.6195635952380953,8.226523685714286,10.209127190476192,10.828690785714286,0
KRYS,2022-06-22,2022-06-23,64.74,7.3558286239978985,65.9,1.385428093457825,182.77599329394252,4.839301933667417,day3_stop,False,False,True,False,2,68.145,4.762163451176239,59.02540385858851,74.26432690235248,79.02649035352871,0
XFOR,2022-07-01,2022-07-05,30.3,12.592032967032965,31.5,3.545384478567622,601.0093114907431,6.503824035098127,time_expiry,False,False,False,False,1,32.4,3.8153859890109887,25.721536813186816,37.93077197802198,41.74615796703297,0
BWMX,2022-07-01,2022-07-05,10.39,11.486905916585838,9.55,-8.451624181857639,-1432.709163483718,-10.906594197651664,hard_stop,False,False,True,True,2,9.29390628516004,1.1934895247332689,8.957812570320078,12.776979049466538,13.970468574199806,0
CPNG,2022-07-01,2022-07-05,14.65,5.3608947568389045,14.66,-0.33121470369840955,-56.14711809925211,4.804318596344137,hard_stop,True,False,False,True,2,15.415371081876899,0.7853710818768995,13.707554701747721,16.220742163753798,17.0061132456307,0
TYRA,2022-07-01,2022-07-05,8.37,16.117200818274803,10.37,23.400272334661643,3966.7860142019963,25.05445130137125,tp1_only,True,False,False,False,2,10.5090097084896,1.349009708489601,6.7511883498124785,11.068019416979201,12.417029125468801,0
ADSE,2022-07-01,2022-07-05,7.56,10.214191481341878,7.3,-3.824625880514094,-648.3459780040921,-12.607301115823377,hard_stop,False,False,False,True,1,6.633368548812665,0.7721928759894459,6.633368548812665,9.104385751978892,9.876578627968337,0
GHM,2022-07-01,2022-07-05,7.37,7.189482791770812,6.88,-7.021235683314517,-1190.2314260562107,-8.992140310803109,hard_stop,False,False,False,True,1,6.73416214189579,0.5298648817535089,6.73416214189579,8.429729763507018,8.959594645260527,0
IMXI,2022-07-01,2022-07-05,21.77,4.218255791062406,21.64,-0.9939698004083768,-166.14232133852056,-5.440901332710901,hard_stop,False,False,False,True,1,20.66802285714286,0.9183142857142857,20.66802285714286,23.606628571428573,24.524942857142857,0
RYTM,2022-07-13,2022-07-14,8.37,7.459358201661506,12.98,54.45858581522738,8151.0565389197745,7.0303787278025665,breakeven_stop,True,False,False,False,2,8.994348281479066,0.624348281479068,7.620782062225118,9.618696562958135,10.243044844437204,0
TH,2022-07-13,2022-07-14,11.36,8.083856389656038,12.52,9.771302465491544,1462.5139023135907,19.313392877038147,tp1_only,True,False,False,False,2,13.608326085864926,0.9183260858649258,10.258008696962088,13.196652171729852,14.114978257594776,0
SA,2022-07-13,2022-07-14,12.24,6.264240861179637,12.45,1.3096356306993888,196.01893643425683,0.7400232215307945,time_expiry,False,False,False,False,1,12.38,0.7667430814083877,11.319908302309935,13.773486162816775,14.540229244225163,0
DOGZ,2022-07-13,2022-07-14,35.4,9.202380952380953,33.6,-5.46364897323995,-817.7684202228647,-4.3382162229213765,day3_stop,False,False,True,False,2,34.0,3.2576428571428573,31.49082857142857,41.915285714285716,45.17292857142857,0
SLN,2022-07-13,2022-07-14,11.68,16.391635887048732,10.0,-14.725343832882167,-2204.007106319219,-14.885027814904838,hard_stop,False,False,True,True,2,9.981274157035624,1.914543071607292,9.382548314071249,15.509086143214583,17.423629214821876,0
EXTR,2022-07-13,2022-07-14,10.24,4.447199013833724,10.6,3.1023889720558766,464.34822973089103,4.950450661177652,time_expiry,False,False,False,False,1,10.79,0.45539317901657334,9.693528185180112,11.150786358033146,11.60617953704972,0
SIGA,2022-07-13,2022-07-14,14.22,9.724896836313619,14.45,1.2117817810230322,181.37271950954346,-7.0513595992131695,hard_stop,False,False,True,True,2,13.270271801925723,1.3828803301237966,12.560543603851444,16.985760660247593,18.36864099037139,0
INMD,2022-07-13,2022-07-14,28.02,6.166437973268282,28.33,0.7027344312089574,103.50181661897295,-1.5011376248217356,time_expiry,False,False,False,False,1,27.71,1.7278359201097726,25.94659689586827,31.475671840219544,33.203507760329316,0
SUPV,2022-07-22,2022-07-25,1.52,5.195110258868646,1.66,8.774556150856174,1396.1595128594163,11.604656018235527,tp1+tp2,True,True,False,False,3,1.7031899328859061,0.07896567593480343,1.425241188878236,1.6779313518696068,1.7568970278044103,0
VICR,2022-07-22,2022-07-25,65.08,4.447488684800281,73.63,12.686029293594729,2018.5317837344155,11.14831549775801,tp1+tp2,True,True,False,False,3,72.62524486311904,2.894425636068023,61.60668923671837,70.86885127213604,73.76327690820406,0
MLTX,2022-07-22,2022-07-25,7.0,9.840545346769412,6.32,-10.074707727402341,-1603.0325398873392,9.402060135804247,hard_stop,True,False,False,True,2,7.688838174273859,0.6888381742738587,6.173394190871369,8.377676348547718,9.066514522821576,0
SCHL,2022-07-22,2022-07-25,41.62,3.1876414512036226,46.63,11.5902265627323,1844.1736303864964,7.579915166500695,tp1+tp2,True,True,False,False,3,44.95421865098416,1.3266963719909477,40.02796435361086,44.273392743981894,45.60008911597284,0
UFPI,2022-07-22,2022-07-25,84.57,3.2299680576321896,89.92,5.901664803301044,939.0407121655226,6.599791350422035,tp1+tp2,True,True,False,False,3,90.5127719760942,2.7315839863395426,81.29209921639254,90.03316797267908,92.76475195901862,0
ISSC,2022-07-22,2022-07-25,6.63,5.447021232735518,6.76,1.5537552346287709,247.2250577905761,-2.0517035310976928,time_expiry,False,False,False,False,1,6.52,0.36113750773036485,6.196634990723562,7.352275015460729,7.713412523191094,0
SKE,2022-07-22,2022-07-25,5.24,5.247957171034097,5.6,6.4436013469244475,1025.2706989292565,-8.952705276469963,hard_stop,False,False,False,True,1,4.79,0.2749929557621867,4.910008453085376,5.789985911524374,6.064978867286561,0
TRDA,2022-07-22,2022-07-25,10.81,12.941361668634396,12.16,12.039380997486989,1885.0515620768892,8.446012692468873,time_expiry,False,False,False,False,1,11.77,1.3989611963793782,9.131246564344746,13.607922392758757,15.006883589138134,0
AHCO,2022-08-02,2022-08-03,24.48,3.369003253475306,23.13,-5.891892685217798,-994.6955535545276,1.4916349183082156,hard_stop,True,False,False,True,2,24.944731996450756,0.8247319964507548,23.490321604259094,26.12946399290151,26.954195989352264,0
UBER,2022-08-02,2022-08-03,29.72,4.875311355311354,32.59,9.219045086139971,1556.4002342081294,8.444700940410343,tp1_only,True,False,False,False,2,32.35894253479853,1.4489425347985343,27.981268958241756,32.617885069597065,34.0668276043956,0
DBD,2022-08-02,2022-08-03,3.95,7.386768447837149,4.25,7.165416003436147,1209.6974298035639,14.178077976169945,tp1+tp2,True,True,False,False,3,4.528110368956743,0.29177735368956736,3.5998671755725193,4.533554707379135,4.8253320610687025,0
